chr pos fst_wht_cmn_count fst_wht_cmn_pval fst_wht_cbr_count fst_wht_cbr_pval fst_cbr_cmn_count fst_cbr_cmn_pval
1 4425001 0 1 0 1 0 1
1 4500001 0 1 0 1 0 1
1 4575001 0 1 0 1 0 1
1 4650001 0 1 0 1 0 1
1 4725001 0 1 0 1 0 1
1 4875001 0 1 0 1 0 1
1 4950001 0 1 0 1 0 1
1 5025001 0 1 0 1 0 1
1 5175001 0 1 0 1 0 1
1 5250001 0 1 0 1 0 1
1 5400001 0 1 0 1 0 1
1 5475001 0 1 0 1 0 1
1 5550001 0 1 0 1 0 1
1 5700001 0 1 0 1 0 1
1 5775001 0 1 0 1 0 1
1 5850001 0 1 0 1 0 1
1 5925001 0 1 0 1 0 1
1 6000001 0 1 0 1 1 0.124987501249875
1 6075001 0 1 0 1 0 1
1 6150001 0 1 1 0.21007899210079 1 0.206879312068793
1 6225001 0 1 0 1 0 1
1 6300001 0 1 0 1 0 1
1 6375001 0 1 0 1 0 1
1 6450001 0 1 0 1 0 1
1 6525001 0 1 0 1 0 1
1 6600001 0 1 0 1 0 1
1 6675001 0 1 0 1 0 1
1 6750001 0 1 0 1 0 1
1 6825001 0 1 0 1 0 1
1 6900001 0 1 0 1 0 1
1 6975001 0 1 0 1 0 1
1 7050001 0 1 0 1 0 1
1 7125001 0 1 0 1 0 1
1 7200001 0 1 0 1 0 1
1 7275001 0 1 0 1 0 1
1 7350001 0 1 0 1 0 1
1 7425001 0 1 0 1 0 1
1 7500001 0 1 0 1 0 1
1 7575001 0 1 0 1 0 1
1 7650001 0 1 0 1 0 1
1 7725001 0 1 0 1 0 1
1 7800001 0 1 0 1 0 1
1 7875001 0 1 0 1 0 1
1 7950001 0 1 0 1 0 1
1 8025001 0 1 0 1 0 1
1 8250001 0 1 0 1 0 1
1 8400001 0 1 0 1 0 1
1 8475001 0 1 0 1 0 1
1 8550001 0 1 0 1 1 0.0693930606939306
1 8625001 0 1 0 1 1 0.0720927907209279
1 8700001 1 0.0816918308169183 0 1 0 1
1 8775001 0 1 0 1 0 1
1 8850001 0 1 0 1 0 1
1 8925001 0 1 0 1 1 0.058994100589941
1 9075001 0 1 0 1 0 1
1 9300001 0 1 0 1 0 1
1 9375001 0 1 0 1 0 1
1 9525001 0 1 0 1 0 1
1 9600001 0 1 0 1 0 1
1 9675001 0 1 0 1 0 1
1 9900001 1 0.0295970402959704 0 1 0 1
1 9975001 1 0.127487251274873 0 1 0 1
1 10050001 0 1 0 1 0 1
1 10200001 0 1 0 1 0 1
1 10500001 1 0.0501949805019498 0 1 1 0.0515948405159484
1 10650001 0 1 0 1 0 1
1 10725001 0 1 0 1 0 1
1 10875001 0 1 0 1 0 1
1 10950001 0 1 0 1 0 1
1 11400001 0 1 0 1 0 1
1 11475001 0 1 1 0.0875912408759124 0 1
1 11550001 0 1 0 1 0 1
1 11625001 0 1 0 1 1 0.0804919508049195
1 11700001 0 1 0 1 0 1
1 11850001 1 0.103789621037896 0 1 0 1
1 11925001 0 1 1 0.0458954104589541 2 0.000999900009999
1 12000001 0 1 0 1 0 1
1 12075001 0 1 0 1 0 1
1 12150001 0 1 0 1 0 1
1 12225001 3 9.99900009999e-05 3 9.99900009999e-05 0 1
1 12375001 0 1 0 1 1 0.1002899710029
1 12450001 0 1 0 1 0 1
1 12525001 0 1 0 1 0 1
1 12675001 0 1 0 1 1 0.164383561643836
1 12750001 0 1 1 0.169183081691831 1 0.167483251674833
1 12825001 3 0.0004999500049995 4 9.99900009999e-05 10 9.99900009999e-05
1 12900001 0 1 5 9.99900009999e-05 5 9.99900009999e-05
1 12975001 0 1 0 1 1 0.0728927107289271
1 13050001 0 1 0 1 0 1
1 13200001 0 1 0 1 0 1
1 13275001 0 1 0 1 0 1
1 13425001 0 1 0 1 0 1
1 13575001 0 1 0 1 0 1
1 13800001 0 1 0 1 0 1
1 13875001 0 1 0 1 0 1
1 13950001 0 1 0 1 3 0.0004999500049995
1 14025001 0 1 0 1 0 1
1 14100001 0 1 0 1 0 1
1 14175001 0 1 0 1 0 1
1 14250001 0 1 0 1 0 1
1 14325001 0 1 0 1 0 1
1 14400001 2 0.0016998300169983 0 1 0 1
1 14550001 0 1 0 1 0 1
1 14625001 0 1 0 1 0 1
1 14700001 0 1 0 1 0 1
1 14775001 0 1 0 1 0 1
1 14925001 0 1 0 1 0 1
1 15000001 0 1 0 1 0 1
1 15150001 1 0.101589841015898 0 1 0 1
1 15225001 0 1 0 1 0 1
1 15300001 1 0.0532946705329467 1 0.0593940605939406 0 1
1 15375001 0 1 0 1 0 1
1 15450001 3 0.0001999800019998 1 0.0862913708629137 0 1
1 15600001 0 1 0 1 0 1
1 15675001 0 1 0 1 0 1
1 15825001 0 1 0 1 0 1
1 15900001 0 1 0 1 0 1
1 15975001 0 1 0 1 0 1
1 16050001 0 1 0 1 0 1
1 16125001 0 1 0 1 0 1
1 16200001 0 1 0 1 0 1
1 16275001 0 1 0 1 0 1
1 16425001 0 1 0 1 0 1
1 16500001 0 1 0 1 0 1
1 16575001 0 1 0 1 0 1
1 16725001 0 1 0 1 0 1
1 16800001 0 1 0 1 0 1
1 16875001 0 1 0 1 0 1
1 16950001 0 1 0 1 0 1
1 17025001 0 1 0 1 0 1
1 17100001 0 1 0 1 0 1
1 17175001 0 1 0 1 0 1
1 17250001 0 1 0 1 0 1
1 17325001 0 1 0 1 0 1
1 17400001 0 1 0 1 0 1
1 17475001 0 1 0 1 0 1
1 17550001 0 1 0 1 0 1
1 17625001 0 1 0 1 0 1
1 17700001 0 1 0 1 0 1
1 17775001 0 1 0 1 0 1
1 17850001 0 1 0 1 0 1
1 17925001 0 1 0 1 0 1
1 18150001 2 0.0048995100489951 0 1 1 0.0972902709729027
1 18300001 0 1 0 1 0 1
1 18375001 0 1 0 1 0 1
1 18450001 0 1 0 1 0 1
1 18525001 0 1 0 1 0 1
1 18600001 1 0.0765923407659234 1 0.0816918308169183 0 1
1 18675001 0 1 0 1 0 1
1 18750001 0 1 0 1 0 1
1 18825001 0 1 0 1 0 1
1 18900001 0 1 0 1 0 1
1 18975001 0 1 0 1 0 1
1 19050001 0 1 0 1 0 1
1 19200001 0 1 0 1 0 1
1 19275001 0 1 0 1 0 1
1 19350001 0 1 0 1 0 1
1 19425001 1 0.0744925507449255 1 0.0788921107889211 0 1
1 19500001 3 9.99900009999e-05 1 0.0382961703829617 0 1
1 19575001 0 1 0 1 0 1
1 19650001 0 1 0 1 0 1
1 19725001 1 0.0714928507149285 1 0.0754924507549245 0 1
1 19800001 0 1 0 1 0 1
1 19875001 0 1 0 1 0 1
1 19950001 0 1 0 1 0 1
1 20025001 0 1 0 1 0 1
1 20175001 0 1 0 1 0 1
1 20400001 0 1 0 1 0 1
1 20550001 0 1 0 1 0 1
1 20625001 0 1 0 1 0 1
1 20700001 0 1 0 1 0 1
1 20850001 0 1 0 1 0 1
1 20925001 0 1 0 1 0 1
1 21000001 2 0.0065993400659934 0 1 2 0.0061993800619938
1 21075001 0 1 0 1 0 1
1 21150001 0 1 0 1 0 1
1 21225001 0 1 0 1 0 1
1 21300001 0 1 0 1 0 1
1 21375001 0 1 0 1 0 1
1 21450001 0 1 0 1 0 1
1 21600001 2 0.0011998800119988 0 1 0 1
1 21675001 0 1 0 1 0 1
1 21750001 3 9.99900009999e-05 0 1 2 0.0011998800119988
1 21825001 0 1 0 1 0 1
1 21900001 0 1 0 1 2 0.0031996800319968
1 22050001 0 1 0 1 0 1
1 22125001 0 1 0 1 0 1
1 22200001 0 1 0 1 0 1
1 22275001 0 1 0 1 0 1
1 22350001 0 1 0 1 0 1
1 22500001 0 1 0 1 0 1
1 22575001 0 1 0 1 0 1
1 22650001 2 0.001999800019998 3 0.0001999800019998 1 0.0664933506649335
1 22725001 0 1 0 1 0 1
1 22800001 0 1 0 1 0 1
1 22875001 0 1 0 1 0 1
1 22950001 0 1 0 1 0 1
1 23025001 1 0.0743925607439256 1 0.0745925407459254 3 9.99900009999e-05
1 23100001 2 0.0043995600439956 2 0.0050994900509949 0 1
1 23175001 0 1 0 1 0 1
1 23250001 0 1 0 1 0 1
1 23325001 0 1 0 1 0 1
1 23400001 1 0.143785621437856 0 1 0 1
1 23550001 0 1 0 1 0 1
1 23625001 0 1 0 1 0 1
1 23700001 0 1 0 1 0 1
1 23775001 0 1 1 0.065993400659934 1 0.0664933506649335
1 23850001 0 1 0 1 0 1
1 23925001 0 1 0 1 0 1
1 24000001 0 1 0 1 0 1
1 24075001 0 1 0 1 0 1
1 24150001 0 1 0 1 0 1
1 24225001 0 1 0 1 0 1
1 24450001 0 1 0 1 0 1
1 24525001 0 1 0 1 0 1
1 24750001 0 1 0 1 1 0.0598940105989401
1 24825001 0 1 0 1 0 1
1 24900001 0 1 0 1 0 1
1 24975001 1 0.0274972502749725 0 1 1 0.0292970702929707
1 25050001 0 1 0 1 0 1
1 25125001 0 1 0 1 0 1
1 25200001 0 1 0 1 0 1
1 25275001 0 1 0 1 0 1
1 25425001 0 1 0 1 0 1
1 25500001 0 1 0 1 0 1
1 25575001 0 1 0 1 0 1
1 25650001 0 1 0 1 0 1
1 25725001 0 1 0 1 0 1
1 25800001 0 1 0 1 0 1
1 25875001 1 0.233276672332767 0 1 0 1
1 25950001 0 1 0 1 3 0.0007999200079992
1 26025001 0 1 0 1 0 1
1 26250001 0 1 0 1 0 1
1 26325001 0 1 0 1 0 1
1 26400001 0 1 0 1 0 1
1 26475001 0 1 0 1 0 1
1 26550001 0 1 0 1 0 1
1 26625001 0 1 0 1 0 1
1 26700001 1 0.187081291870813 0 1 0 1
1 26775001 0 1 0 1 0 1
1 26850001 0 1 0 1 0 1
1 26925001 0 1 0 1 0 1
1 27000001 0 1 0 1 0 1
1 27225001 0 1 0 1 1 0.122587741225877
1 27300001 0 1 0 1 0 1
1 27375001 0 1 0 1 0 1
1 27525001 0 1 0 1 0 1
1 27600001 0 1 0 1 0 1
1 27750001 0 1 0 1 0 1
1 27825001 0 1 0 1 0 1
1 27900001 0 1 0 1 0 1
1 27975001 0 1 0 1 0 1
1 28050001 0 1 0 1 0 1
1 28125001 0 1 0 1 0 1
1 28200001 0 1 0 1 0 1
1 28275001 0 1 0 1 0 1
1 28350001 0 1 0 1 0 1
1 28425001 0 1 0 1 0 1
1 28500001 0 1 0 1 0 1
1 28575001 0 1 1 0.146685331466853 0 1
1 28650001 0 1 0 1 3 0.0012998700129987
1 28725001 0 1 0 1 0 1
1 28800001 0 1 0 1 0 1
1 28875001 0 1 0 1 0 1
1 28950001 0 1 0 1 0 1
1 29025001 0 1 0 1 0 1
1 29100001 0 1 0 1 2 0.0084991500849915
1 29175001 0 1 0 1 0 1
1 29400001 0 1 0 1 0 1
2 1 0 1 0 1 0 1
2 75001 0 1 0 1 0 1
2 150001 0 1 0 1 0 1
2 225001 0 1 0 1 0 1
2 300001 0 1 0 1 0 1
2 375001 0 1 0 1 0 1
2 450001 0 1 0 1 0 1
2 525001 0 1 0 1 0 1
2 600001 0 1 0 1 0 1
2 675001 0 1 0 1 0 1
2 750001 0 1 0 1 0 1
2 825001 0 1 1 0.126687331266873 0 1
2 900001 0 1 1 0.0316968303169683 2 0.0003999600039996
2 1050001 0 1 1 0.0572942705729427 1 0.0578942105789421
2 1125001 0 1 0 1 1 0.163583641635836
2 1200001 0 1 0 1 0 1
2 1350001 0 1 0 1 0 1
2 1500001 1 0.0252974702529747 0 1 0 1
2 1575001 0 1 1 0.0285971402859714 0 1
2 1800001 0 1 0 1 0 1
2 1875001 0 1 0 1 0 1
2 2250001 0 1 0 1 0 1
2 2325001 0 1 0 1 0 1
2 2400001 0 1 0 1 0 1
2 2475001 0 1 0 1 0 1
2 2625001 0 1 0 1 0 1
2 2700001 0 1 0 1 0 1
2 2775001 0 1 0 1 0 1
2 2850001 0 1 0 1 0 1
2 2925001 1 0.110888911108889 0 1 1 0.112288771122888
2 3000001 0 1 0 1 0 1
2 3075001 0 1 0 1 0 1
2 3150001 0 1 0 1 0 1
2 3225001 0 1 0 1 0 1
2 3300001 0 1 0 1 0 1
2 3375001 0 1 1 0.154784521547845 0 1
2 3450001 0 1 0 1 0 1
2 3525001 0 1 0 1 0 1
2 3600001 0 1 0 1 0 1
2 3675001 0 1 0 1 0 1
2 3750001 0 1 0 1 0 1
2 3825001 0 1 0 1 0 1
2 3900001 0 1 0 1 0 1
2 3975001 0 1 0 1 0 1
2 4050001 0 1 0 1 0 1
2 4125001 0 1 0 1 0 1
2 4200001 0 1 0 1 0 1
2 4275001 0 1 0 1 0 1
2 4350001 0 1 0 1 0 1
2 4425001 0 1 0 1 0 1
2 4500001 0 1 0 1 0 1
2 4575001 0 1 0 1 0 1
2 4650001 0 1 0 1 0 1
2 4725001 0 1 0 1 0 1
2 4800001 0 1 0 1 0 1
2 4875001 0 1 0 1 0 1
2 4950001 0 1 0 1 0 1
2 5025001 0 1 0 1 0 1
2 5100001 0 1 0 1 0 1
2 5175001 0 1 0 1 0 1
2 5250001 0 1 0 1 1 0.101089891010899
2 5325001 0 1 0 1 0 1
2 5400001 0 1 0 1 0 1
2 5475001 0 1 0 1 2 0.0247975202479752
2 5550001 0 1 0 1 0 1
2 5625001 0 1 0 1 0 1
2 5700001 0 1 1 0.12958704129587 0 1
2 5775001 0 1 0 1 1 0.16048395160484
2 5850001 0 1 0 1 0 1
2 5925001 0 1 0 1 0 1
2 6000001 0 1 0 1 0 1
2 6075001 0 1 0 1 0 1
2 6150001 0 1 0 1 0 1
2 6225001 0 1 0 1 0 1
2 6300001 0 1 0 1 0 1
2 6450001 0 1 0 1 0 1
2 6525001 0 1 0 1 0 1
2 6600001 0 1 0 1 0 1
2 6675001 0 1 0 1 0 1
2 6750001 0 1 0 1 0 1
2 6825001 2 0.0058994100589941 2 0.0075992400759924 1 0.123787621237876
2 6900001 2 0.0004999500049995 1 0.0364963503649635 0 1
2 6975001 0 1 0 1 0 1
2 7125001 0 1 0 1 0 1
2 7200001 0 1 0 1 0 1
2 7275001 2 0.0003999600039996 2 0.0003999600039996 0 1
2 7425001 0 1 0 1 0 1
2 7500001 0 1 0 1 0 1
2 7575001 0 1 0 1 0 1
2 7650001 0 1 0 1 0 1
2 8025001 0 1 0 1 0 1
2 8100001 0 1 0 1 0 1
2 8175001 0 1 1 0.154184581541846 1 0.15988401159884
2 8250001 0 1 1 0.0931906809319068 0 1
2 8325001 0 1 0 1 0 1
2 8400001 0 1 0 1 0 1
2 8550001 0 1 0 1 0 1
2 8625001 0 1 0 1 0 1
2 8775001 1 0.0917908209179082 1 0.0917908209179082 1 0.0954904509549045
2 8850001 0 1 0 1 0 1
2 8925001 0 1 0 1 0 1
2 9000001 1 0.0570942905709429 0 1 0 1
2 9075001 1 0.037996200379962 0 1 0 1
2 9150001 0 1 0 1 0 1
2 9225001 0 1 0 1 1 0.0375962403759624
2 9300001 0 1 0 1 1 0.0692930706929307
2 9375001 0 1 0 1 0 1
2 9450001 0 1 0 1 0 1
2 9600001 0 1 0 1 0 1
2 9675001 0 1 0 1 1 0.0757924207579242
2 9825001 0 1 0 1 0 1
2 9975001 0 1 0 1 0 1
2 10050001 0 1 0 1 0 1
2 10200001 0 1 0 1 1 0.0475952404759524
2 10275001 0 1 0 1 0 1
2 10350001 0 1 0 1 0 1
2 10500001 0 1 0 1 0 1
2 10650001 0 1 0 1 0 1
2 10800001 0 1 0 1 0 1
2 10875001 0 1 0 1 0 1
2 10950001 0 1 0 1 0 1
2 11025001 0 1 1 0.0453954604539546 0 1
2 11175001 0 1 0 1 0 1
2 11250001 0 1 0 1 0 1
2 11325001 0 1 0 1 0 1
2 11400001 0 1 0 1 0 1
2 11475001 0 1 0 1 0 1
2 11625001 0 1 0 1 0 1
2 11775001 0 1 0 1 0 1
2 11850001 1 0.0293970602939706 1 0.0304969503049695 0 1
2 12000001 0 1 0 1 1 0.0503949605039496
2 12075001 0 1 0 1 3 0.0012998700129987
2 12150001 0 1 0 1 0 1
2 12375001 0 1 0 1 0 1
2 12450001 0 1 0 1 0 1
2 12600001 0 1 0 1 0 1
2 12675001 1 0.0445955404459554 0 1 0 1
2 12825001 0 1 0 1 0 1
2 12900001 0 1 0 1 0 1
2 12975001 0 1 0 1 0 1
2 13050001 0 1 0 1 0 1
2 13200001 0 1 0 1 0 1
2 13350001 0 1 0 1 0 1
2 13425001 0 1 0 1 0 1
2 13725001 0 1 0 1 0 1
2 13875001 0 1 0 1 0 1
2 14025001 0 1 0 1 0 1
2 14100001 0 1 0 1 0 1
2 14175001 0 1 0 1 0 1
2 14250001 0 1 0 1 0 1
2 14400001 0 1 0 1 0 1
2 14550001 0 1 0 1 0 1
2 14625001 0 1 0 1 0 1
2 14700001 0 1 0 1 0 1
2 14775001 0 1 0 1 0 1
2 14850001 0 1 0 1 0 1
2 14925001 0 1 0 1 0 1
2 15000001 0 1 0 1 0 1
2 15075001 1 0.0727927207279272 0 1 0 1
2 15300001 0 1 0 1 0 1
2 15375001 0 1 0 1 0 1
2 15450001 0 1 0 1 0 1
2 15525001 0 1 0 1 0 1
2 15600001 0 1 0 1 0 1
2 15675001 0 1 0 1 0 1
2 15750001 0 1 0 1 1 0.0546945305469453
2 15825001 0 1 0 1 0 1
2 15900001 0 1 0 1 0 1
2 15975001 0 1 0 1 0 1
2 16050001 0 1 0 1 0 1
2 16125001 0 1 0 1 0 1
2 16200001 0 1 0 1 0 1
2 16275001 0 1 1 0.105489451054895 2 0.0040995900409959
2 16350001 1 0.0300969903009699 0 1 0 1
2 16425001 1 0.03999600039996 1 0.0414958504149585 0 1
2 16500001 0 1 0 1 0 1
2 16575001 0 1 0 1 0 1
2 16650001 0 1 0 1 0 1
2 16800001 0 1 0 1 0 1
2 16950001 0 1 0 1 0 1
2 17025001 0 1 0 1 0 1
2 17100001 0 1 0 1 0 1
2 17175001 0 1 0 1 0 1
2 17250001 0 1 0 1 0 1
2 17400001 0 1 0 1 0 1
2 17475001 0 1 0 1 0 1
2 17625001 0 1 0 1 0 1
2 17700001 0 1 0 1 0 1
2 17775001 0 1 0 1 0 1
2 17850001 0 1 0 1 0 1
2 18000001 0 1 0 1 0 1
2 18075001 0 1 0 1 0 1
2 18150001 0 1 0 1 0 1
2 18225001 0 1 0 1 0 1
2 18300001 0 1 0 1 0 1
2 18375001 0 1 0 1 0 1
2 18450001 0 1 0 1 0 1
2 18525001 0 1 0 1 0 1
2 18600001 0 1 0 1 0 1
2 18675001 0 1 0 1 0 1
2 18750001 0 1 0 1 0 1
2 18825001 0 1 0 1 0 1
2 18975001 0 1 0 1 0 1
2 19050001 0 1 0 1 1 0.190880911908809
2 19125001 0 1 0 1 0 1
2 19200001 0 1 0 1 0 1
2 19350001 0 1 0 1 0 1
2 19425001 0 1 0 1 0 1
2 19500001 0 1 0 1 1 0.224477552244776
2 19575001 0 1 0 1 0 1
2 19650001 0 1 0 1 0 1
2 19725001 0 1 0 1 0 1
2 19800001 0 1 0 1 0 1
2 19875001 0 1 0 1 0 1
2 19950001 0 1 0 1 0 1
2 20025001 0 1 0 1 0 1
2 20100001 0 1 0 1 0 1
2 20175001 0 1 0 1 0 1
2 20250001 0 1 0 1 0 1
2 20325001 0 1 0 1 0 1
2 20400001 0 1 0 1 0 1
2 20475001 0 1 0 1 0 1
2 20550001 0 1 0 1 0 1
2 20625001 0 1 0 1 0 1
2 20700001 0 1 0 1 0 1
2 20775001 0 1 0 1 1 0.0381961803819618
2 20850001 0 1 0 1 0 1
2 20925001 0 1 0 1 0 1
2 21000001 0 1 1 0.211678832116788 1 0.212678732126787
2 21075001 0 1 0 1 0 1
2 21150001 0 1 0 1 0 1
2 21225001 0 1 0 1 0 1
2 21300001 0 1 1 0.253974602539746 0 1
2 21375001 0 1 0 1 0 1
2 21450001 0 1 0 1 1 0.202079792020798
2 21525001 0 1 0 1 0 1
2 21600001 0 1 0 1 0 1
2 21675001 0 1 0 1 1 0.137586241375862
2 21750001 0 1 0 1 0 1
2 21825001 0 1 0 1 0 1
2 21975001 0 1 0 1 0 1
2 22050001 0 1 0 1 0 1
2 22125001 0 1 0 1 0 1
2 22275001 0 1 0 1 0 1
2 22350001 0 1 0 1 0 1
2 22425001 0 1 0 1 0 1
2 22500001 0 1 0 1 0 1
2 22575001 0 1 0 1 0 1
2 22650001 0 1 0 1 0 1
2 22725001 0 1 0 1 0 1
2 22800001 0 1 0 1 0 1
2 22875001 0 1 0 1 0 1
2 22950001 0 1 0 1 0 1
2 23025001 0 1 0 1 0 1
2 23175001 0 1 0 1 0 1
2 23250001 0 1 0 1 0 1
2 23325001 0 1 0 1 0 1
2 23400001 0 1 0 1 0 1
2 23475001 0 1 0 1 0 1
2 23550001 0 1 0 1 0 1
2 23625001 0 1 0 1 0 1
3 1 0 1 0 1 0 1
3 75001 1 0.127087291270873 0 1 0 1
3 150001 0 1 0 1 0 1
3 225001 0 1 0 1 0 1
3 300001 0 1 0 1 0 1
3 375001 0 1 0 1 0 1
3 450001 0 1 0 1 0 1
3 525001 0 1 0 1 0 1
3 600001 0 1 0 1 0 1
3 675001 0 1 0 1 0 1
3 750001 0 1 0 1 0 1
3 825001 0 1 1 0.188281171882812 0 1
3 900001 0 1 0 1 0 1
3 975001 0 1 0 1 0 1
3 1050001 0 1 0 1 0 1
3 1125001 0 1 0 1 0 1
3 1350001 0 1 0 1 0 1
3 1425001 0 1 0 1 0 1
3 1500001 0 1 0 1 0 1
3 1650001 0 1 0 1 0 1
3 1725001 0 1 0 1 0 1
3 1800001 0 1 0 1 0 1
3 1875001 0 1 0 1 0 1
3 1950001 0 1 0 1 0 1
3 2025001 0 1 0 1 0 1
3 2100001 0 1 0 1 0 1
3 2175001 0 1 0 1 0 1
3 2250001 0 1 0 1 0 1
3 2325001 0 1 0 1 0 1
3 2400001 0 1 0 1 0 1
3 2475001 0 1 2 0.0151984801519848 1 0.155584441555844
3 2550001 0 1 0 1 0 1
3 2625001 0 1 0 1 0 1
3 2700001 0 1 0 1 0 1
3 2775001 0 1 0 1 0 1
3 2850001 0 1 0 1 0 1
3 2925001 0 1 0 1 0 1
3 3000001 0 1 0 1 0 1
3 3150001 0 1 0 1 0 1
3 3525001 1 0.0383961603839616 0 1 0 1
3 3750001 2 0.005999400059994 0 1 0 1
3 3825001 0 1 0 1 0 1
3 3900001 0 1 0 1 0 1
3 3975001 0 1 0 1 0 1
3 4125001 0 1 0 1 0 1
3 4350001 0 1 0 1 0 1
3 4425001 0 1 0 1 0 1
3 4500001 1 0.134486551344866 1 0.12978702129787 0 1
3 4575001 0 1 0 1 0 1
3 4650001 0 1 0 1 0 1
3 4725001 0 1 0 1 0 1
3 4800001 0 1 0 1 0 1
3 4875001 0 1 0 1 0 1
3 4950001 0 1 0 1 0 1
3 5025001 0 1 0 1 0 1
3 5100001 0 1 0 1 0 1
3 5175001 0 1 0 1 0 1
3 5250001 0 1 0 1 0 1
3 5325001 0 1 0 1 0 1
3 5400001 0 1 0 1 1 0.0264973502649735
3 5550001 0 1 0 1 0 1
3 5775001 0 1 0 1 0 1
3 5850001 0 1 0 1 0 1
3 5925001 0 1 0 1 0 1
3 6000001 0 1 0 1 0 1
3 6075001 0 1 0 1 0 1
3 6225001 0 1 0 1 0 1
3 6300001 0 1 0 1 0 1
3 6375001 0 1 0 1 0 1
3 6450001 1 0.0634936506349365 0 1 0 1
3 6525001 0 1 0 1 0 1
3 6675001 0 1 0 1 0 1
3 6750001 0 1 0 1 0 1
3 6825001 0 1 0 1 0 1
3 6900001 0 1 0 1 0 1
3 6975001 1 0.142985701429857 1 0.141285871412859 0 1
3 7050001 0 1 0 1 0 1
3 7200001 0 1 0 1 0 1
3 7275001 0 1 0 1 0 1
3 7350001 0 1 0 1 0 1
3 7500001 0 1 0 1 0 1
3 7575001 0 1 1 0.0385961403859614 0 1
3 7650001 0 1 0 1 0 1
3 7725001 0 1 0 1 0 1
3 7800001 0 1 0 1 0 1
3 7875001 0 1 0 1 0 1
3 7950001 0 1 0 1 1 0.14008599140086
3 8025001 0 1 0 1 0 1
3 8100001 0 1 0 1 0 1
3 8175001 1 0.0538946105389461 0 1 0 1
3 8250001 0 1 0 1 0 1
3 8325001 0 1 0 1 2 0.0016998300169983
3 8400001 0 1 0 1 0 1
3 8475001 0 1 0 1 0 1
3 8550001 0 1 0 1 0 1
3 8625001 0 1 0 1 0 1
3 8700001 0 1 0 1 0 1
3 8775001 0 1 0 1 0 1
3 8925001 0 1 0 1 0 1
3 9000001 0 1 0 1 0 1
3 9075001 0 1 0 1 0 1
3 9150001 1 0.0774922507749225 0 1 0 1
3 9225001 0 1 0 1 0 1
3 9300001 0 1 0 1 0 1
3 9375001 0 1 0 1 0 1
3 9450001 0 1 0 1 0 1
3 9525001 0 1 0 1 0 1
3 9600001 0 1 0 1 0 1
3 9675001 0 1 0 1 0 1
3 9750001 0 1 0 1 0 1
3 9825001 0 1 0 1 0 1
3 9900001 0 1 0 1 0 1
3 9975001 1 0.0843915608439156 1 0.0818918108189181 0 1
3 10050001 0 1 0 1 0 1
3 10125001 0 1 0 1 0 1
3 10275001 0 1 0 1 0 1
3 10350001 0 1 0 1 0 1
3 10425001 0 1 0 1 0 1
3 10500001 0 1 0 1 0 1
3 10575001 0 1 0 1 0 1
3 10650001 0 1 0 1 0 1
3 10725001 0 1 1 0.166983301669833 3 0.000999900009999
3 10800001 0 1 2 0.0115988401159884 0 1
3 10875001 0 1 0 1 0 1
3 11025001 0 1 0 1 0 1
3 11100001 0 1 0 1 0 1
