"chr" "pos1" "pos2" "gene_pos1" "gene_pos2" "fst_outlier_adj" "gene" "bias_direction" "bias_amount" "bias_sig" "study"
1 3300001 3374999 3332783 3338589 FALSE "ENSGACG00000006546" "M" 0.096 FALSE "leder2015"
1 3300001 3374999 3340594 3345546 FALSE "ENSGACG00000006550" "F" -0.065 FALSE "leder2015"
1 3300001 3374999 3347259 3347414 FALSE "ENSGACG00000006557" "F" -0.074 FALSE "leder2015"
1 3300001 3374999 3352438 3368132 FALSE "ENSGACG00000006559" "M" 0.329 TRUE "leder2015"
1 3375001 3449999 3390561 3407147 FALSE "ENSGACG00000006573" NA NA NA NA
1 3375001 3449999 3414389 3416002 FALSE "ENSGACG00000006583" NA NA NA NA
1 3375001 3449999 3421423 3436453 FALSE "ENSGACG00000006586" NA NA NA NA
1 3450001 3524999 3486252 3490154 FALSE "ENSGACG00000006591" NA NA NA NA
1 3525001 3599999 3537920 3541113 FALSE "ENSGACG00000006593" NA NA NA NA
1 3525001 3599999 3538069 3541210 FALSE "ENSGACG00000006593" NA NA NA NA
1 3600001 3674999 NA NA FALSE NA NA NA NA NA
1 3675001 3749999 NA NA FALSE NA NA NA NA NA
1 3750001 3824999 NA NA FALSE NA NA NA NA NA
1 3825001 3899999 3837246 3845416 FALSE "ENSGACG00000006625" NA NA NA NA
1 3825001 3899999 3848030 3851119 FALSE "ENSGACG00000006628" "M" 0.178 TRUE "leder2015"
1 3900001 3974999 3935093 3946002 FALSE "ENSGACG00000006635" NA NA NA NA
1 3975001 4049999 3984198 4032562 FALSE "ENSGACG00000006638" NA NA NA NA
1 3975001 4049999 4025516 4032562 FALSE "ENSGACG00000006638" NA NA NA NA
1 3975001 4049999 4043118 4044679 FALSE "ENSGACG00000006660" NA NA NA NA
1 3975001 4049999 4046937 4048548 FALSE "ENSGACG00000006666" NA NA NA NA
1 3975001 4049999 4047511 4048533 FALSE "ENSGACG00000006666" NA NA NA NA
1 4050001 4124999 4051080 4054603 FALSE "ENSGACG00000006675" NA NA NA NA
1 4050001 4124999 4056681 4058563 FALSE "ENSGACG00000006679" "F" -0.067 FALSE "leder2015"
1 4050001 4124999 4062043 4063888 FALSE "ENSGACG00000006696" NA NA NA NA
1 4050001 4124999 4066933 4068501 FALSE "ENSGACG00000006697" "F" -0.112 FALSE "leder2015"
1 4050001 4124999 4084568 4091343 FALSE "ENSGACG00000006702" NA NA NA NA
1 4050001 4124999 4093568 4112992 FALSE "ENSGACG00000006708" NA NA NA NA
1 4050001 4124999 4114283 4117189 FALSE "ENSGACG00000006784" "M" 0.062 FALSE "leder2015"
1 4050001 4124999 4118509 4121716 FALSE "ENSGACG00000006790" "M" 0.209 FALSE "leder2015"
1 4050001 4124999 4122097 4123446 FALSE "ENSGACG00000006808" "M" 0.148 TRUE "leder2015"
1 4125001 4199999 4128096 4137143 FALSE "ENSGACG00000006839" NA NA NA NA
1 4125001 4199999 4128272 4137512 FALSE "ENSGACG00000006839" NA NA NA NA
1 4125001 4199999 4131495 4137428 FALSE "ENSGACG00000006839" NA NA NA NA
1 4125001 4199999 4139700 4159247 FALSE "ENSGACG00000006866" NA NA NA NA
1 4125001 4199999 4165526 4175090 FALSE "ENSGACG00000006869" NA NA NA NA
1 4125001 4199999 4176012 4177785 FALSE "ENSGACG00000006872" NA NA NA NA
1 4125001 4199999 4178468 4194469 FALSE "ENSGACG00000006874" "F" -0.12 FALSE "leder2015"
1 4125001 4199999 4196690 4198909 FALSE "ENSGACG00000006887" "F" -0.216 FALSE "leder2015"
1 4200001 4274999 4220184 4222102 FALSE "ENSGACG00000006890" "M" 0.013 FALSE "leder2015"
1 4200001 4274999 4226568 4230446 FALSE "ENSGACG00000006900" NA NA NA NA
1 4200001 4274999 4236565 4248993 FALSE "ENSGACG00000006903" "M" 0.054 FALSE "leder2015"
1 4200001 4274999 4250817 4251719 FALSE "ENSGACG00000006906" NA NA NA NA
1 4200001 4274999 4256610 4274433 FALSE "ENSGACG00000006908" "M" 0.283 FALSE "leder2015"
1 4200001 4274999 4259378 4274453 FALSE "ENSGACG00000006908" "M" 0.283 FALSE "leder2015"
1 4200001 4274999 4271760 4274442 FALSE "ENSGACG00000006908" "M" 0.283 FALSE "leder2015"
1 4200001 4274999 4261169 4274393 FALSE "ENSGACG00000006915" NA NA NA NA
1 4275001 4349999 4299459 4299517 FALSE "ENSGACG00000022573" NA NA NA NA
1 4350001 4424999 NA NA FALSE NA NA NA NA NA
