CHROM	BIN_START	N_SNPS	TajimaD
chrI	5400000	21	-2.03156
chrI	5475000	27	-0.809712
chrI	5550000	18	-1.25584
chrI	5625000	5	-0.851206
chrI	5700000	19	-0.52464
chrI	5775000	17	-1.40978
chrI	5850000	25	-0.635123
chrI	5925000	38	-1.15438
chrI	6000000	35	-0.386045
chrI	6075000	16	-0.551933
chrI	6150000	57	-1.24003
chrI	6225000	22	-0.997715
chrI	6300000	21	-1.76824
chrI	6375000	38	-1.15286
chrI	6450000	40	-1.58346
chrI	6525000	37	-0.998945
chrI	6600000	24	-1.81793
chrI	6675000	31	-1.27312
chrI	6750000	21	-0.716178
chrI	6825000	20	-1.61833
chrI	6900000	35	-0.538189
chrI	6975000	23	-1.41406
chrI	7050000	15	-1.64949
chrI	7125000	16	-0.797262
chrI	7200000	14	-1.16931
chrI	7275000	33	-1.03972
chrI	7350000	29	-1.17986
chrI	7425000	29	-0.270173
chrI	7500000	36	-1.98228
chrI	7575000	18	-1.26336
chrI	7650000	35	-1.22518
chrI	7725000	18	-1.23087
chrI	7800000	16	-1.00895
chrI	7875000	15	-0.00673955
chrI	7950000	73	0.503287
chrI	8025000	32	-1.83979
chrI	8100000	14	-2.25669
chrI	8175000	16	-2.02112
chrI	8250000	41	-1.29066
chrI	8325000	14	-1.27592
chrI	8400000	41	-1.45205
chrI	8475000	18	-1.30211
chrI	8550000	19	-0.946512
chrI	8625000	21	-0.64449
chrI	8700000	20	-1.19058
chrI	8775000	36	-1.41644
chrI	8850000	21	-1.15918
chrI	8925000	23	-1.47401
chrI	9000000	6	-1.74147
chrI	9075000	28	-1.88568
chrI	9150000	5	-1.81421
chrI	9225000	4	-0.940015
chrI	9300000	15	-0.701717
chrI	9375000	31	-1.14599
chrI	9450000	5	-1.44915
chrI	9525000	25	-1.33939
chrI	9600000	17	-1.11101
chrI	9675000	15	-0.361407
chrI	9750000	20	-2.01517
chrI	9825000	14	-1.91379
chrI	9900000	13	-1.12188
chrI	9975000	34	-0.677739
chrI	10050000	11	-0.0541789
chrI	10125000	13	-1.67636
chrI	10200000	10	-1.00089
chrI	10275000	25	-2.34006
chrI	10350000	16	-1.97221
chrI	10425000	10	-1.60494
chrI	10500000	18	-1.41611
chrI	10575000	15	-1.78186
chrI	10650000	25	-1.0423
chrI	10725000	8	-0.428565
chrI	10800000	16	-1.9295
chrI	10875000	8	-0.789555
chrI	10950000	19	-1.39345
chrI	11025000	5	-0.995105
chrI	11100000	6	-1.86022
chrI	11175000	18	-2.21223
chrI	11250000	4	-0.429997
chrI	11325000	7	-1.71403
chrI	11400000	17	-1.84164
chrI	11475000	21	-0.553407
chrI	11550000	30	-1.75424
chrI	11625000	23	-0.938915
chrI	11700000	25	-1.30082
chrI	11775000	6	-1.61267
chrI	11850000	25	-0.236752
chrI	11925000	24	-1.11345
chrI	12000000	19	-1.58602
chrI	12075000	33	-1.80425
chrI	12150000	22	-1.56567
chrI	12225000	6	0.298497
chrI	12300000	2	-1.19304
chrI	12375000	34	-1.16928
chrI	12450000	18	-0.194462
chrI	12525000	69	-1.78712
chrI	12600000	18	-1.97269
chrI	12675000	53	-0.890201
chrI	12750000	69	-1.1108
chrI	12825000	38	-0.78436
chrI	12900000	7	-1.43799
chrI	12975000	26	-1.71578
chrI	13050000	13	-0.637126
chrI	13125000	5	-0.727315
chrI	13200000	24	-0.748386
chrI	13275000	31	-1.12437
chrI	13350000	13	-2.09931
chrI	13425000	16	-1.90745
chrI	13500000	13	-1.62812
chrI	13575000	29	-1.42353
chrI	13650000	9	-1.22659
chrI	13725000	9	-1.2104
chrI	13800000	35	-1.6517
chrI	13875000	16	-1.49754
chrI	13950000	57	-1.32222
chrI	14025000	33	-0.562714
chrI	14100000	28	-0.789833
chrI	14175000	22	-1.76991
chrI	14250000	27	-2.15372
chrI	14325000	52	-1.12926
chrI	14400000	19	-1.27381
chrI	14475000	5	-1.05092
chrI	14550000	25	-0.959228
chrI	14625000	32	-1.85374
chrI	14700000	25	-0.717786
chrI	14775000	29	-1.16216
chrI	14850000	17	-1.91936
chrI	14925000	36	-0.598438
chrI	15000000	16	-1.70325
chrI	15075000	19	-1.59073
chrI	15150000	25	-0.388434
chrI	15225000	27	-0.911385
chrI	15300000	30	-1.36604
chrI	15375000	24	-1.82003
chrI	15450000	36	-1.4835
chrI	15525000	6	-1.28152
chrI	15600000	17	-0.7835
chrI	15675000	29	-1.4311
chrI	15750000	12	-1.42253
chrI	15825000	22	0.0940137
chrI	15900000	42	-1.35824
chrI	15975000	37	-1.24013
chrI	16050000	16	0.882521
chrI	16125000	41	-0.970772
chrI	16200000	43	-1.62035
chrI	16275000	12	-0.881814
chrI	16350000	3	-1.26277
chrI	16425000	23	-1.39986
chrI	16500000	37	0.133062
chrI	16575000	17	-1.3031
chrI	16650000	10	-1.99947
chrI	16725000	28	-0.882294
chrI	16800000	45	-0.686381
chrI	16875000	51	-0.383155
chrI	16950000	17	-0.763998
chrI	17025000	22	-0.67834
chrI	17100000	38	-1.52022
chrI	17175000	19	-1.51547
chrI	17250000	34	-1.44136
chrI	17325000	32	-0.520294
chrI	17400000	42	-1.13964
chrI	17475000	16	-0.438259
chrI	17550000	35	-0.517978
chrI	17625000	36	-0.0676075
chrI	17700000	35	-0.418872
chrI	17775000	26	0.0813809
chrI	17850000	33	-1.08993
chrI	17925000	9	-0.503711
chrI	18000000	3	-0.0388369
chrI	18075000	3	-0.0516638
chrI	18150000	28	-0.414129
chrI	18225000	14	-1.5594
chrI	18300000	29	-0.081463
chrI	18375000	35	-0.905509
chrI	18450000	43	-0.96402
chrI	18525000	24	0.0390197
chrI	18600000	15	-0.10327
chrI	18675000	23	-1.46481
chrI	18750000	20	-1.72493
chrI	18825000	32	-0.857469
chrI	18900000	33	-0.223188
chrI	18975000	26	0.0244339
chrI	19050000	27	-1.40693
chrI	19125000	3	-1.27191
chrI	19200000	9	-0.923015
chrI	19275000	22	-0.626167
chrI	19350000	14	0.117875
chrI	19425000	28	-1.58586
chrI	19500000	14	-0.241721
chrI	19575000	13	-1.64877
chrI	19650000	17	-1.369
chrI	19725000	12	0.343248
chrI	19800000	23	-1.30972
chrI	19875000	51	-1.00528
chrI	19950000	13	-0.406113
chrI	20025000	17	-0.623484
chrI	20100000	11	-1.53751
chrI	20175000	40	-0.409542
chrI	20250000	13	-2.23009
chrI	20325000	16	-1.93303
chrI	20400000	28	-0.430809
chrI	20475000	7	-2.0071
chrI	20550000	9	-1.01714
chrI	20625000	39	-0.937358
chrI	20700000	8	-1.20396
chrI	20775000	2	-1.1547
chrI	20850000	15	-0.740167
chrI	20925000	30	-1.04737
chrI	21000000	36	-0.84931
chrI	21075000	23	0.247944
chrI	21150000	4	-0.410856
chrI	21225000	22	-1.9501
chrI	21300000	17	-1.12886
chrI	21375000	47	-0.889706
chrI	21450000	39	-0.240939
chrI	21525000	6	-1.01829
chrI	21600000	6	0.232939
chrI	21675000	38	-1.55314
chrI	21750000	14	0.0148016
chrI	21825000	31	-0.763248
chrI	21900000	18	-1.08621
chrI	21975000	4	-1.13993
chrI	22050000	28	-0.394604
chrI	22125000	10	0.970708
chrI	22200000	25	0.299311
chrI	22275000	15	-1.14761
chrI	22350000	30	-0.919187
chrI	22425000	5	-0.894349
chrI	22500000	22	-1.29826
chrI	22575000	17	-1.46498
chrI	22650000	10	0.744965
chrI	22725000	38	-0.627122
chrI	22800000	21	-0.834942
chrI	22875000	16	-0.615426
chrI	22950000	17	0.656202
chrI	23025000	29	-0.903418
chrI	23100000	23	-0.714145
chrI	23175000	32	-1.37589
chrI	23250000	25	0.240282
chrI	23325000	11	-1.11059
chrI	23400000	45	-0.620345
chrI	23475000	9	-2.05563
chrI	23550000	29	-1.28168
chrI	23625000	19	-1.52329
chrI	23700000	15	-0.0256776
chrI	23775000	14	0.140461
chrI	23850000	30	-1.21504
chrI	23925000	25	-1.20195
chrI	24000000	60	-0.261817
chrI	24075000	11	-0.843827
chrI	24150000	19	-1.00223
chrI	24225000	27	-1.28674
chrI	24300000	13	-1.34889
chrI	24375000	5	-1.79833
chrI	24450000	16	0.302099
chrI	24525000	16	-1.3898
chrI	24600000	12	-1.3235
chrI	24675000	8	-1.9979
chrI	24750000	18	-0.805391
chrI	24825000	37	-0.69464
chrI	24900000	30	-0.596419
chrI	24975000	11	-0.821396
chrI	25050000	34	-1.32088
chrI	25125000	30	-0.767359
chrI	25200000	23	-1.50766
chrI	25275000	12	-0.0479849
chrI	25350000	8	-1.33184
chrI	25425000	6	0.969829
chrI	25500000	33	-0.492814
chrI	25575000	79	-0.321048
chrI	25650000	66	1.33198
chrI	25725000	24	-0.461143
chrI	25800000	32	-0.39581
chrI	25875000	59	0.377058
chrI	25950000	41	-0.545538
chrI	26025000	60	-1.12603
chrI	26100000	16	-1.61108
chrI	26175000	18	-2.38775
chrI	26250000	17	-1.73292
chrI	26325000	53	-1.62179
chrI	26400000	35	-2.13524
chrI	26475000	25	-0.536426
chrI	26550000	35	0.213984
chrI	26625000	36	-0.658939
chrI	26700000	43	0.0772589
chrI	26775000	30	-0.958122
chrI	26850000	32	-1.37874
chrI	26925000	48	-1.27401
chrI	27000000	7	-0.386661
chrI	27075000	17	-1.9656
chrI	27150000	6	-1.30298
chrI	27225000	46	-1.47243
chrI	27300000	20	-1.6175
chrI	27375000	29	-0.727456
chrI	27450000	10	-0.993466
chrI	27525000	21	-0.577211
chrI	27600000	17	-1.06168
chrI	27675000	10	-1.01485
chrI	27750000	16	-0.771333
chrI	27825000	70	0.0990833
chrI	27900000	51	0.183059
chrI	27975000	37	-0.0381774
chrI	28050000	16	-1.01963
chrI	28125000	51	-1.9027
chrI	28200000	39	-0.258263
chrI	28275000	27	0.756538
chrI	28350000	63	-1.70938
chrI	28425000	63	-0.883376
chrI	28500000	53	-2.00951
chrI	28575000	37	-0.252754
chrI	28650000	57	-0.465909
chrI	28725000	14	-0.57306
chrI	28800000	36	-1.29431
chrI	28875000	17	-1.46718
chrI	28950000	91	-0.854646
chrI	29025000	63	-0.460071
chrI	29100000	25	-1.13304
chrI	29175000	56	-1.20212
chrI	29250000	16	-2.33046
chrI	29325000	17	-2.23284
chrI	29400000	50	-2.55944
chrI	29475000	13	-1.83226
chrI	29550000	10	-2.10645
chrI	29625000	8	-1.99664
chrII	0	18	-0.495019
chrII	75000	25	-0.615924
chrII	150000	37	-1.43707
chrII	225000	13	-1.23573
chrII	300000	26	-2.18611
chrII	375000	101	-1.49395
chrII	450000	53	-0.445561
chrII	525000	17	-1.48813
chrII	600000	31	-0.665561
chrII	675000	12	1.65944
chrII	750000	19	0.940605
chrII	825000	39	-1.33198
chrII	900000	9	-1.28792
chrII	975000	6	-1.03258
chrII	1050000	10	0.100331
chrII	1125000	28	0.145722
chrII	1200000	13	-1.5441
chrII	1275000	5	-0.92969
chrII	1350000	3	-0.149644
chrII	1425000	10	-1.94231
chrII	1500000	10	-1.62934
chrII	1575000	5	-0.293774
chrII	1650000	8	-0.998677
chrII	1725000	8	-2.0501
chrII	1800000	19	-1.2248
chrII	1875000	34	-1.78846
chrII	1950000	13	-1.77895
chrII	2025000	1	-0.486428
chrII	2100000	4	-1.59075
chrII	2175000	10	-1.7162
chrII	2250000	41	-1.11286
chrII	2325000	41	0.166186
chrII	2400000	15	0.176847
chrII	2475000	40	-1.02562
chrII	2550000	11	-0.997691
chrII	2625000	11	-1.40656
chrII	2700000	29	-0.981702
chrII	2775000	39	-0.660655
chrII	2850000	41	0.474144
chrII	2925000	39	-1.19633
chrII	3000000	12	-1.08907
chrII	3075000	19	-0.358555
chrII	3150000	12	0.159061
chrII	3225000	36	-1.20985
chrII	3300000	27	-0.808357
chrII	3375000	30	-0.615283
chrII	3450000	24	-1.60882
chrII	3525000	63	-1.35013
chrII	3600000	19	-0.721
chrII	3675000	14	0.734994
chrII	3750000	36	0.0221989
chrII	3825000	52	0.561432
chrII	3900000	27	0.397593
chrII	3975000	26	-0.370613
chrII	4050000	16	0.675204
chrII	4125000	15	0.0678644
chrII	4200000	46	-0.576381
chrII	4275000	17	-0.999629
chrII	4350000	17	-1.77336
chrII	4425000	23	-1.10538
chrII	4500000	31	-0.4286
chrII	4575000	21	-1.15813
chrII	4650000	35	-0.766251
chrII	4725000	16	-1.68434
chrII	4800000	49	-0.689609
chrII	4875000	33	-0.739617
chrII	4950000	26	-0.837147
chrII	5025000	31	-1.37464
chrII	5100000	26	-0.875058
chrII	5175000	48	-0.464136
chrII	5250000	23	-0.749106
chrII	5325000	35	-0.36236
chrII	5400000	48	-0.339644
chrII	5475000	72	-0.879476
chrII	5550000	25	-1.49686
chrII	5625000	39	-1.26369
chrII	5700000	56	-1.16152
chrII	5775000	56	-0.980065
chrII	5850000	29	-0.834955
chrII	5925000	12	-0.870072
chrII	6000000	48	-0.236781
chrII	6075000	9	-0.13501
chrII	6150000	34	-0.780745
chrII	6225000	57	-1.67541
chrII	6300000	43	-2.0717
chrII	6375000	13	-1.94376
chrII	6450000	24	-0.224703
chrII	6525000	29	-0.848726
chrII	6600000	20	-1.2561
chrII	6675000	7	0.52109
chrII	6750000	23	-1.91241
chrII	6825000	29	-0.768621
chrII	6900000	28	-1.73261
chrII	6975000	26	-1.50028
chrII	7050000	17	-2.01476
chrII	7125000	18	-1.23234
chrII	7200000	16	-1.50722
chrII	7275000	11	-0.580723
chrII	7350000	4	-0.644949
chrII	7425000	20	-1.7786
chrII	7500000	21	-1.86302
chrII	7575000	15	-1.35422
chrII	7650000	26	-1.22886
chrII	7725000	3	0.398935
chrII	7800000	13	-1.60741
chrII	7875000	11	-1.0462
chrII	7950000	3	-1.50942
chrII	8025000	32	-1.27514
chrII	8100000	30	-1.94709
chrII	8175000	40	0.0269477
chrII	8250000	30	-1.28074
chrII	8325000	15	-1.87411
chrII	8400000	17	-1.8454
chrII	8475000	13	-1.72204
chrII	8550000	19	-0.470725
chrII	8625000	27	-1.15781
chrII	8700000	16	-1.62342
chrII	8775000	34	-0.70547
chrII	8850000	33	-1.21044
chrII	8925000	10	0.466402
chrII	9000000	17	-0.682042
chrII	9075000	16	-1.25646
chrII	9150000	20	-1.74781
chrII	9225000	23	-1.85162
chrII	9300000	28	-1.05235
chrII	9375000	23	-1.63875
chrII	9450000	40	-1.72588
chrII	9525000	16	-1.96729
chrII	9600000	28	-0.398562
chrII	9675000	31	-1.65108
chrII	9750000	6	-1.00416
chrII	9825000	43	-1.27294
chrII	9900000	15	-2.02766
chrII	9975000	8	-0.639931
chrII	10050000	14	-1.37546
chrII	10125000	29	-2.16892
chrII	10200000	18	-0.737454
chrII	10275000	18	-1.12288
chrII	10350000	28	-0.839501
chrII	10425000	15	-1.78329
chrII	10500000	26	-1.14171
chrII	10575000	15	-2.14882
chrII	10650000	24	-1.63685
chrII	10725000	17	-1.93603
chrII	10800000	16	-1.82021
chrII	10875000	29	-1.83951
chrII	10950000	31	0.0705225
chrII	11025000	22	-1.05101
chrII	11100000	9	-1.75943
chrII	11175000	13	0.261722
chrII	11250000	20	-1.39758
chrII	11325000	16	-0.975783
chrII	11400000	17	-1.63533
chrII	11475000	45	-1.07279
chrII	11550000	27	-2.31021
chrII	11625000	51	-1.90174
chrII	11700000	21	-1.91535
chrII	11775000	41	-1.44001
chrII	11850000	28	-2.23315
chrII	11925000	11	-1.45779
chrII	12000000	24	-1.54037
chrII	12075000	64	-1.25015
chrII	12150000	27	-2.00968
chrII	12225000	18	-1.88487
chrII	12300000	6	-1.27374
chrII	12375000	17	-1.03284
chrII	12450000	14	-1.18755
chrII	12525000	18	-2.43969
chrII	12600000	15	-0.922105
chrII	12675000	17	-1.72404
chrII	12750000	6	-1.01611
chrII	12825000	13	-0.106172
chrII	12900000	20	-1.0571
chrII	12975000	14	-0.563167
chrII	13050000	14	-0.664692
chrII	13125000	13	-1.35527
chrII	13200000	10	-0.121905
chrII	13275000	9	-1.90402
chrII	13350000	14	-1.18486
chrII	13425000	37	-0.931077
chrII	13500000	11	-2.11964
chrII	13575000	1	-0.258705
chrII	13650000	8	-1.75559
chrII	13725000	15	-1.25506
chrII	13800000	5	-0.512211
chrII	13875000	24	-1.425
chrII	13950000	11	-2.0759
chrII	14025000	19	-0.964671
chrII	14100000	42	-0.881219
chrII	14175000	32	-0.373577
chrII	14250000	25	-0.923633
chrII	14325000	26	-2.13947
chrII	14400000	18	-1.89837
chrII	14475000	6	-1.56497
chrII	14550000	10	-0.0036314
chrII	14625000	7	0.733783
chrII	14700000	10	-0.400852
chrII	14775000	8	-0.175664
chrII	14850000	14	-0.368103
chrII	14925000	10	0.0112598
chrII	15000000	26	-1.37097
chrII	15075000	27	-1.59408
chrII	15150000	6	-1.17254
chrII	15225000	2	-0.605288
chrII	15300000	28	-0.843518
chrII	15375000	7	0.253428
chrII	15450000	21	-0.667145
chrII	15525000	10	-1.26074
chrII	15600000	23	-0.964232
chrII	15675000	43	-0.696671
chrII	15750000	21	-1.45339
chrII	15825000	58	-0.402523
chrII	15900000	35	-1.90114
chrII	15975000	18	-0.794677
chrII	16050000	22	-1.05573
chrII	16125000	16	-0.722109
chrII	16200000	30	0.574844
chrII	16275000	21	0.888341
chrII	16350000	17	-1.48957
chrII	16425000	15	-0.68987
chrII	16500000	8	-0.248155
chrII	16575000	16	-0.489906
chrII	16650000	55	-1.40226
chrII	16725000	7	-1.44689
chrII	16800000	17	1.22534
chrII	16875000	10	-1.75708
chrII	16950000	24	-0.32722
chrII	17025000	27	-1.31651
chrII	17100000	16	-1.52955
chrII	17175000	20	-0.300798
chrII	17250000	27	-1.0689
chrII	17325000	15	-1.52477
chrII	17400000	31	-0.741459
chrII	17475000	13	-1.45668
chrII	17550000	8	-1.18231
chrII	17625000	23	-1.69235
chrII	17700000	13	-0.106967
chrII	17775000	19	-0.988188
chrII	17850000	72	-0.436053
chrII	17925000	0	nan
chrII	18000000	31	-0.819133
chrII	18075000	28	-0.470059
chrII	18150000	39	-1.27933
chrII	18225000	12	-0.447003
chrII	18300000	24	-1.22786
chrII	18375000	31	-0.040322
chrII	18450000	64	-0.897241
chrII	18525000	32	-0.697786
chrII	18600000	40	-0.534666
chrII	18675000	25	-0.822475
chrII	18750000	17	-1.09404
chrII	18825000	25	-1.66356
chrII	18900000	15	-1.70255
chrII	18975000	33	-0.500803
chrII	19050000	44	-0.344023
chrII	19125000	31	-1.08541
chrII	19200000	47	-0.399159
chrII	19275000	13	-1.72113
chrII	19350000	36	-1.29108
chrII	19425000	65	-0.675848
chrII	19500000	56	0.00372486
chrII	19575000	36	-0.701267
chrII	19650000	24	-1.09895
chrII	19725000	61	-0.00492396
chrII	19800000	29	-2.05688
chrII	19875000	21	-1.17736
chrII	19950000	6	1.06731
chrII	20025000	26	-0.365119
chrII	20100000	38	-1.5284
chrII	20175000	59	-0.412208
chrII	20250000	70	-0.386132
chrII	20325000	30	-0.81702
chrII	20400000	87	-0.204442
chrII	20475000	50	-0.634708
chrII	20550000	38	-1.55209
chrII	20625000	61	-1.28653
chrII	20700000	59	-0.658227
chrII	20775000	9	-0.670739
chrII	20850000	21	-0.322582
chrII	20925000	27	-1.08829
chrII	21000000	60	-0.908495
chrII	21075000	34	-1.41707
chrII	21150000	14	-0.353926
chrII	21225000	57	-0.505362
chrII	21300000	55	0.290975
chrII	21375000	44	0.337467
chrII	21450000	55	-0.501623
chrII	21525000	52	0.203897
chrII	21600000	28	0.21313
chrII	21675000	33	-0.726559
chrII	21750000	23	-0.039348
chrII	21825000	79	-0.230131
chrII	21900000	8	-0.451085
chrII	21975000	20	0.573432
chrII	22050000	22	0.269704
chrII	22125000	36	-0.100626
chrII	22200000	16	-1.45199
chrII	22275000	57	-0.606307
chrII	22350000	35	-1.12992
chrII	22425000	27	-0.926218
chrII	22500000	65	-1.19778
chrII	22575000	56	-1.50921
chrII	22650000	48	-0.93426
chrII	22725000	30	-0.748369
chrII	22800000	28	-0.531079
chrII	22875000	18	-0.470878
chrII	22950000	71	-1.31999
chrII	23025000	39	-0.284703
chrII	23100000	6	-1.11558
chrII	23175000	53	-1.29253
chrII	23250000	10	0.0769731
chrII	23325000	19	-1.92053
chrII	23400000	51	-1.73913
chrII	23475000	29	-1.93995
chrII	23550000	30	-1.70205
chrII	23625000	41	0.0908045
chrII	23700000	7	-0.807859
chrIII	0	20	-1.42809
chrIII	75000	25	-0.0547133
chrIII	150000	30	-1.6137
chrIII	225000	21	-1.31488
chrIII	300000	18	-1.20631
chrIII	375000	18	-0.919353
chrIII	450000	43	-1.37532
chrIII	525000	52	-0.24428
chrIII	600000	32	-1.38694
chrIII	675000	23	-1.69704
chrIII	750000	19	-1.05779
chrIII	825000	71	-1.34187
chrIII	900000	60	-1.33233
chrIII	975000	54	-0.460565
chrIII	1050000	34	-0.565215
chrIII	1125000	41	-0.232009
chrIII	1200000	18	-2.21758
chrIII	1275000	9	-1.52022
chrIII	1350000	37	-1.0297
chrIII	1425000	78	-0.213867
chrIII	1500000	73	-0.591074
chrIII	1575000	8	-1.22895
chrIII	1650000	35	-0.579379
chrIII	1725000	27	0.121734
chrIII	1800000	41	0.0992523
chrIII	1875000	96	-0.643638
chrIII	1950000	24	0.0794083
chrIII	2025000	28	-0.927403
chrIII	2100000	42	-0.757744
chrIII	2175000	39	-0.377657
chrIII	2250000	34	-1.09169
chrIII	2325000	24	-0.630326
chrIII	2400000	22	-1.48739
chrIII	2475000	39	-0.219265
chrIII	2550000	17	-0.516422
chrIII	2625000	23	-1.18155
chrIII	2700000	36	-0.378858
chrIII	2775000	25	-1.09708
chrIII	2850000	11	-1.07749
chrIII	2925000	33	-1.62189
chrIII	3000000	17	-0.935679
chrIII	3075000	16	-1.89947
chrIII	3150000	26	0.226856
chrIII	3225000	6	-1.73824
chrIII	3300000	16	-1.78703
chrIII	3375000	15	-2.05149
chrIII	3450000	9	-2.07061
chrIII	3525000	17	-2.06826
chrIII	3600000	9	-1.81496
chrIII	3675000	10	-1.17468
chrIII	3750000	20	-0.119475
chrIII	3825000	20	-1.94309
chrIII	3900000	8	-0.182596
chrIII	3975000	19	-1.70172
chrIII	4050000	6	-1.73485
chrIII	4125000	14	-1.2171
chrIII	4200000	19	-2.01154
chrIII	4275000	3	0.0464101
chrIII	4350000	19	-1.38099
chrIII	4425000	39	-0.936721
chrIII	4500000	32	0.52398
chrIII	4575000	25	-1.57338
chrIII	4650000	16	1.23328
chrIII	4725000	17	-1.98183
chrIII	4800000	17	-0.876304
chrIII	4875000	15	-0.977363
chrIII	4950000	16	-0.497883
chrIII	5025000	11	0.0738641
chrIII	5100000	29	-1.04784
chrIII	5175000	35	-0.843125
chrIII	5250000	14	-1.38497
chrIII	5325000	42	-1.30891
chrIII	5400000	9	-0.965826
chrIII	5475000	7	-1.42439
chrIII	5550000	37	-1.32545
chrIII	5625000	7	-1.35457
chrIII	5700000	8	-1.99735
chrIII	5775000	24	-1.9559
chrIII	5850000	33	-0.978154
chrIII	5925000	21	-1.06893
chrIII	6000000	40	0.187044
chrIII	6075000	28	-0.871401
chrIII	6150000	7	-0.758995
chrIII	6225000	18	-0.826083
chrIII	6300000	19	-0.917854
chrIII	6375000	22	-1.57906
chrIII	6450000	40	-1.71469
chrIII	6525000	9	-0.58376
chrIII	6600000	16	-1.75916
chrIII	6675000	7	1.17857
chrIII	6750000	17	-1.62315
chrIII	6825000	43	-0.953884
chrIII	6900000	26	-0.293858
chrIII	6975000	42	-0.128526
chrIII	7050000	51	-0.323463
chrIII	7125000	10	-1.77909
chrIII	7200000	25	-1.16626
chrIII	7275000	47	-0.114123
chrIII	7350000	13	-1.62706
chrIII	7425000	18	-2.22482
chrIII	7500000	38	0.541897
chrIII	7575000	12	-0.379589
chrIII	7650000	16	-0.559167
chrIII	7725000	33	-1.14964
chrIII	7800000	21	-1.21693
chrIII	7875000	33	-1.60635
chrIII	7950000	30	-0.196906
chrIII	8025000	44	0.0499945
chrIII	8100000	36	-1.95957
chrIII	8175000	31	-1.09748
chrIII	8250000	37	-1.60997
chrIII	8325000	19	-0.654055
chrIII	8400000	38	-1.74067
chrIII	8475000	25	-1.04662
chrIII	8550000	16	-1.45404
chrIII	8625000	7	-0.457143
chrIII	8700000	25	-0.742918
chrIII	8775000	70	-0.98123
chrIII	8850000	24	-1.91411
chrIII	8925000	24	-0.739647
chrIII	9000000	25	-1.97819
chrIII	9075000	27	-1.25543
chrIII	9150000	27	-1.0794
chrIII	9225000	30	-1.79013
chrIII	9300000	39	-1.49684
chrIII	9375000	19	-1.75779
chrIII	9450000	26	-0.458951
chrIII	9525000	35	0.342553
chrIII	9600000	42	-0.0977864
chrIII	9675000	40	-0.701773
chrIII	9750000	29	-0.575371
chrIII	9825000	34	-1.09253
chrIII	9900000	30	-1.48985
chrIII	9975000	32	-1.15598
chrIII	10050000	24	-1.80099
chrIII	10125000	13	-1.37694
chrIII	10200000	12	-1.80125
chrIII	10275000	22	-0.640447
chrIII	10350000	24	-0.0456962
chrIII	10425000	29	-1.03648
chrIII	10500000	18	-0.998561
chrIII	10575000	26	-1.11894
chrIII	10650000	26	-0.704404
chrIII	10725000	39	-0.616542
chrIII	10800000	40	-1.08996
chrIII	10875000	21	0.45066
chrIII	10950000	7	-1.15127
chrIII	11025000	16	0.18181
chrIII	11100000	35	-0.939937
chrIII	11175000	18	-0.929314
chrIII	11250000	37	-1.40286
chrIII	11325000	11	0.318041
chrIII	11400000	18	-1.16884
chrIII	11475000	15	-0.582312
chrIII	11550000	22	-1.31773
chrIII	11625000	29	-0.687343
