CHROM	BIN_START	BIN_END	N_VARIANTS	PI
chrI	5100001	5175000	6	5.41902e-06
chrI	5175001	5250000	30	2.51841e-05
chrI	5250001	5325000	22	2.24614e-05
chrI	5325001	5400000	8	6.3033e-06
chrI	5400001	5475000	27	1.58023e-05
chrI	5475001	5550000	39	5.31334e-05
chrI	5550001	5625000	25	2.0584e-05
chrI	5625001	5700000	7	6.50231e-06
chrI	5700001	5775000	19	3.20263e-05
chrI	5775001	5850000	13	2.16623e-05
chrI	5850001	5925000	34	3.87853e-05
chrI	5925001	6000000	43	4.08445e-05
chrI	6000001	6075000	47	6.58127e-05
chrI	6075001	6150000	21	2.52792e-05
chrI	6150001	6225000	59	6.95255e-05
chrI	6225001	6300000	23	2.83808e-05
chrI	6300001	6375000	28	1.47662e-05
chrI	6375001	6450000	48	5.09194e-05
chrI	6450001	6525000	39	5.0049e-05
chrI	6525001	6600000	44	5.24707e-05
chrI	6600001	6675000	25	2.20228e-05
chrI	6675001	6750000	33	4.34136e-05
chrI	6750001	6825000	18	2.73715e-05
chrI	6825001	6900000	21	2.04523e-05
chrI	6900001	6975000	39	5.13207e-05
chrI	6975001	7050000	19	2.69996e-05
chrI	7050001	7125000	12	9.19295e-06
chrI	7125001	7200000	21	1.99947e-05
chrI	7200001	7275000	10	1.00964e-05
chrI	7275001	7350000	45	5.66672e-05
chrI	7350001	7425000	37	3.92504e-05
chrI	7425001	7500000	30	5.3733e-05
chrI	7500001	7575000	22	1.88358e-05
chrI	7575001	7650000	27	2.27208e-05
chrI	7650001	7725000	27	4.34571e-05
chrI	7725001	7800000	21	2.60584e-05
chrI	7800001	7875000	22	2.61544e-05
chrI	7875001	7950000	18	2.68603e-05
chrI	7950001	8025000	74	0.000190953
chrI	8025001	8100000	44	2.56946e-05
chrI	8100001	8175000	12	4.17956e-06
chrI	8175001	8250000	23	1.06693e-05
chrI	8250001	8325000	43	4.19818e-05
chrI	8325001	8400000	15	1.36902e-05
chrI	8400001	8475000	32	5.40146e-05
chrI	8475001	8550000	28	2.21749e-05
chrI	8550001	8625000	24	2.12257e-05
chrI	8625001	8700000	20	2.14853e-05
chrI	8700001	8775000	20	2.5881e-05
chrI	8775001	8850000	40	3.3371e-05
chrI	8850001	8925000	25	2.19511e-05
chrI	8925001	9000000	40	1.72826e-05
chrI	9000001	9075000	12	3.68701e-06
chrI	9075001	9150000	27	1.5205e-05
chrI	9150001	9225000	5	9.00647e-07
chrI	9225001	9300000	4	4.9882e-06
chrI	9300001	9375000	19	2.85403e-05
chrI	9375001	9450000	38	4.59441e-05
chrI	9450001	9525000	8	3.07235e-06
chrI	9525001	9600000	17	2.06245e-05
chrI	9600001	9675000	23	2.29434e-05
chrI	9675001	9750000	21	2.46164e-05
chrI	9750001	9825000	8	8.39307e-06
chrI	9825001	9900000	12	5.45057e-06
chrI	9900001	9975000	16	1.16947e-05
chrI	9975001	10050000	40	5.83122e-05
chrI	10050001	10125000	14	2.10094e-05
chrI	10125001	10200000	17	8.67028e-06
chrI	10200001	10275000	15	1.23182e-05
chrI	10275001	10350000	27	8.8151e-06
chrI	10350001	10425000	19	4.35214e-06
chrI	10425001	10500000	7	5.76291e-06
chrI	10500001	10575000	20	2.1893e-05
chrI	10575001	10650000	20	1.15109e-05
chrI	10650001	10725000	43	4.23561e-05
chrI	10725001	10800000	13	1.35137e-05
chrI	10800001	10875000	20	1.09795e-05
chrI	10875001	10950000	10	9.78771e-06
chrI	10950001	11025000	23	1.77174e-05
chrI	11025001	11100000	10	6.66356e-06
chrI	11100001	11175000	6	3.8835e-06
chrI	11175001	11250000	23	1.11533e-05
chrI	11250001	11325000	9	6.32218e-06
chrI	11325001	11400000	8	5.13935e-06
chrI	11400001	11475000	21	1.50907e-05
chrI	11475001	11550000	36	2.90147e-05
chrI	11550001	11625000	28	2.034e-05
chrI	11625001	11700000	37	2.91906e-05
chrI	11700001	11775000	38	2.20845e-05
chrI	11775001	11850000	7	1.62872e-06
chrI	11850001	11925000	37	4.30168e-05
chrI	11925001	12000000	31	1.9487e-05
chrI	12000001	12075000	19	1.04778e-05
chrI	12075001	12150000	53	3.60403e-05
chrI	12150001	12225000	28	1.63746e-05
chrI	12225001	12300000	9	1.71704e-05
chrI	12300001	12375000	4	6.90289e-07
chrI	12375001	12450000	39	4.35022e-05
chrI	12450001	12525000	31	4.08947e-05
chrI	12525001	12600000	72	5.80709e-05
chrI	12600001	12675000	18	1.13483e-05
chrI	12675001	12750000	55	8.39528e-05
chrI	12750001	12825000	98	0.000102869
chrI	12825001	12900000	51	6.36258e-05
chrI	12900001	12975000	12	3.26011e-05
chrI	12975001	13050000	35	2.94321e-05
chrI	13050001	13125000	20	1.78697e-05
chrI	13125001	13200000	9	4.47185e-06
chrI	13200001	13275000	31	3.75067e-05
chrI	13275001	13350000	22	4.38852e-05
chrI	13350001	13425000	14	3.42246e-06
chrI	13425001	13500000	15	6.26687e-06
chrI	13500001	13575000	14	8.32882e-06
chrI	13575001	13650000	45	3.26425e-05
chrI	13650001	13725000	11	8.66649e-06
chrI	13725001	13800000	6	7.66499e-06
chrI	13800001	13875000	44	3.33897e-05
chrI	13875001	13950000	15	1.23576e-05
chrI	13950001	14025000	62	6.37771e-05
chrI	14025001	14100000	51	5.65408e-05
chrI	14100001	14175000	35	4.13772e-05
chrI	14175001	14250000	17	1.61517e-05
chrI	14250001	14325000	25	1.49926e-05
chrI	14325001	14400000	56	6.23396e-05
chrI	14400001	14475000	24	3.82904e-05
chrI	14475001	14550000	5	7.66621e-06
chrI	14550001	14625000	32	3.95835e-05
chrI	14625001	14700000	35	2.91894e-05
chrI	14700001	14775000	36	2.75954e-05
chrI	14775001	14850000	40	4.07275e-05
chrI	14850001	14925000	16	8.87065e-06
chrI	14925001	15000000	33	6.01693e-05
chrI	15000001	15075000	16	1.12676e-05
chrI	15075001	15150000	20	1.58894e-05
chrI	15150001	15225000	23	5.50654e-05
chrI	15225001	15300000	50	4.13473e-05
chrI	15300001	15375000	28	2.42554e-05
chrI	15375001	15450000	22	1.54198e-05
chrI	15450001	15525000	34	3.6788e-05
chrI	15525001	15600000	4	4.75013e-06
chrI	15600001	15675000	23	2.16958e-05
chrI	15675001	15750000	35	3.90302e-05
chrI	15750001	15825000	10	1.5316e-05
chrI	15825001	15900000	27	5.3755e-05
chrI	15900001	15975000	47	6.15668e-05
chrI	15975001	16050000	54	5.41083e-05
chrI	16050001	16125000	21	4.5946e-05
chrI	16125001	16200000	43	5.60913e-05
chrI	16200001	16275000	40	4.17937e-05
chrI	16275001	16350000	11	1.59789e-05
chrI	16350001	16425000	6	1.77862e-06
chrI	16425001	16500000	24	2.18084e-05
chrI	16500001	16575000	46	7.94415e-05
chrI	16575001	16650000	17	2.20892e-05
chrI	16650001	16725000	17	5.00591e-06
chrI	16725001	16800000	35	4.20325e-05
chrI	16800001	16875000	46	6.56571e-05
chrI	16875001	16950000	55	9.38647e-05
chrI	16950001	17025000	16	1.68343e-05
chrI	17025001	17100000	21	4.04369e-05
chrI	17100001	17175000	30	4.34706e-05
chrI	17175001	17250000	19	1.2438e-05
chrI	17250001	17325000	45	3.97856e-05
chrI	17325001	17400000	35	4.80139e-05
chrI	17400001	17475000	42	5.70269e-05
chrI	17475001	17550000	14	2.32112e-05
chrI	17550001	17625000	46	5.57958e-05
chrI	17625001	17700000	40	7.15268e-05
chrI	17700001	17775000	35	6.97748e-05
chrI	17775001	17850000	24	4.85364e-05
chrI	17850001	17925000	40	3.88878e-05
chrI	17925001	18000000	8	1.14768e-05
chrI	18000001	18075000	8	8.01766e-06
chrI	18075001	18150000	4	4.57265e-06
chrI	18150001	18225000	37	5.19552e-05
chrI	18225001	18300000	11	8.17274e-06
chrI	18300001	18375000	28	4.99244e-05
chrI	18375001	18450000	25	4.3989e-05
chrI	18450001	18525000	38	4.67266e-05
chrI	18525001	18600000	26	3.37195e-05
chrI	18600001	18675000	17	2.05182e-05
chrI	18675001	18750000	26	2.22456e-05
chrI	18750001	18825000	28	1.71026e-05
chrI	18825001	18900000	40	4.04889e-05
chrI	18900001	18975000	45	5.96935e-05
chrI	18975001	19050000	26	5.51498e-05
chrI	19050001	19125000	29	2.72598e-05
chrI	19125001	19200000	2	3.47663e-07
chrI	19200001	19275000	11	1.14012e-05
chrI	19275001	19350000	23	3.50169e-05
chrI	19350001	19425000	17	3.0856e-05
chrI	19425001	19500000	21	1.76768e-05
chrI	19500001	19575000	20	2.37687e-05
chrI	19575001	19650000	10	9.62639e-06
chrI	19650001	19725000	11	1.33473e-05
chrI	19725001	19800000	18	2.96465e-05
chrI	19800001	19875000	29	2.0268e-05
chrI	19875001	19950000	50	4.59296e-05
chrI	19950001	20025000	14	1.63254e-05
chrI	20025001	20100000	27	3.26974e-05
chrI	20100001	20175000	11	9.02295e-06
chrI	20175001	20250000	46	6.93419e-05
chrI	20250001	20325000	19	6.28691e-06
chrI	20325001	20400000	14	6.78582e-06
chrI	20400001	20475000	26	4.26026e-05
chrI	20475001	20550000	13	3.07983e-06
chrI	20550001	20625000	9	9.47897e-06
chrI	20625001	20700000	52	4.95901e-05
chrI	20700001	20775000	12	4.74392e-06
chrI	20775001	20850000	3	1.03795e-06
chrI	20850001	20925000	18	1.5367e-05
chrI	20925001	21000000	34	3.88196e-05
chrI	21000001	21075000	31	6.20406e-05
chrI	21075001	21150000	23	5.0832e-05
chrI	21150001	21225000	3	6.25419e-06
chrI	21225001	21300000	22	1.77253e-05
chrI	21300001	21375000	15	1.17329e-05
chrI	21375001	21450000	41	6.47305e-05
chrI	21450001	21525000	53	6.62983e-05
chrI	21525001	21600000	7	1.43096e-06
chrI	21600001	21675000	7	7.27963e-06
chrI	21675001	21750000	35	3.1323e-05
chrI	21750001	21825000	13	1.76746e-05
chrI	21825001	21900000	27	4.50947e-05
chrI	21900001	21975000	23	2.34933e-05
chrI	21975001	22050000	6	5.73894e-06
chrI	22050001	22125000	33	5.11404e-05
chrI	22125001	22200000	12	3.18086e-05
chrI	22200001	22275000	30	6.42145e-05
chrI	22275001	22350000	18	1.80673e-05
chrI	22350001	22425000	41	3.6243e-05
chrI	22425001	22500000	6	3.10381e-06
chrI	22500001	22575000	22	1.84784e-05
chrI	22575001	22650000	8	1.1512e-05
chrI	22650001	22725000	17	2.35032e-05
chrI	22725001	22800000	44	5.10499e-05
chrI	22800001	22875000	26	3.06124e-05
chrI	22875001	22950000	19	2.61303e-05
chrI	22950001	23025000	18	3.39401e-05
chrI	23025001	23100000	33	4.0238e-05
chrI	23100001	23175000	27	3.44674e-05
chrI	23175001	23250000	39	3.17739e-05
chrI	23250001	23325000	27	5.7342e-05
chrI	23325001	23400000	18	1.25966e-05
chrI	23400001	23475000	45	7.31082e-05
chrI	23475001	23550000	10	2.44121e-06
chrI	23550001	23625000	23	3.02184e-05
chrI	23625001	23700000	13	1.9624e-05
chrI	23700001	23775000	19	3.18318e-05
chrI	23775001	23850000	24	3.06281e-05
chrI	23850001	23925000	31	3.76301e-05
chrI	23925001	24000000	25	2.51725e-05
chrI	24000001	24075000	79	0.000129618
chrI	24075001	24150000	15	1.25877e-05
chrI	24150001	24225000	30	2.87054e-05
chrI	24225001	24300000	25	3.29441e-05
chrI	24300001	24375000	15	1.20952e-05
chrI	24375001	24450000	6	1.86555e-06
chrI	24450001	24525000	18	4.38402e-05
chrI	24525001	24600000	23	1.68708e-05
chrI	24600001	24675000	13	1.22502e-05
chrI	24675001	24750000	2	1.23823e-06
chrI	24750001	24825000	21	2.4481e-05
chrI	24825001	24900000	40	6.28089e-05
chrI	24900001	24975000	23	5.4648e-05
chrI	24975001	25050000	22	2.03551e-05
chrI	25050001	25125000	36	2.81015e-05
chrI	25125001	25200000	35	4.38143e-05
chrI	25200001	25275000	32	2.15119e-05
chrI	25275001	25350000	19	2.33446e-05
chrI	25350001	25425000	15	7.33118e-06
chrI	25425001	25500000	13	2.37193e-05
chrI	25500001	25575000	41	6.40642e-05
chrI	25575001	25650000	76	0.000127682
chrI	25650001	25725000	80	0.000198802
chrI	25725001	25800000	30	4.31289e-05
chrI	25800001	25875000	37	4.71323e-05
chrI	25875001	25950000	64	0.000140301
chrI	25950001	26025000	41	6.92261e-05
chrI	26025001	26100000	47	6.99672e-05
chrI	26100001	26175000	12	9.17036e-06
chrI	26175001	26250000	20	5.35996e-06
chrI	26250001	26325000	19	1.33338e-05
chrI	26325001	26400000	32	4.15914e-05
chrI	26400001	26475000	13	1.23072e-05
chrI	26475001	26550000	29	3.56309e-05
chrI	26550001	26625000	46	8.56403e-05
chrI	26625001	26700000	31	6.19776e-05
chrI	26700001	26775000	50	6.98015e-05
chrI	26775001	26850000	38	3.69856e-05
chrI	26850001	26925000	39	3.12492e-05
chrI	26925001	27000000	50	6.03239e-05
chrI	27000001	27075000	12	1.10852e-05
chrI	27075001	27150000	25	1.35528e-05
chrI	27150001	27225000	10	3.99188e-06
chrI	27225001	27300000	42	4.5214e-05
chrI	27300001	27375000	23	2.07291e-05
chrI	27375001	27450000	31	4.73072e-05
chrI	27450001	27525000	9	1.09264e-05
chrI	27525001	27600000	13	2.96534e-05
chrI	27600001	27675000	11	1.97264e-05
chrI	27675001	27750000	12	9.6062e-06
chrI	27750001	27825000	12	2.10857e-05
chrI	27825001	27900000	73	0.000155152
chrI	27900001	27975000	54	0.000131345
chrI	27975001	28050000	43	8.07796e-05
chrI	28050001	28125000	21	1.43287e-05
chrI	28125001	28200000	66	3.57962e-05
chrI	28200001	28275000	36	7.17652e-05
chrI	28275001	28350000	29	7.45434e-05
chrI	28350001	28425000	59	5.97125e-05
chrI	28425001	28500000	87	9.36687e-05
chrI	28500001	28575000	51	3.08974e-05
chrI	28575001	28650000	37	7.21489e-05
chrI	28650001	28725000	58	9.41343e-05
chrI	28725001	28800000	11	2.07214e-05
chrI	28800001	28875000	37	2.9776e-05
chrI	28875001	28950000	14	1.52484e-05
chrI	28950001	29025000	100	0.0001231
chrI	29025001	29100000	76	0.000103497
chrI	29100001	29175000	25	3.69039e-05
chrI	29175001	29250000	67	8.32689e-05
chrI	29250001	29325000	18	4.30564e-06
chrI	29325001	29400000	11	4.83711e-06
chrI	29400001	29475000	43	2.07733e-05
chrI	29475001	29550000	12	2.57601e-06
chrI	29550001	29625000	13	3.18441e-06
chrI	29625001	29700000	5	1.82524e-06
chrII	1	75000	16	3.26191e-05
chrII	75001	150000	26	3.14319e-05
chrII	150001	225000	37	3.94189e-05
chrII	225001	300000	14	1.42709e-05
chrII	300001	375000	23	9.85825e-06
chrII	375001	450000	107	0.000119311
chrII	450001	525000	61	9.68605e-05
chrII	525001	600000	11	1.49104e-05
chrII	600001	675000	31	5.14836e-05
chrII	675001	750000	16	4.31683e-05
chrII	750001	825000	21	4.04055e-05
chrII	825001	900000	45	4.95198e-05
chrII	900001	975000	7	1.12411e-05
chrII	975001	1050000	7	6.1647e-06
chrII	1050001	1125000	17	1.57576e-05
chrII	1125001	1200000	41	7.38146e-05
chrII	1200001	1275000	16	1.40276e-05
chrII	1275001	1350000	4	4.81437e-06
chrII	1350001	1425000	7	4.55751e-06
chrII	1425001	1500000	13	3.00177e-06
chrII	1500001	1575000	10	7.83899e-06
chrII	1575001	1650000	6	9.63011e-06
chrII	1650001	1725000	13	1.043e-05
chrII	1725001	1800000	10	2.51678e-06
chrII	1800001	1875000	23	3.20571e-05
chrII	1875001	1950000	36	3.04837e-05
chrII	1950001	2025000	16	9.32518e-06
chrII	2025001	2100000	1	1.53677e-06
chrII	2100001	2175000	1	1.82648e-07
chrII	2175001	2250000	2	5.33207e-06
chrII	2250001	2325000	33	4.72884e-05
chrII	2325001	2400000	48	7.64334e-05
chrII	2400001	2475000	15	3.06382e-05
chrII	2475001	2550000	40	3.46488e-05
chrII	2550001	2625000	6	1.08961e-05
chrII	2625001	2700000	17	1.28296e-05
chrII	2700001	2775000	26	3.50119e-05
chrII	2775001	2850000	41	5.07081e-05
chrII	2850001	2925000	51	9.793e-05
chrII	2925001	3000000	40	5.39577e-05
chrII	3000001	3075000	11	8.98032e-06
chrII	3075001	3150000	13	2.34462e-05
chrII	3150001	3225000	14	2.79247e-05
chrII	3225001	3300000	47	5.03282e-05
chrII	3300001	3375000	37	3.60238e-05
chrII	3375001	3450000	41	7.30497e-05
chrII	3450001	3525000	23	2.31553e-05
chrII	3525001	3600000	52	7.17685e-05
chrII	3600001	3675000	18	2.67175e-05
chrII	3675001	3750000	17	4.19181e-05
chrII	3750001	3825000	39	7.172e-05
chrII	3825001	3900000	49	0.000138067
chrII	3900001	3975000	32	7.12981e-05
chrII	3975001	4050000	29	4.88458e-05
chrII	4050001	4125000	21	4.06396e-05
chrII	4125001	4200000	27	3.14336e-05
chrII	4200001	4275000	57	7.74194e-05
chrII	4275001	4350000	16	1.36464e-05
chrII	4350001	4425000	13	7.42955e-06
chrII	4425001	4500000	23	2.67508e-05
chrII	4500001	4575000	34	3.90874e-05
chrII	4575001	4650000	35	2.31114e-05
chrII	4650001	4725000	35	5.60748e-05
chrII	4725001	4800000	15	1.78593e-05
chrII	4800001	4875000	40	8.26399e-05
chrII	4875001	4950000	32	5.06555e-05
chrII	4950001	5025000	34	4.34548e-05
chrII	5025001	5100000	29	3.31844e-05
chrII	5100001	5175000	22	3.28978e-05
chrII	5175001	5250000	46	8.21108e-05
chrII	5250001	5325000	26	3.03031e-05
chrII	5325001	5400000	40	6.60896e-05
chrII	5400001	5475000	54	7.61076e-05
chrII	5475001	5550000	77	9.64749e-05
chrII	5550001	5625000	25	2.44532e-05
chrII	5625001	5700000	34	4.80134e-05
chrII	5700001	5775000	57	5.3896e-05
chrII	5775001	5850000	62	7.51755e-05
chrII	5850001	5925000	33	4.75272e-05
chrII	5925001	6000000	21	2.10488e-05
chrII	6000001	6075000	56	9.77363e-05
chrII	6075001	6150000	16	1.77781e-05
chrII	6150001	6225000	38	4.09365e-05
chrII	6225001	6300000	64	5.93788e-05
chrII	6300001	6375000	55	3.10012e-05
chrII	6375001	6450000	13	6.32981e-06
chrII	6450001	6525000	28	4.3078e-05
chrII	6525001	6600000	24	3.84509e-05
chrII	6600001	6675000	23	1.9149e-05
chrII	6675001	6750000	11	2.27278e-05
chrII	6750001	6825000	26	2.29874e-05
chrII	6825001	6900000	31	4.82198e-05
chrII	6900001	6975000	29	2.48027e-05
chrII	6975001	7050000	23	2.02583e-05
chrII	7050001	7125000	18	8.18407e-06
chrII	7125001	7200000	33	3.17608e-05
chrII	7200001	7275000	19	1.18786e-05
chrII	7275001	7350000	26	1.62762e-05
chrII	7350001	7425000	6	5.62696e-06
chrII	7425001	7500000	23	2.51736e-05
chrII	7500001	7575000	22	1.94591e-05
chrII	7575001	7650000	21	1.90811e-05
chrII	7650001	7725000	25	3.17572e-05
chrII	7725001	7800000	5	4.04728e-06
chrII	7800001	7875000	22	9.39096e-06
chrII	7875001	7950000	8	1.19517e-05
chrII	7950001	8025000	4	8.679e-07
chrII	8025001	8100000	36	4.11946e-05
chrII	8100001	8175000	26	1.60965e-05
chrII	8175001	8250000	43	6.30335e-05
chrII	8250001	8325000	36	4.04404e-05
chrII	8325001	8400000	22	2.28742e-05
chrII	8400001	8475000	23	1.23382e-05
chrII	8475001	8550000	7	9.61248e-06
chrII	8550001	8625000	29	3.72318e-05
chrII	8625001	8700000	38	3.92408e-05
chrII	8700001	8775000	16	1.51213e-05
chrII	8775001	8850000	44	4.77016e-05
chrII	8850001	8925000	36	3.35753e-05
chrII	8925001	9000000	10	2.60374e-05
chrII	9000001	9075000	30	1.81705e-05
chrII	9075001	9150000	16	1.0162e-05
chrII	9150001	9225000	30	2.22634e-05
chrII	9225001	9300000	32	1.73285e-05
chrII	9300001	9375000	30	3.36469e-05
chrII	9375001	9450000	24	2.34106e-05
chrII	9450001	9525000	33	3.53607e-05
chrII	9525001	9600000	20	1.08572e-05
chrII	9600001	9675000	31	5.3145e-05
chrII	9675001	9750000	29	2.93025e-05
chrII	9750001	9825000	12	6.88272e-06
chrII	9825001	9900000	42	4.74745e-05
chrII	9900001	9975000	27	1.30714e-05
chrII	9975001	10050000	12	9.45625e-06
chrII	10050001	10125000	21	1.27665e-05
chrII	10125001	10200000	14	7.90571e-06
chrII	10200001	10275000	20	2.19205e-05
chrII	10275001	10350000	16	1.47205e-05
chrII	10350001	10425000	26	3.88732e-05
chrII	10425001	10500000	18	9.68173e-06
chrII	10500001	10575000	30	3.46912e-05
chrII	10575001	10650000	19	4.79179e-06
chrII	10650001	10725000	25	1.90094e-05
chrII	10725001	10800000	21	8.70688e-06
chrII	10800001	10875000	19	1.34797e-05
chrII	10875001	10950000	35	2.48448e-05
chrII	10950001	11025000	26	5.45163e-05
chrII	11025001	11100000	26	1.28706e-05
chrII	11100001	11175000	13	4.6431e-06
chrII	11175001	11250000	16	2.35219e-05
chrII	11250001	11325000	16	1.66049e-05
chrII	11325001	11400000	23	2.53775e-05
chrII	11400001	11475000	15	1.18143e-05
chrII	11475001	11550000	53	6.4755e-05
chrII	11550001	11625000	28	1.26736e-05
chrII	11625001	11700000	53	4.41316e-05
chrII	11700001	11775000	25	1.25172e-05
chrII	11775001	11850000	46	5.12105e-05
chrII	11850001	11925000	21	1.69526e-05
chrII	11925001	12000000	17	1.08519e-05
chrII	12000001	12075000	31	2.02156e-05
chrII	12075001	12150000	62	6.18597e-05
chrII	12150001	12225000	28	1.37184e-05
chrII	12225001	12300000	16	1.57508e-05
chrII	12300001	12375000	8	5.79944e-06
chrII	12375001	12450000	25	1.95776e-05
chrII	12450001	12525000	17	1.29861e-05
chrII	12525001	12600000	19	5.58906e-06
chrII	12600001	12675000	24	1.82466e-05
chrII	12675001	12750000	20	1.68042e-05
chrII	12750001	12825000	8	6.23657e-06
chrII	12825001	12900000	11	2.15843e-05
chrII	12900001	12975000	30	2.11141e-05
chrII	12975001	13050000	22	2.35536e-05
chrII	13050001	13125000	14	2.5469e-05
chrII	13125001	13200000	10	1.33499e-05
chrII	13200001	13275000	11	2.154e-05
chrII	13275001	13350000	10	4.79675e-06
chrII	13350001	13425000	16	1.4117e-05
chrII	13425001	13500000	35	4.69528e-05
chrII	13500001	13575000	8	2.69438e-06
chrII	13575001	13650000	2	1.15763e-06
chrII	13650001	13725000	12	3.99819e-06
chrII	13725001	13800000	16	1.82964e-05
chrII	13800001	13875000	6	5.42412e-06
chrII	13875001	13950000	29	3.26469e-05
chrII	13950001	14025000	10	6.0413e-06
chrII	14025001	14100000	24	2.15585e-05
chrII	14100001	14175000	57	6.57544e-05
chrII	14175001	14250000	45	5.45507e-05
chrII	14250001	14325000	23	3.56791e-05
chrII	14325001	14400000	29	1.46964e-05
chrII	14400001	14475000	17	9.27761e-06
chrII	14475001	14550000	3	1.16267e-06
chrII	14550001	14625000	15	2.16913e-05
chrII	14625001	14700000	5	2.01027e-05
chrII	14700001	14775000	12	1.57029e-05
chrII	14775001	14850000	6	1.42114e-05
chrII	14850001	14925000	15	2.89234e-05
chrII	14925001	15000000	10	1.59639e-05
chrII	15000001	15075000	18	2.67401e-05
chrII	15075001	15150000	24	3.65279e-05
chrII	15150001	15225000	10	9.41337e-06
chrII	15225001	15300000	9	7.08427e-06
chrII	15300001	15375000	34	5.19925e-05
chrII	15375001	15450000	7	1.74877e-05
chrII	15450001	15525000	27	3.25151e-05
chrII	15525001	15600000	13	8.9877e-06
chrII	15600001	15675000	26	2.88694e-05
chrII	15675001	15750000	55	6.8011e-05
chrII	15750001	15825000	19	1.59729e-05
chrII	15825001	15900000	84	9.84257e-05
chrII	15900001	15975000	22	2.49061e-05
chrII	15975001	16050000	21	2.91731e-05
chrII	16050001	16125000	24	2.75318e-05
chrII	16125001	16200000	23	2.53244e-05
chrII	16200001	16275000	30	6.47924e-05
chrII	16275001	16350000	21	2.73503e-05
chrII	16350001	16425000	23	1.61063e-05
chrII	16425001	16500000	23	2.04517e-05
chrII	16500001	16575000	7	1.31532e-05
chrII	16575001	16650000	22	2.5897e-05
chrII	16650001	16725000	58	6.28102e-05
chrII	16725001	16800000	7	4.08131e-06
chrII	16800001	16875000	18	3.58831e-05
chrII	16875001	16950000	14	7.03134e-06
chrII	16950001	17025000	40	3.92335e-05
chrII	17025001	17100000	23	2.75604e-05
chrII	17100001	17175000	15	1.32355e-05
chrII	17175001	17250000	18	3.56734e-05
chrII	17250001	17325000	24	3.8629e-05
chrII	17325001	17400000	19	1.77435e-05
chrII	17400001	17475000	40	5.26212e-05
chrII	17475001	17550000	13	8.76984e-06
chrII	17550001	17625000	13	4.80554e-06
chrII	17625001	17700000	27	1.85008e-05
chrII	17700001	17775000	17	1.4526e-05
chrII	17775001	17850000	25	2.05002e-05
chrII	17850001	17925000	70	0.000102537
chrII	18000001	18075000	32	4.30152e-05
chrII	18075001	18150000	36	5.12818e-05
chrII	18150001	18225000	49	4.77497e-05
