CHROM	BIN_START	BIN_END	N_VARIANTS	PI
chrI	20250001	20325000	13	3.06294e-06
chrI	20325001	20400000	16	8.66175e-06
chrI	20400001	20475000	28	5.1448e-05
chrI	20475001	20550000	7	9.74706e-07
chrI	20550001	20625000	9	9.79125e-06
chrI	20625001	20700000	39	5.5837e-05
chrI	20700001	20775000	8	8.07381e-06
chrI	20775001	20850000	2	6.56125e-07
chrI	20850001	20925000	15	2.06574e-05
chrI	20925001	21000000	30	3.70127e-05
chrI	21000001	21075000	36	5.54899e-05
chrI	21075001	21150000	23	5.27845e-05
chrI	21150001	21225000	4	4.25612e-06
chrI	21225001	21300000	22	1.14202e-05
chrI	21300001	21375000	17	1.41573e-05
chrI	21375001	21450000	47	6.96605e-05
chrI	21450001	21525000	39	6.955e-05
chrI	21525001	21600000	6	6.75239e-06
chrI	21600001	21675000	6	8.15737e-06
chrI	21675001	21750000	38	3.85428e-05
chrI	21750001	21825000	14	2.00833e-05
chrI	21825001	21900000	31	4.93096e-05
chrI	21900001	21975000	18	2.14677e-05
chrI	21975001	22050000	4	3.34888e-06
chrI	22050001	22125000	28	5.28683e-05
chrI	22125001	22200000	10	3.22935e-05
chrI	22200001	22275000	25	6.03288e-05
chrI	22275001	22350000	15	1.69183e-05
chrI	22350001	22425000	30	3.25123e-05
chrI	22425001	22500000	5	4.19164e-06
chrI	22500001	22575000	22	2.42718e-05
chrI	22575001	22650000	17	1.46673e-05
chrI	22650001	22725000	10	2.40154e-05
chrI	22725001	22800000	38	4.5754e-05
chrI	22800001	22875000	21	3.06687e-05
chrI	22875001	22950000	16	2.7198e-05
chrI	22950001	23025000	17	4.12423e-05
chrI	23025001	23100000	29	3.87158e-05
chrI	23100001	23175000	23	3.36909e-05
chrI	23175001	23250000	32	3.4836e-05
chrI	23250001	23325000	25	5.81592e-05
chrI	23325001	23400000	11	1.27525e-05
chrI	23400001	23475000	45	7.87391e-05
chrI	23475001	23550000	9	2.10794e-06
chrI	23550001	23625000	29	2.70592e-05
chrI	23625001	23700000	19	1.84247e-05
chrI	23700001	23775000	15	3.15e-05
chrI	23775001	23850000	14	2.70142e-05
chrI	23850001	23925000	30	3.68601e-05
chrI	23925001	24000000	25	2.56343e-05
chrI	24000001	24075000	60	0.000121581
chrI	24075001	24150000	11	1.48042e-05
chrI	24150001	24225000	19	2.60153e-05
chrI	24225001	24300000	27	2.52686e-05
chrI	24300001	24375000	13	1.10975e-05
chrI	24375001	24450000	5	6.39443e-07
chrI	24450001	24525000	16	3.95149e-05
chrI	24525001	24600000	16	1.62335e-05
chrI	24600001	24675000	12	1.14455e-05
chrI	24675001	24750000	8	1.81212e-06
chrI	24750001	24825000	18	2.13921e-05
chrI	24825001	24900000	37	6.20157e-05
chrI	24900001	24975000	30	5.10894e-05
chrI	24975001	25050000	11	1.5578e-05
chrI	25050001	25125000	34	3.02842e-05
chrI	25125001	25200000	30	4.65656e-05
chrI	25200001	25275000	23	2.28782e-05
chrI	25275001	25350000	12	1.85299e-05
chrI	25350001	25425000	8	7.10131e-06
chrI	25425001	25500000	6	1.89958e-05
chrI	25500001	25575000	33	6.12591e-05
chrI	25575001	25650000	79	0.000118416
chrI	25650001	25725000	66	0.000197533
chrI	25725001	25800000	24	4.16297e-05
chrI	25800001	25875000	32	5.00188e-05
chrI	25875001	25950000	59	0.000140175
chrI	25950001	26025000	41	7.17188e-05
chrI	26025001	26100000	60	6.76789e-05
chrI	26100001	26175000	16	1.32291e-05
chrI	26175001	26250000	18	2.94928e-06
chrI	26250001	26325000	17	9.49932e-06
chrI	26325001	26400000	53	4.8375e-05
chrI	26400001	26475000	35	1.54345e-05
chrI	26475001	26550000	25	3.56237e-05
chrI	26550001	26625000	35	6.83615e-05
chrI	26625001	26700000	36	5.88979e-05
chrI	26700001	26775000	43	8.25169e-05
chrI	26775001	26850000	30	3.30118e-05
chrI	26850001	26925000	32	2.9901e-05
chrI	26925001	27000000	48	5.93707e-05
chrI	27000001	27075000	7	1.11035e-05
chrI	27075001	27150000	17	9.43543e-06
chrI	27150001	27225000	6	3.93758e-06
chrI	27225001	27300000	46	4.51829e-05
chrI	27300001	27375000	20	1.62102e-05
chrI	27375001	27450000	29	4.13175e-05
chrI	27450001	27525000	10	1.0807e-05
chrI	27525001	27600000	21	3.66551e-05
chrI	27600001	27675000	17	1.91247e-05
chrI	27675001	27750000	10	8.40459e-06
chrI	27750001	27825000	16	2.23755e-05
chrI	27825001	27900000	70	0.000157703
chrI	27900001	27975000	51	0.00012177
chrI	27975001	28050000	37	7.0706e-05
chrI	28050001	28125000	16	1.65719e-05
chrI	28125001	28200000	51	4.02089e-05
chrI	28200001	28275000	39	7.34173e-05
chrI	28275001	28350000	27	7.10111e-05
chrI	28350001	28425000	63	5.34279e-05
chrI	28425001	28500000	63	9.10551e-05
chrI	28500001	28575000	53	3.35701e-05
chrI	28575001	28650000	37	6.8597e-05
chrI	28650001	28725000	57	9.92405e-05
chrI	28725001	28800000	14	2.41723e-05
chrI	28800001	28875000	36	3.16348e-05
chrI	28875001	28950000	17	1.30037e-05
chrI	28950001	29025000	91	0.000126621
chrI	29025001	29100000	63	0.000100398
chrI	29100001	29175000	25	2.53702e-05
chrI	29175001	29250000	56	7.03385e-05
chrI	29250001	29325000	16	2.84839e-06
chrI	29325001	29400000	17	5.32644e-06
chrI	29400001	29475000	50	1.53266e-05
chrI	29475001	29550000	13	7.00889e-06
chrI	29550001	29625000	10	2.1512e-06
chrI	29625001	29700000	8	1.39343e-06
chrII	1	75000	18	2.95755e-05
chrII	75001	150000	25	3.84785e-05
chrII	150001	225000	37	4.08589e-05
chrII	225001	300000	13	9.55171e-06
chrII	300001	375000	26	1.06463e-05
chrII	375001	450000	101	0.000108359
chrII	450001	525000	53	9.40771e-05
chrII	525001	600000	17	1.6423e-05
chrII	600001	675000	31	5.31269e-05
chrII	675001	750000	12	4.20037e-05
chrII	750001	825000	19	5.06966e-05
chrII	825001	900000	39	4.38831e-05
chrII	900001	975000	9	8.31958e-06
chrII	975001	1050000	6	6.80928e-06
chrII	1050001	1125000	10	1.73078e-05
chrII	1125001	1200000	28	6.10566e-05
chrII	1200001	1275000	13	9.61679e-06
chrII	1275001	1350000	5	5.71322e-06
chrII	1350001	1425000	3	3.73124e-06
chrII	1425001	1500000	10	3.49155e-06
chrII	1500001	1575000	10	4.38365e-06
chrII	1575001	1650000	5	8.61917e-06
chrII	1650001	1725000	8	9.98222e-06
chrII	1725001	1800000	8	1.41086e-06
chrII	1800001	1875000	19	2.25429e-05
chrII	1875001	1950000	34	2.77678e-05
chrII	1950001	2025000	13	8.37262e-06
chrII	2025001	2100000	1	9.83049e-07
chrII	2100001	2175000	4	9.45886e-07
chrII	2175001	2250000	10	6.10235e-06
chrII	2250001	2325000	41	4.77188e-05
chrII	2325001	2400000	41	8.20113e-05
chrII	2400001	2475000	15	3.27894e-05
chrII	2475001	2550000	40	4.93717e-05
chrII	2550001	2625000	11	1.33618e-05
chrII	2625001	2700000	11	9.27611e-06
chrII	2700001	2775000	29	3.73699e-05
chrII	2775001	2850000	39	4.77363e-05
chrII	2850001	2925000	41	9.31494e-05
chrII	2925001	3000000	39	4.84797e-05
chrII	3000001	3075000	12	1.12963e-05
chrII	3075001	3150000	19	3.40737e-05
chrII	3150001	3225000	12	2.74976e-05
chrII	3225001	3300000	36	4.45779e-05
chrII	3300001	3375000	27	3.4356e-05
chrII	3375001	3450000	30	5.03956e-05
chrII	3450001	3525000	24	2.03083e-05
chrII	3525001	3600000	63	7.62141e-05
chrII	3600001	3675000	19	2.82249e-05
chrII	3675001	3750000	14	4.09613e-05
chrII	3750001	3825000	36	7.41905e-05
chrII	3825001	3900000	52	0.000126721
chrII	3900001	3975000	27	6.39488e-05
chrII	3975001	4050000	26	4.62563e-05
chrII	4050001	4125000	16	4.39463e-05
chrII	4125001	4200000	15	2.48955e-05
chrII	4200001	4275000	46	7.87273e-05
chrII	4275001	4350000	17	1.4506e-05
chrII	4350001	4425000	17	9.55457e-06
chrII	4425001	4500000	23	2.59109e-05
chrII	4500001	4575000	31	4.77443e-05
chrII	4575001	4650000	21	2.0269e-05
chrII	4650001	4725000	35	5.35295e-05
chrII	4725001	4800000	16	1.2816e-05
chrII	4800001	4875000	49	7.8655e-05
chrII	4875001	4950000	33	5.06332e-05
chrII	4950001	5025000	26	3.79593e-05
chrII	5025001	5100000	31	3.19767e-05
chrII	5100001	5175000	26	3.50157e-05
chrII	5175001	5250000	48	8.16019e-05
chrII	5250001	5325000	23	3.15552e-05
chrII	5325001	5400000	35	6.22997e-05
chrII	5400001	5475000	48	8.31549e-05
chrII	5475001	5550000	72	0.000100031
chrII	5550001	5625000	25	2.25281e-05
chrII	5625001	5700000	39	4.94897e-05
chrII	5700001	5775000	56	7.41484e-05
chrII	5775001	5850000	56	8.0409e-05
chrII	5850001	5925000	29	4.43823e-05
chrII	5925001	6000000	12	1.77502e-05
chrII	6000001	6075000	48	9.30778e-05
chrII	6075001	6150000	9	1.53961e-05
chrII	6150001	6225000	34	4.32481e-05
chrII	6225001	6300000	57	4.99375e-05
chrII	6300001	6375000	43	2.7175e-05
chrII	6375001	6450000	13	6.03647e-06
chrII	6450001	6525000	24	3.02744e-05
chrII	6525001	6600000	29	4.04825e-05
chrII	6600001	6675000	20	2.18401e-05
chrII	6675001	6750000	7	1.98271e-05
chrII	6750001	6825000	23	1.57485e-05
chrII	6825001	6900000	29	4.38345e-05
chrII	6900001	6975000	28	2.32014e-05
chrII	6975001	7050000	26	2.31163e-05
chrII	7050001	7125000	17	8.18766e-06
chrII	7125001	7200000	18	2.00672e-05
chrII	7200001	7275000	16	1.07894e-05
chrII	7275001	7350000	11	1.75288e-05
chrII	7350001	7425000	4	3.52111e-06
chrII	7425001	7500000	20	1.21643e-05
chrII	7500001	7575000	21	1.43713e-05
chrII	7575001	7650000	15	1.59474e-05
chrII	7650001	7725000	26	2.95826e-05
chrII	7725001	7800000	3	6.35649e-06
chrII	7800001	7875000	13	7.64915e-06
chrII	7875001	7950000	11	1.11043e-05
chrII	7950001	8025000	3	3.98227e-07
chrII	8025001	8100000	32	3.31391e-05
chrII	8100001	8175000	30	1.55895e-05
chrII	8175001	8250000	40	8.58458e-05
chrII	8250001	8325000	30	3.66131e-05
chrII	8325001	8400000	15	8.38945e-06
chrII	8400001	8475000	17	1.1544e-05
chrII	8475001	8550000	13	8.41907e-06
chrII	8550001	8625000	19	3.44275e-05
chrII	8625001	8700000	27	2.8717e-05
chrII	8700001	8775000	16	1.23847e-05
chrII	8775001	8850000	34	5.39871e-05
chrII	8850001	8925000	33	3.48912e-05
chrII	8925001	9000000	10	2.47611e-05
chrII	9000001	9075000	17	2.28622e-05
chrII	9075001	9150000	16	1.4929e-05
chrII	9150001	9225000	20	1.55576e-05
chrII	9225001	9300000	23	1.2982e-05
chrII	9300001	9375000	28	3.52211e-05
chrII	9375001	9450000	23	1.92143e-05
chrII	9450001	9525000	40	3.52616e-05
chrII	9525001	9600000	16	6.79815e-06
chrII	9600001	9675000	28	4.7542e-05
chrII	9675001	9750000	31	2.42254e-05
chrII	9750001	9825000	6	6.5605e-06
chrII	9825001	9900000	43	5.10617e-05
chrII	9900001	9975000	15	7.08312e-06
chrII	9975001	10050000	8	1.1997e-05
chrII	10050001	10125000	14	1.42149e-05
chrII	10125001	10200000	29	1.34948e-05
chrII	10200001	10275000	18	2.65442e-05
chrII	10275001	10350000	18	2.24551e-05
chrII	10350001	10425000	28	4.27409e-05
chrII	10425001	10500000	15	9.59619e-06
chrII	10500001	10575000	26	3.37972e-05
chrII	10575001	10650000	15	5.00785e-06
chrII	10650001	10725000	24	2.21702e-05
chrII	10725001	10800000	17	9.0372e-06
chrII	10800001	10875000	16	1.01872e-05
chrII	10875001	10950000	29	2.23176e-05
chrII	10950001	11025000	31	6.56764e-05
chrII	11025001	11100000	22	2.23702e-05
chrII	11100001	11175000	9	4.09153e-06
chrII	11175001	11250000	13	2.86714e-05
chrII	11250001	11325000	20	2.14491e-05
chrII	11325001	11400000	16	2.03955e-05
chrII	11400001	11475000	17	1.37621e-05
chrII	11475001	11550000	45	6.34677e-05
chrII	11550001	11625000	27	9.74819e-06
chrII	11625001	11700000	51	3.69687e-05
chrII	11700001	11775000	21	1.30945e-05
chrII	11775001	11850000	41	4.2053e-05
chrII	11850001	11925000	28	1.2192e-05
chrII	11925001	12000000	11	9.85707e-06
chrII	12000001	12075000	24	1.93438e-05
chrII	12075001	12150000	64	6.86167e-05
chrII	12150001	12225000	27	1.44418e-05
chrII	12225001	12300000	18	1.01325e-05
chrII	12300001	12375000	6	4.84548e-06
chrII	12375001	12450000	17	2.14282e-05
chrII	12450001	12525000	14	1.49881e-05
chrII	12525001	12600000	18	3.00533e-06
chrII	12600001	12675000	15	1.65453e-05
chrII	12675001	12750000	17	1.13539e-05
chrII	12750001	12825000	6	4.97295e-06
chrII	12825001	12900000	13	2.36543e-05
chrII	12900001	12975000	20	2.43921e-05
chrII	12975001	13050000	14	1.98292e-05
chrII	13050001	13125000	14	2.15091e-05
chrII	13125001	13200000	13	1.31636e-05
chrII	13200001	13275000	10	2.06372e-05
chrII	13275001	13350000	9	3.18279e-06
chrII	13350001	13425000	14	1.66428e-05
chrII	13425001	13500000	37	4.94715e-05
chrII	13500001	13575000	11	2.90288e-06
chrII	13575001	13650000	1	5.04423e-07
chrII	13650001	13725000	8	3.03035e-06
chrII	13725001	13800000	15	1.59732e-05
chrII	13800001	13875000	5	3.85722e-06
chrII	13875001	13950000	24	2.32814e-05
chrII	13950001	14025000	11	3.23892e-06
chrII	14025001	14100000	19	1.96142e-05
chrII	14100001	14175000	42	5.99343e-05
chrII	14175001	14250000	32	5.21542e-05
chrII	14250001	14325000	25	3.08109e-05
chrII	14325001	14400000	26	1.3263e-05
chrII	14400001	14475000	18	1.06613e-05
chrII	14475001	14550000	6	2.38791e-06
chrII	14550001	14625000	10	2.21232e-05
chrII	14625001	14700000	7	2.06016e-05
chrII	14700001	14775000	10	1.64071e-05
chrII	14775001	14850000	8	1.39608e-05
chrII	14850001	14925000	14	2.44727e-05
chrII	14925001	15000000	10	1.6123e-05
chrII	15000001	15075000	26	2.57769e-05
chrII	15075001	15150000	27	2.48536e-05
chrII	15150001	15225000	6	5.49025e-06
chrII	15225001	15300000	2	2.34765e-06
chrII	15300001	15375000	28	3.84265e-05
chrII	15375001	15450000	7	1.70828e-05
chrII	15450001	15525000	21	3.24998e-05
chrII	15525001	15600000	10	9.48392e-06
chrII	15600001	15675000	23	2.79573e-05
chrII	15675001	15750000	43	7.05907e-05
chrII	15750001	15825000	21	1.85949e-05
chrII	15825001	15900000	58	0.000101063
chrII	15900001	15975000	35	2.43759e-05
chrII	15975001	16050000	18	2.65703e-05
chrII	16050001	16125000	22	2.7038e-05
chrII	16125001	16200000	16	2.40722e-05
chrII	16200001	16275000	30	7.12712e-05
chrII	16275001	16350000	21	5.11259e-05
chrII	16350001	16425000	17	1.39596e-05
chrII	16425001	16500000	15	2.32186e-05
chrII	16500001	16575000	8	1.62999e-05
chrII	16575001	16650000	16	2.38509e-05
chrII	16650001	16725000	55	6.3277e-05
chrII	16725001	16800000	7	4.48141e-06
chrII	16800001	16875000	17	5.25168e-05
chrII	16875001	16950000	10	5.67225e-06
chrII	16950001	17025000	24	4.39266e-05
chrII	17025001	17100000	27	2.96216e-05
chrII	17100001	17175000	16	1.06151e-05
chrII	17175001	17250000	20	4.00906e-05
chrII	17250001	17325000	27	3.56348e-05
chrII	17325001	17400000	15	1.28967e-05
chrII	17400001	17475000	31	4.9026e-05
chrII	17475001	17550000	13	1.12187e-05
chrII	17550001	17625000	8	8.49244e-06
chrII	17625001	17700000	23	1.72218e-05
chrII	17700001	17775000	13	1.46805e-05
chrII	17775001	17850000	19	2.09632e-05
chrII	17850001	17925000	72	0.000108947
chrII	18000001	18075000	31	4.41092e-05
chrII	18075001	18150000	28	4.88995e-05
chrII	18150001	18225000	39	4.35464e-05
