CHROM	BIN_START	N_SNPS	TajimaD
chrI	5400000	27	-2.16764
chrI	5475000	39	-1.17415
chrI	5550000	25	-1.86331
chrI	5625000	7	-1.34995
chrI	5700000	19	-0.635048
chrI	5775000	13	-0.599562
chrI	5850000	34	-1.26451
chrI	5925000	43	-1.48565
chrI	6000000	47	-1.16154
chrI	6075000	21	-1.22694
chrI	6150000	59	-1.28665
chrI	6225000	23	-1.29285
chrI	6300000	28	-2.0772
chrI	6375000	48	-1.46664
chrI	6450000	39	-1.31096
chrI	6525000	44	-1.42821
chrI	6600000	25	-1.74413
chrI	6675000	33	-1.14337
chrI	6750000	18	-0.748141
chrI	6825000	21	-1.55611
chrI	6900000	39	-1.15975
chrI	6975000	19	-0.93444
chrI	7050000	12	-1.70447
chrI	7125000	21	-1.58234
chrI	7200000	10	-0.942802
chrI	7275000	45	-1.29753
chrI	7350000	37	-1.58596
chrI	7425000	30	-0.46774
chrI	7500000	22	-1.66984
chrI	7575000	27	-1.8279
chrI	7650000	27	-0.817417
chrI	7725000	21	-1.33805
chrI	7800000	22	-1.39297
chrI	7875000	18	-0.484752
chrI	7950000	74	0.592832
chrI	8025000	44	-2.14223
chrI	8100000	12	-2.08134
chrI	8175000	23	-2.2402
chrI	8250000	43	-1.34594
chrI	8325000	15	-1.59592
chrI	8400000	32	-0.712138
chrI	8475000	28	-1.91058
chrI	8550000	24	-1.52283
chrI	8625000	20	-1.11128
chrI	8700000	20	-1.20686
chrI	8775000	40	-1.78759
chrI	8850000	25	-1.70847
chrI	8925000	40	-2.44328
chrI	9000000	12	-2.18235
chrI	9075000	27	-2.04427
chrI	9150000	5	-1.85114
chrI	9225000	4	-0.842506
chrI	9300000	19	-0.919393
chrI	9375000	38	-1.42668
chrI	9450000	8	-1.84028
chrI	9525000	17	-1.09116
chrI	9600000	23	-1.61819
chrI	9675000	21	-1.29455
chrI	9750000	8	-1.27737
chrI	9825000	12	-1.9446
chrI	9900000	16	-1.6667
chrI	9975000	40	-1.0413
chrI	10050000	14	-0.461541
chrI	10125000	17	-2.09184
chrI	10200000	15	-1.59142
chrI	10275000	27	-2.47751
chrI	10350000	19	-2.45906
chrI	10425000	7	-1.41308
chrI	10500000	20	-1.37459
chrI	10575000	20	-2.02311
chrI	10650000	43	-1.59564
chrI	10725000	13	-1.34482
chrI	10800000	20	-1.94621
chrI	10875000	10	-1.12497
chrI	10950000	23	-1.75543
chrI	11025000	10	-1.72786
chrI	11100000	6	-1.53641
chrI	11175000	23	-2.18614
chrI	11250000	9	-1.66607
chrI	11325000	8	-1.66922
chrI	11400000	21	-1.90317
chrI	11475000	36	-1.79074
chrI	11550000	28	-1.93899
chrI	11625000	37	-1.82896
chrI	11700000	38	-2.2471
chrI	11775000	7	-1.99961
chrI	11850000	37	-1.48173
chrI	11925000	31	-2.08075
chrI	12000000	19	-2.09286
chrI	12075000	53	-2.1867
chrI	12150000	28	-1.95661
chrI	12225000	9	-0.216405
chrI	12300000	4	-1.71213
chrI	12375000	39	-1.42489
chrI	12450000	31	-1.24601
chrI	12525000	72	-1.95172
chrI	12600000	18	-1.95468
chrI	12675000	55	-0.919016
chrI	12750000	98	-1.66359
chrI	12825000	51	-1.08429
chrI	12900000	12	0.545128
chrI	12975000	35	-1.89818
chrI	13050000	20	-1.48294
chrI	13125000	9	-1.57993
chrI	13200000	31	-1.20986
chrI	13275000	22	-0.410623
chrI	13350000	14	-2.33431
chrI	13425000	15	-2.06235
chrI	13500000	14	-1.92819
chrI	13575000	45	-1.9817
chrI	13650000	11	-1.61538
chrI	13725000	6	-0.950623
chrI	13800000	44	-1.99639
chrI	13875000	15	-1.46621
chrI	13950000	62	-1.64271
chrI	14025000	51	-1.55645
chrI	14100000	35	-1.34871
chrI	14175000	17	-1.42628
chrI	14250000	25	-2.09016
chrI	14325000	56	-1.4942
chrI	14400000	24	-0.731545
chrI	14475000	5	-0.683812
chrI	14550000	32	-1.37859
chrI	14625000	35	-1.8965
chrI	14700000	36	-1.86283
chrI	14775000	40	-1.62964
chrI	14850000	16	-1.84742
chrI	14925000	33	-0.61853
chrI	15000000	16	-1.83367
chrI	15075000	20	-1.82661
chrI	15150000	23	0.254305
chrI	15225000	50	-1.956
chrI	15300000	28	-1.6676
chrI	15375000	22	-1.75153
chrI	15450000	34	-1.33346
chrI	15525000	4	-0.931332
chrI	15600000	23	-1.58863
chrI	15675000	35	-1.35022
chrI	15750000	10	-0.877556
chrI	15825000	27	-0.316098
chrI	15900000	47	-1.26978
chrI	15975000	54	-1.63837
chrI	16050000	21	0.121498
chrI	16125000	43	-1.12502
chrI	16200000	40	-1.64104
chrI	16275000	11	-0.845861
chrI	16350000	6	-1.84992
chrI	16425000	24	-1.52943
chrI	16500000	46	-0.546752
chrI	16575000	17	-1.20673
chrI	16650000	17	-2.24968
chrI	16725000	35	-1.35283
chrI	16800000	46	-0.898247
chrI	16875000	55	-0.587227
chrI	16950000	16	-1.2732
chrI	17025000	21	-0.430758
chrI	17100000	30	-0.90897
chrI	17175000	19	-1.88102
chrI	17250000	45	-1.87498
chrI	17325000	35	-0.905293
chrI	17400000	42	-1.20179
chrI	17475000	14	0.0689474
chrI	17550000	46	-1.12494
chrI	17625000	40	-0.470306
chrI	17700000	35	-0.447314
chrI	17775000	24	-0.0697596
chrI	17850000	40	-1.56055
chrI	17925000	8	-0.517868
chrI	18000000	8	-1.3102
chrI	18075000	4	0.221785
chrI	18150000	37	-1.12168
chrI	18225000	11	-1.48695
chrI	18300000	28	-0.475372
chrI	18375000	25	-0.579092
chrI	18450000	38	-1.29332
chrI	18525000	26	-0.32087
chrI	18600000	17	-0.6814
chrI	18675000	26	-1.73024
chrI	18750000	28	-2.11088
chrI	18825000	40	-1.53093
chrI	18900000	45	-1.21353
chrI	18975000	26	0.154066
chrI	19050000	29	-1.38863
chrI	19125000	2	-1.32167
chrI	19200000	11	-1.31274
chrI	19275000	23	-0.838095
chrI	19350000	17	-0.114951
chrI	19425000	21	-1.78986
chrI	19500000	20	-1.32799
chrI	19575000	10	-1.37634
chrI	19650000	11	-1.00714
chrI	19725000	18	-0.78891
chrI	19800000	29	-1.98024
chrI	19875000	50	-1.7311
chrI	19950000	14	-1.21776
chrI	20025000	27	-1.21955
chrI	20100000	11	-1.45566
chrI	20175000	46	-0.983805
chrI	20250000	19	-2.36419
chrI	20325000	14	-2.02923
chrI	20400000	26	-0.857406
chrI	20475000	13	-2.31265
chrI	20550000	9	-1.0454
chrI	20625000	52	-1.73727
chrI	20700000	12	-2.07102
chrI	20775000	3	-1.419
chrI	20850000	18	-1.54086
chrI	20925000	34	-1.30468
chrI	21000000	31	-0.338508
chrI	21075000	23	0.122567
chrI	21150000	3	0.45195
chrI	21225000	22	-1.65596
chrI	21300000	15	-1.35329
chrI	21375000	41	-0.950108
chrI	21450000	53	-1.16851
chrI	21525000	7	-2.01982
chrI	21600000	7	-0.917561
chrI	21675000	35	-1.76234
chrI	21750000	13	-0.573436
chrI	21825000	27	-0.80802
chrI	21900000	23	-1.3736
chrI	21975000	6	-1.27548
chrI	22050000	33	-0.946312
chrI	22125000	12	0.300778
chrI	22200000	30	-0.199387
chrI	22275000	18	-1.47892
chrI	22350000	41	-1.6027
chrI	22425000	6	-1.28401
chrI	22500000	22	-1.71609
chrI	22575000	8	-0.843198
chrI	22650000	17	-0.758519
chrI	22725000	44	-1.1573
chrI	22800000	26	-1.38688
chrI	22875000	19	-1.09788
chrI	22950000	18	-0.211843
chrI	23025000	33	-1.18394
chrI	23100000	27	-1.0687
chrI	23175000	39	-1.92108
chrI	23250000	27	-0.161145
chrI	23325000	18	-1.86195
chrI	23400000	45	-0.932654
chrI	23475000	10	-2.15767
chrI	23550000	23	-0.478011
chrI	23625000	13	-0.937954
chrI	23700000	19	-0.693707
chrI	23775000	24	-1.12242
chrI	23850000	31	-1.29824
chrI	23925000	25	-1.29379
chrI	24000000	79	-0.880745
chrI	24075000	15	-1.6275
chrI	24150000	30	-1.68825
chrI	24225000	25	-0.890253
chrI	24300000	15	-1.69989
chrI	24375000	6	-1.80208
chrI	24450000	18	0.149978
chrI	24525000	23	-1.92341
chrI	24600000	13	-1.45262
chrI	24675000	2	-1.06435
chrI	24750000	21	-1.08119
chrI	24825000	40	-0.955034
chrI	24900000	23	0.0721424
chrI	24975000	22	-1.55143
chrI	25050000	36	-1.48038
chrI	25125000	35	-1.29185
chrI	25200000	32	-2.05989
chrI	25275000	19	-0.889389
chrI	25350000	15	-2.06966
chrI	25425000	13	-0.465246
chrI	25500000	41	-0.899925
chrI	25575000	76	-0.250057
chrI	25650000	80	0.488556
chrI	25725000	30	-1.02083
chrI	25800000	37	-0.740297
chrI	25875000	64	-0.0241986
chrI	25950000	41	-0.685091
chrI	26025000	47	-0.735676
chrI	26100000	12	-1.65775
chrI	26175000	20	-2.37261
chrI	26250000	19	-1.6367
chrI	26325000	32	-1.20986
chrI	26400000	13	-1.18786
chrI	26475000	29	-0.954668
chrI	26550000	46	-0.288928
chrI	26625000	31	-0.301835
chrI	26700000	50	-1.00611
chrI	26775000	38	-1.45518
chrI	26850000	39	-1.79413
chrI	26925000	50	-1.4047
chrI	27000000	12	-1.3711
chrI	27075000	25	-2.18077
chrI	27150000	10	-1.9284
chrI	27225000	42	-1.52675
chrI	27300000	23	-1.65323
chrI	27375000	31	-0.696165
chrI	27450000	9	-0.879484
chrI	27525000	13	-0.115358
chrI	27600000	11	-0.464606
chrI	27675000	12	-1.4925
chrI	27750000	12	-0.490129
chrI	27825000	73	-0.185721
chrI	27900000	54	0.0908689
chrI	27975000	43	-0.227922
chrI	28050000	21	-1.82186
chrI	28125000	66	-2.35416
chrI	28200000	36	-0.17218
chrI	28275000	29	0.479
chrI	28350000	59	-1.54138
chrI	28425000	87	-1.52401
chrI	28500000	51	-2.12901
chrI	28575000	37	-0.209416
chrI	28650000	58	-0.725372
chrI	28725000	11	-0.48269
chrI	28800000	37	-1.48901
chrI	28875000	14	-1.06021
chrI	28950000	100	-1.19964
chrI	29025000	76	-1.04466
chrI	29100000	25	-0.763171
chrI	29175000	67	-1.27721
chrI	29250000	18	-2.39663
chrI	29325000	11	-1.97649
chrI	29400000	43	-2.39222
chrI	29475000	12	-2.27056
chrI	29550000	13	-2.28984
chrI	29625000	5	-1.64807
chrII	0	16	-0.161528
chrII	75000	26	-1.04969
chrII	150000	37	-1.61632
chrII	225000	14	-1.25577
chrII	300000	23	-2.261
chrII	375000	107	-1.5941
chrII	450000	61	-0.791585
chrII	525000	11	-1.0701
chrII	600000	31	-0.799634
chrII	675000	16	0.547261
chrII	750000	21	-0.139824
chrII	825000	45	-1.48532
chrII	900000	7	-0.490593
chrII	975000	7	-1.37977
chrII	1050000	17	-1.16245
chrII	1125000	41	-0.569461
chrII	1200000	16	-1.56635
chrII	1275000	4	-0.904655
chrII	1350000	7	-1.3289
chrII	1425000	13	-2.30482
chrII	1500000	10	-1.32434
chrII	1575000	6	-0.303441
chrII	1650000	13	-1.64949
chrII	1725000	10	-2.16752
chrII	1800000	23	-1.11503
chrII	1875000	36	-1.86111
chrII	1950000	16	-2.01698
chrII	2025000	1	-0.230937
chrII	2100000	1	-0.985962
chrII	2175000	2	0.159768
chrII	2250000	33	-0.873869
chrII	2325000	48	-0.658873
chrII	2400000	15	0.0737604
chrII	2475000	40	-1.66537
chrII	2550000	6	-0.313644
chrII	2625000	17	-1.74192
chrII	2700000	26	-1.01114
chrII	2775000	41	-0.867846
chrII	2850000	51	-0.252229
chrII	2925000	40	-1.10269
chrII	3000000	11	-1.25941
chrII	3075000	13	-0.416858
chrII	3150000	14	-0.257104
chrII	3225000	47	-1.58106
chrII	3300000	37	-1.46914
chrII	3375000	41	-0.555665
chrII	3450000	23	-1.50182
chrII	3525000	52	-1.20449
chrII	3600000	18	-0.856615
chrII	3675000	17	0.217828
chrII	3750000	39	-0.425874
chrII	3825000	49	0.887788
chrII	3900000	32	0.153428
chrII	3975000	29	-0.536753
chrII	4050000	21	-0.301838
chrII	4125000	27	-0.861014
chrII	4200000	57	-1.18773
chrII	4275000	16	-1.17321
chrII	4350000	13	-1.67229
chrII	4425000	23	-1.22826
chrII	4500000	34	-1.29826
chrII	4575000	35	-1.95594
chrII	4650000	35	-0.754434
chrII	4725000	15	-1.3276
chrII	4800000	40	-0.224968
chrII	4875000	32	-0.838654
chrII	4950000	34	-1.1665
chrII	5025000	29	-1.36737
chrII	5100000	22	-0.711788
chrII	5175000	46	-0.571588
chrII	5250000	26	-1.28393
chrII	5325000	40	-0.735644
chrII	5400000	54	-0.954314
chrII	5475000	77	-1.26589
chrII	5550000	25	-1.49884
chrII	5625000	34	-1.11775
chrII	5700000	57	-1.80046
chrII	5775000	62	-1.39485
chrII	5850000	33	-1.07327
chrII	5925000	21	-1.6104
chrII	6000000	56	-0.669515
chrII	6075000	16	-1.10343
chrII	6150000	38	-1.28345
chrII	6225000	64	-1.75244
chrII	6300000	55	-2.30322
chrII	6375000	13	-1.99662
chrII	6450000	28	-0.0238341
chrII	6525000	24	-0.628939
chrII	6600000	23	-1.614
chrII	6675000	11	-0.341453
chrII	6750000	26	-1.7217
chrII	6825000	31	-0.759208
chrII	6900000	29	-1.83674
chrII	6975000	23	-1.58629
chrII	7050000	18	-2.11196
chrII	7125000	33	-1.68284
chrII	7200000	19	-1.90235
chrII	7275000	26	-2.0583
chrII	7350000	6	-0.741533
chrII	7425000	23	-1.31558
chrII	7500000	22	-1.73166
chrII	7575000	21	-1.73085
chrII	7650000	25	-1.16278
chrII	7725000	5	-1.11567
chrII	7800000	22	-2.19307
chrII	7875000	8	-0.68646
chrII	7950000	4	-1.67716
chrII	8025000	36	-1.21625
chrII	8100000	26	-1.89517
chrII	8175000	43	-0.94587
chrII	8250000	36	-1.55241
chrII	8325000	22	-1.55973
chrII	8400000	23	-2.19259
chrII	8475000	7	-0.88536
chrII	8550000	29	-1.28713
chrII	8625000	38	-1.38602
chrII	8700000	16	-1.52868
chrII	8775000	44	-1.55334
chrII	8850000	36	-1.56338
chrII	8925000	10	0.450203
chrII	9000000	30	-2.02584
chrII	9075000	16	-1.66036
chrII	9150000	30	-1.93621
chrII	9225000	32	-2.14552
chrII	9300000	30	-1.36063
chrII	9375000	24	-1.63652
chrII	9450000	33	-1.50662
chrII	9525000	20	-2.09317
chrII	9600000	31	-0.617496
chrII	9675000	29	-1.50602
chrII	9750000	12	-1.91874
chrII	9825000	42	-1.50483
chrII	9900000	27	-2.29456
chrII	9975000	12	-1.59345
chrII	10050000	21	-2.07649
chrII	10125000	14	-1.89351
chrII	10200000	20	-1.38238
chrII	10275000	16	-1.55799
chrII	10350000	26	-0.94068
chrII	10425000	18	-2.06356
chrII	10500000	30	-1.46337
chrII	10575000	19	-2.42243
chrII	10650000	25	-1.91229
chrII	10725000	21	-2.22513
chrII	10800000	19	-1.86195
chrII	10875000	35	-2.01859
chrII	10950000	26	-0.170277
chrII	11025000	26	-2.1042
chrII	11100000	13	-2.13716
chrII	11175000	16	-0.897376
chrII	11250000	16	-1.44693
chrII	11325000	23	-1.35624
chrII	11400000	15	-1.71008
chrII	11475000	53	-1.42686
chrII	11550000	28	-2.26409
chrII	11625000	53	-1.84766
chrII	11700000	25	-2.20941
chrII	11775000	46	-1.4789
chrII	11850000	21	-1.78541
chrII	11925000	17	-1.97759
chrII	12000000	31	-1.99591
chrII	12075000	62	-1.46867
chrII	12150000	28	-2.21536
chrII	12225000	16	-1.43646
chrII	12300000	8	-1.56652
chrII	12375000	25	-1.85834
chrII	12450000	17	-1.68872
chrII	12525000	19	-2.40759
chrII	12600000	24	-1.71617
chrII	12675000	20	-1.66023
chrII	12750000	8	-1.36827
chrII	12825000	11	-0.157842
chrII	12900000	30	-1.87662
chrII	12975000	22	-1.24217
chrII	13050000	14	-0.448878
chrII	13125000	10	-0.988958
chrII	13200000	11	-0.338369
chrII	13275000	10	-1.92085
chrII	13350000	16	-1.66178
chrII	13425000	35	-1.09904
chrII	13500000	8	-1.97481
chrII	13575000	2	-0.291952
chrII	13650000	12	-2.12498
chrII	13725000	16	-1.3255
chrII	13800000	6	-1.08761
chrII	13875000	29	-1.37023
chrII	13950000	10	-1.7873
chrII	14025000	24	-1.38961
chrII	14100000	57	-1.45114
chrII	14175000	45	-1.14354
chrII	14250000	23	-0.700841
chrII	14325000	29	-2.26056
chrII	14400000	17	-1.99819
chrII	14475000	3	-1.13644
chrII	14550000	15	-1.02155
chrII	14625000	5	1.42056
chrII	14700000	12	-0.999659
chrII	14775000	6	0.369546
chrII	14850000	15	-0.25577
chrII	14925000	10	-0.429513
chrII	15000000	18	-0.851544
chrII	15075000	24	-0.925583
chrII	15150000	10	-1.44443
chrII	15225000	9	-1.58302
chrII	15300000	34	-0.721769
chrII	15375000	7	0.283774
chrII	15450000	27	-1.26168
chrII	15525000	13	-1.80235
chrII	15600000	26	-1.27886
chrII	15675000	55	-1.33761
chrII	15750000	19	-1.60855
chrII	15825000	84	-1.41902
chrII	15900000	22	-1.31141
chrII	15975000	21	-0.915157
chrII	16050000	24	-1.3035
chrII	16125000	23	-1.39339
chrII	16200000	30	0.024117
chrII	16275000	21	-0.922225
chrII	16350000	23	-1.88658
chrII	16425000	23	-1.74495
chrII	16500000	7	-0.480581
chrII	16575000	22	-1.11476
chrII	16650000	58	-1.60519
chrII	16725000	7	-1.5355
chrII	16800000	18	-0.176064
chrII	16875000	14	-2.05767
chrII	16950000	40	-1.54766
chrII	17025000	23	-1.24828
chrII	17100000	15	-1.31966
chrII	17175000	18	-0.451702
chrII	17250000	24	-0.781389
chrII	17325000	19	-1.66677
chrII	17400000	40	-1.26432
chrII	17475000	13	-1.74594
chrII	17550000	13	-2.17064
chrII	17625000	27	-1.9851
chrII	17700000	17	-0.868393
chrII	17775000	25	-1.47244
chrII	17850000	70	-0.545857
chrII	17925000	0	nan
chrII	18000000	32	-1.01911
chrII	18075000	36	-1.11642
chrII	18150000	49	-1.66332
chrII	18225000	15	-1.03252
chrII	18300000	27	-1.35951
chrII	18375000	34	-0.0867795
chrII	18450000	69	-1.08916
chrII	18525000	24	-0.158511
chrII	18600000	36	-0.458815
chrII	18675000	28	-1.19825
chrII	18750000	27	-1.67878
chrII	18825000	22	-1.8028
chrII	18900000	10	-1.31486
chrII	18975000	40	-0.84112
chrII	19050000	48	-0.402209
chrII	19125000	36	-1.29636
chrII	19200000	55	-0.678511
chrII	19275000	7	-1.05639
chrII	19350000	44	-1.68305
chrII	19425000	82	-1.12994
chrII	19500000	73	-0.782888
chrII	19575000	43	-0.744232
chrII	19650000	26	-1.225
chrII	19725000	53	0.390141
chrII	19800000	30	-1.78911
chrII	19875000	26	-1.63196
chrII	19950000	17	-1.04846
chrII	20025000	27	-0.711251
chrII	20100000	38	-1.37827
chrII	20175000	61	-0.472291
chrII	20250000	72	-0.548517
chrII	20325000	31	-0.876608
chrII	20400000	96	-0.444101
chrII	20475000	69	-1.10742
chrII	20550000	39	-1.51201
chrII	20625000	47	-1.02019
chrII	20700000	57	-1.16353
chrII	20775000	14	-1.19927
chrII	20850000	24	-0.800365
chrII	20925000	33	-1.34879
chrII	21000000	59	-0.9808
chrII	21075000	36	-1.52673
chrII	21150000	21	-0.929403
chrII	21225000	67	-0.865815
chrII	21300000	64	-0.216144
chrII	21375000	48	-0.0103722
chrII	21450000	53	-0.232606
chrII	21525000	51	0.196844
chrII	21600000	20	0.944457
chrII	21675000	43	-1.35089
chrII	21750000	17	0.778369
chrII	21825000	74	-0.191225
chrII	21900000	8	-0.641752
chrII	21975000	22	0.192613
chrII	22050000	20	0.317036
chrII	22125000	36	-0.339534
chrII	22200000	21	-1.73602
chrII	22275000	63	-0.925833
chrII	22350000	36	-1.15918
chrII	22425000	28	-0.978876
chrII	22500000	70	-1.24529
chrII	22575000	44	-1.19338
chrII	22650000	47	-1.04322
chrII	22725000	33	-0.967758
chrII	22800000	30	-0.799373
chrII	22875000	18	-0.409754
chrII	22950000	79	-1.44667
chrII	23025000	42	-0.581209
chrII	23100000	8	-1.34289
chrII	23175000	59	-1.52524
chrII	23250000	9	0.238526
chrII	23325000	17	-1.88194
chrII	23400000	37	-1.53684
chrII	23475000	19	-1.63755
chrII	23550000	26	-1.41095
chrII	23625000	43	-0.226796
chrII	23700000	7	-0.947823
chrIII	0	17	-1.37588
chrIII	75000	23	0.554352
chrIII	150000	19	-1.0793
chrIII	225000	24	-1.67618
chrIII	300000	18	-1.28826
chrIII	375000	17	-0.79747
chrIII	450000	41	-1.21379
chrIII	525000	56	-0.369725
chrIII	600000	26	-1.15091
chrIII	675000	20	-1.26047
chrIII	750000	21	-1.16441
chrIII	825000	75	-1.16172
chrIII	900000	68	-1.68259
chrIII	975000	48	-0.307944
chrIII	1050000	38	-0.792742
chrIII	1125000	54	-0.908723
chrIII	1200000	16	-2.0734
chrIII	1275000	12	-1.66407
chrIII	1350000	34	-1.08033
chrIII	1425000	86	-0.458475
chrIII	1500000	76	-0.846302
chrIII	1575000	11	-1.44366
chrIII	1650000	28	0.282246
chrIII	1725000	27	0.529571
chrIII	1800000	51	-0.747908
chrIII	1875000	107	-0.92053
chrIII	1950000	30	-0.488941
chrIII	2025000	28	-1.17089
chrIII	2100000	48	-1.62918
chrIII	2175000	47	-0.963214
chrIII	2250000	32	-0.874483
chrIII	2325000	26	-0.66257
chrIII	2400000	25	-1.63995
chrIII	2475000	39	-0.16601
chrIII	2550000	16	-0.157254
chrIII	2625000	15	-0.849831
chrIII	2700000	33	-1.19086
chrIII	2775000	36	-1.8623
chrIII	2850000	15	-1.43943
chrIII	2925000	52	-2.19807
chrIII	3000000	19	-1.52702
chrIII	3075000	16	-1.87571
chrIII	3150000	29	-0.625642
chrIII	3225000	5	-1.63193
chrIII	3300000	19	-1.8094
chrIII	3375000	15	-2.42328
chrIII	3450000	10	-1.95935
chrIII	3525000	12	-0.968243
chrIII	3600000	9	-1.79841
chrIII	3675000	18	-2.05847
chrIII	3750000	22	0.0390263
chrIII	3825000	25	-2.10342
chrIII	3900000	11	-0.41319
chrIII	3975000	22	-1.77267
chrIII	4050000	8	-1.95234
chrIII	4125000	24	-1.7416
chrIII	4200000	17	-1.90411
chrIII	4275000	8	-1.39981
chrIII	4350000	15	-0.970689
chrIII	4425000	43	-1.14927
chrIII	4500000	30	0.324276
chrIII	4575000	23	-1.62099
chrIII	4650000	16	0.715157
chrIII	4725000	15	-1.94834
chrIII	4800000	14	-0.225806
chrIII	4875000	11	-0.545977
chrIII	4950000	27	-1.5972
chrIII	5025000	14	-0.645088
chrIII	5100000	34	-0.932528
chrIII	5175000	42	-1.47186
chrIII	5250000	16	-1.56509
chrIII	5325000	46	-1.48214
chrIII	5400000	11	-1.19213
chrIII	5475000	7	-1.23259
chrIII	5550000	36	-1.58778
chrIII	5625000	6	-1.56912
chrIII	5700000	6	-1.9138
chrIII	5775000	18	-1.75207
chrIII	5850000	36	-1.17597
chrIII	5925000	22	-1.2838
chrIII	6000000	56	-0.693466
chrIII	6075000	23	-0.633655
chrIII	6150000	7	-0.716562
chrIII	6225000	18	-1.01466
chrIII	6300000	16	-1.06869
chrIII	6375000	24	-1.81448
chrIII	6450000	37	-1.61749
chrIII	6525000	10	-0.751803
chrIII	6600000	26	-2.38962
chrIII	6675000	11	-1.143
chrIII	6750000	17	-1.56286
chrIII	6825000	48	-1.3939
chrIII	6900000	39	-1.0878
chrIII	6975000	47	-0.34153
chrIII	7050000	54	-0.924943
chrIII	7125000	13	-2.05296
chrIII	7200000	33	-1.42363
chrIII	7275000	61	-0.952817
chrIII	7350000	10	-0.822522
chrIII	7425000	28	-2.45325
chrIII	7500000	54	-0.464231
chrIII	7575000	14	-0.461755
chrIII	7650000	21	-1.32141
chrIII	7725000	44	-1.62137
chrIII	7800000	15	-0.782926
chrIII	7875000	44	-2.08267
chrIII	7950000	40	-0.986971
chrIII	8025000	74	-1.16276
chrIII	8100000	35	-1.63016
chrIII	8175000	41	-1.7431
chrIII	8250000	34	-1.11429
chrIII	8325000	27	-1.56357
chrIII	8400000	40	-1.94102
chrIII	8475000	43	-1.83882
chrIII	8550000	21	-1.73444
chrIII	8625000	10	-1.02928
chrIII	8700000	24	-0.974545
chrIII	8775000	71	-0.940687
chrIII	8850000	19	-1.77125
chrIII	8925000	23	-0.663141
chrIII	9000000	24	-1.94464
chrIII	9075000	25	-1.40242
chrIII	9150000	29	-1.33726
chrIII	9225000	25	-1.9104
chrIII	9300000	36	-1.92122
chrIII	9375000	23	-1.81441
chrIII	9450000	42	-1.36837
chrIII	9525000	41	-0.333362
chrIII	9600000	43	-0.303906
chrIII	9675000	47	-1.16463
chrIII	9750000	32	-1.33108
chrIII	9825000	42	-1.37878
chrIII	9900000	23	-0.984242
chrIII	9975000	23	-0.566589
chrIII	10050000	28	-1.78742
chrIII	10125000	14	-1.77881
chrIII	10200000	9	-1.78934
chrIII	10275000	25	-1.19374
chrIII	10350000	24	-0.241111
chrIII	10425000	35	-1.33046
chrIII	10500000	23	-1.66146
chrIII	10575000	26	-1.62414
chrIII	10650000	31	-1.20541
chrIII	10725000	53	-1.23713
chrIII	10800000	41	-0.88394
chrIII	10875000	35	-0.697008
chrIII	10950000	13	-1.85539
chrIII	11025000	22	-0.868986
chrIII	11100000	37	-1.01516
chrIII	11175000	25	-1.38266
chrIII	11250000	50	-1.89446
chrIII	11325000	13	-0.527815
chrIII	11400000	25	-1.69969
chrIII	11475000	25	-1.60175
chrIII	11550000	28	-1.87715
