CHROM	BIN_START	BIN_END	N_VARIANTS	PI
chrI	12000001	12075000	27	9.47026e-06
chrI	12075001	12150000	72	3.16401e-05
chrI	12150001	12225000	38	1.75704e-05
chrI	12225001	12300000	12	1.45995e-05
chrI	12300001	12375000	8	8.35393e-07
chrI	12375001	12450000	50	4.22284e-05
chrI	12450001	12525000	38	3.79871e-05
chrI	12525001	12600000	89	5.47743e-05
chrI	12600001	12675000	23	8.53953e-06
chrI	12675001	12750000	67	7.64461e-05
chrI	12750001	12825000	123	8.93241e-05
chrI	12825001	12900000	67	5.87894e-05
chrI	12900001	12975000	22	3.31949e-05
chrI	12975001	13050000	57	2.74398e-05
chrI	13050001	13125000	25	1.30154e-05
chrI	13125001	13200000	9	4.20674e-06
chrI	13200001	13275000	35	2.34624e-05
chrI	13275001	13350000	27	4.40436e-05
chrI	13350001	13425000	21	4.16464e-06
chrI	13425001	13500000	23	6.52917e-06
chrI	13500001	13575000	21	7.89695e-06
chrI	13575001	13650000	64	2.84277e-05
chrI	13650001	13725000	13	7.18868e-06
chrI	13725001	13800000	13	7.4788e-06
chrI	13800001	13875000	58	3.0704e-05
chrI	13875001	13950000	22	9.54486e-06
chrI	13950001	14025000	80	5.59335e-05
chrI	14025001	14100000	66	5.24587e-05
chrI	14100001	14175000	42	3.27031e-05
chrI	14175001	14250000	23	1.45704e-05
chrI	14250001	14325000	31	1.13753e-05
chrI	14325001	14400000	89	5.45277e-05
chrI	14400001	14475000	32	3.05703e-05
chrI	14475001	14550000	8	6.96481e-06
chrI	14550001	14625000	38	3.37075e-05
chrI	14625001	14700000	52	2.64253e-05
chrI	14700001	14775000	39	2.2733e-05
chrI	14775001	14850000	56	3.92676e-05
chrI	14850001	14925000	27	9.38604e-06
chrI	14925001	15000000	38	4.99609e-05
chrI	15000001	15075000	23	1.01695e-05
chrI	15075001	15150000	22	1.44374e-05
chrI	15150001	15225000	28	4.81961e-05
chrI	15225001	15300000	69	3.80805e-05
chrI	15300001	15375000	37	2.08082e-05
chrI	15375001	15450000	30	1.52179e-05
chrI	15450001	15525000	44	3.05418e-05
chrI	15525001	15600000	5	4.3126e-06
chrI	15600001	15675000	31	1.89961e-05
chrI	15675001	15750000	40	3.75512e-05
chrI	15750001	15825000	14	1.41527e-05
chrI	15825001	15900000	33	4.59208e-05
chrI	15900001	15975000	56	4.66869e-05
chrI	15975001	16050000	63	4.73112e-05
chrI	16050001	16125000	26	3.55854e-05
chrI	16125001	16200000	50	4.48049e-05
chrI	16200001	16275000	50	3.81304e-05
chrI	16275001	16350000	18	1.33333e-05
chrI	16350001	16425000	12	1.88825e-06
chrI	16425001	16500000	29	2.22812e-05
chrI	16500001	16575000	54	6.99644e-05
chrI	16575001	16650000	24	1.99752e-05
chrI	16650001	16725000	27	4.59133e-06
chrI	16725001	16800000	44	3.70532e-05
chrI	16800001	16875000	61	5.99814e-05
chrI	16875001	16950000	65	8.28055e-05
chrI	16950001	17025000	20	1.71219e-05
chrI	17025001	17100000	30	3.7558e-05
chrI	17100001	17175000	49	4.05487e-05
chrI	17175001	17250000	25	1.08158e-05
chrI	17250001	17325000	56	3.15992e-05
chrI	17325001	17400000	40	4.07233e-05
chrI	17400001	17475000	53	5.21696e-05
chrI	17475001	17550000	17	1.97065e-05
chrI	17550001	17625000	56	5.20595e-05
chrI	17625001	17700000	48	6.64862e-05
chrI	17700001	17775000	50	6.13582e-05
chrI	17775001	17850000	31	4.05939e-05
chrI	17850001	17925000	40	3.26594e-05
chrI	17925001	18000000	10	9.68541e-06
chrI	18000001	18075000	9	6.96108e-06
chrI	18075001	18150000	4	6.2146e-06
chrI	18150001	18225000	41	4.7776e-05
chrI	18225001	18300000	14	7.83492e-06
chrI	18300001	18375000	39	4.4696e-05
chrI	18375001	18450000	30	3.50105e-05
chrI	18450001	18525000	48	4.01911e-05
chrI	18525001	18600000	30	3.58388e-05
chrI	18600001	18675000	22	2.16238e-05
chrI	18675001	18750000	32	2.11238e-05
chrI	18750001	18825000	34	1.3887e-05
chrI	18825001	18900000	48	3.07301e-05
chrI	18900001	18975000	56	5.17484e-05
chrI	18975001	19050000	32	5.48168e-05
chrI	19050001	19125000	41	2.57009e-05
chrI	19125001	19200000	2	1.90052e-07
chrI	19200001	19275000	15	1.0525e-05
chrI	19275001	19350000	28	2.64744e-05
chrI	19350001	19425000	17	2.61238e-05
chrI	19425001	19500000	34	1.94438e-05
chrI	19500001	19575000	32	2.25107e-05
chrI	19575001	19650000	13	5.83657e-06
chrI	19650001	19725000	21	1.32921e-05
chrI	19725001	19800000	21	3.01716e-05
chrI	19800001	19875000	33	1.82375e-05
chrI	19875001	19950000	62	4.9514e-05
chrI	19950001	20025000	26	1.5758e-05
chrI	20025001	20100000	36	2.82596e-05
chrI	20100001	20175000	14	5.90222e-06
chrI	20175001	20250000	58	5.89117e-05
chrI	20250001	20325000	29	2.87764e-05
chrI	20325001	20400000	20	5.51047e-06
chrI	20400001	20475000	28	2.59716e-05
chrI	20475001	20550000	15	2.3984e-06
chrI	20550001	20625000	17	9.84386e-06
chrI	20625001	20700000	70	4.08336e-05
chrI	20700001	20775000	16	5.30702e-06
chrI	20775001	20850000	5	5.96646e-07
chrI	20850001	20925000	22	1.25172e-05
chrI	20925001	21000000	48	3.58165e-05
chrI	21000001	21075000	39	5.75256e-05
chrI	21075001	21150000	31	4.6443e-05
chrI	21150001	21225000	11	7.47801e-06
chrI	21225001	21300000	26	1.20451e-05
chrI	21300001	21375000	20	1.03952e-05
chrI	21375001	21450000	49	5.60638e-05
chrI	21450001	21525000	64	5.21333e-05
chrI	21525001	21600000	10	1.37718e-06
chrI	21600001	21675000	11	8.59355e-06
chrI	21675001	21750000	41	2.58661e-05
chrI	21750001	21825000	20	2.08944e-05
chrI	21825001	21900000	42	4.30084e-05
chrI	21900001	21975000	28	1.96074e-05
chrI	21975001	22050000	8	5.56679e-06
chrI	22050001	22125000	40	4.48684e-05
chrI	22125001	22200000	17	3.01135e-05
chrI	22200001	22275000	37	6.01955e-05
chrI	22275001	22350000	22	1.78314e-05
chrI	22350001	22425000	49	3.71746e-05
chrI	22425001	22500000	9	3.36283e-06
chrI	22500001	22575000	30	1.58504e-05
chrI	22575001	22650000	9	8.68175e-06
chrI	22650001	22725000	19	2.02734e-05
chrI	22725001	22800000	54	4.39825e-05
chrI	22800001	22875000	27	2.38774e-05
chrI	22875001	22950000	31	2.36462e-05
chrI	22950001	23025000	23	3.20233e-05
chrI	23025001	23100000	45	3.54227e-05
chrI	23100001	23175000	41	3.02058e-05
chrI	23175001	23250000	52	2.50937e-05
chrI	23250001	23325000	35	5.02272e-05
chrI	23325001	23400000	24	1.0194e-05
chrI	23400001	23475000	52	6.72913e-05
chrI	23475001	23550000	18	2.43336e-06
chrI	23550001	23625000	29	2.87331e-05
chrI	23625001	23700000	20	1.53167e-05
chrI	23700001	23775000	27	2.64513e-05
chrI	23775001	23850000	29	2.73262e-05
chrI	23850001	23925000	43	3.15996e-05
chrI	23925001	24000000	32	2.56572e-05
chrI	24000001	24075000	101	0.000115854
chrI	24075001	24150000	22	1.15551e-05
chrI	24150001	24225000	40	2.65487e-05
chrI	24225001	24300000	34	2.89624e-05
chrI	24300001	24375000	20	1.06042e-05
chrI	24375001	24450000	13	1.98472e-06
chrI	24450001	24525000	28	3.82552e-05
chrI	24525001	24600000	31	1.35167e-05
chrI	24600001	24675000	17	8.50838e-06
chrI	24675001	24750000	7	1.19611e-06
chrI	24750001	24825000	28	2.17527e-05
chrI	24825001	24900000	65	5.93842e-05
chrI	24900001	24975000	37	5.32095e-05
chrI	24975001	25050000	28	1.5467e-05
chrI	25050001	25125000	53	2.42743e-05
chrI	25125001	25200000	45	3.2357e-05
chrI	25200001	25275000	38	1.64036e-05
chrI	25275001	25350000	24	2.27764e-05
chrI	25350001	25425000	22	6.15044e-06
chrI	25425001	25500000	22	2.03202e-05
chrI	25500001	25575000	50	5.26997e-05
chrI	25575001	25650000	96	0.000127088
chrI	25650001	25725000	93	0.000179652
chrI	25725001	25800000	35	3.27826e-05
chrI	25800001	25875000	44	3.81747e-05
chrI	25875001	25950000	81	0.000121985
chrI	25950001	26025000	50	5.69991e-05
chrI	26025001	26100000	64	6.29694e-05
chrI	26100001	26175000	14	8.97061e-06
chrI	26175001	26250000	30	5.70961e-06
chrI	26250001	26325000	32	1.51004e-05
chrI	26325001	26400000	45	4.11749e-05
chrI	26400001	26475000	25	1.27631e-05
chrI	26475001	26550000	40	3.76724e-05
chrI	26550001	26625000	55	7.09731e-05
chrI	26625001	26700000	42	5.16628e-05
chrI	26700001	26775000	65	6.65756e-05
chrI	26775001	26850000	49	3.10258e-05
chrI	26850001	26925000	51	2.62992e-05
chrI	26925001	27000000	81	5.38063e-05
chrI	27000001	27075000	14	6.73831e-06
chrI	27075001	27150000	34	1.1494e-05
chrI	27150001	27225000	14	4.02956e-06
chrI	27225001	27300000	50	4.1241e-05
chrI	27300001	27375000	28	1.52199e-05
chrI	27375001	27450000	45	4.57461e-05
chrI	27450001	27525000	10	8.75164e-06
chrI	27525001	27600000	15	1.87788e-05
chrI	27600001	27675000	16	1.6381e-05
chrI	27675001	27750000	15	7.326e-06
chrI	27750001	27825000	19	1.54512e-05
chrI	27825001	27900000	88	0.00014508
chrI	27900001	27975000	72	0.000101121
chrI	27975001	28050000	55	6.50668e-05
chrI	28050001	28125000	24	1.27533e-05
chrI	28125001	28200000	82	2.99721e-05
chrI	28200001	28275000	45	6.26543e-05
chrI	28275001	28350000	37	6.68429e-05
chrI	28350001	28425000	81	5.20357e-05
chrI	28425001	28500000	108	7.81791e-05
chrI	28500001	28575000	66	2.13831e-05
chrI	28575001	28650000	50	5.94914e-05
chrI	28650001	28725000	75	8.90287e-05
chrI	28725001	28800000	14	1.26165e-05
chrI	28800001	28875000	55	3.06293e-05
chrI	28875001	28950000	17	1.37373e-05
chrI	28950001	29025000	129	0.000106596
chrI	29025001	29100000	93	8.75414e-05
chrI	29100001	29175000	30	3.03531e-05
chrI	29175001	29250000	83	6.44454e-05
chrI	29250001	29325000	27	3.71442e-06
chrI	29325001	29400000	24	5.34496e-06
chrI	29400001	29475000	76	2.06745e-05
chrI	29475001	29550000	25	3.29257e-06
chrI	29550001	29625000	17	2.17768e-06
chrI	29625001	29700000	7	1.3545e-06
chrII	1	75000	25	3.18362e-05
chrII	75001	150000	39	3.13531e-05
chrII	150001	225000	54	3.66767e-05
chrII	225001	300000	26	1.46169e-05
chrII	300001	375000	29	9.65599e-06
chrII	375001	450000	132	0.000102963
chrII	450001	525000	74	8.84351e-05
chrII	525001	600000	14	1.21932e-05
chrII	600001	675000	39	4.9403e-05
chrII	675001	750000	20	3.31465e-05
chrII	750001	825000	26	4.66436e-05
chrII	825001	900000	53	4.53081e-05
chrII	900001	975000	10	1.02029e-05
chrII	975001	1050000	14	4.37172e-06
chrII	1050001	1125000	25	1.51801e-05
chrII	1125001	1200000	42	6.40541e-05
chrII	1200001	1275000	29	1.52294e-05
chrII	1275001	1350000	10	4.85585e-06
chrII	1350001	1425000	8	1.15593e-05
chrII	1425001	1500000	19	2.88209e-06
chrII	1500001	1575000	16	7.64216e-06
chrII	1575001	1650000	10	9.86173e-06
chrII	1650001	1725000	15	1.00928e-05
chrII	1725001	1800000	14	2.88868e-06
chrII	1800001	1875000	28	2.67419e-05
chrII	1875001	1950000	52	2.55635e-05
chrII	1950001	2025000	22	8.20451e-06
chrII	2025001	2100000	1	1.14598e-06
chrII	2100001	2175000	3	3.42285e-07
chrII	2175001	2250000	3	4.96829e-06
chrII	2250001	2325000	40	3.67238e-05
chrII	2325001	2400000	58	6.14669e-05
chrII	2400001	2475000	22	3.28622e-05
chrII	2475001	2550000	49	3.08539e-05
chrII	2550001	2625000	9	8.81686e-06
chrII	2625001	2700000	25	1.06468e-05
chrII	2700001	2775000	32	3.36162e-05
chrII	2775001	2850000	50	4.61917e-05
chrII	2850001	2925000	54	7.89987e-05
chrII	2925001	3000000	69	4.99626e-05
chrII	3000001	3075000	13	7.67009e-06
chrII	3075001	3150000	20	2.03639e-05
chrII	3150001	3225000	18	2.56661e-05
chrII	3225001	3300000	61	4.55188e-05
chrII	3300001	3375000	44	3.21757e-05
chrII	3375001	3450000	57	7.52296e-05
chrII	3450001	3525000	33	1.77645e-05
chrII	3525001	3600000	77	6.61121e-05
chrII	3600001	3675000	31	2.1934e-05
chrII	3675001	3750000	20	3.64581e-05
chrII	3750001	3825000	60	6.07008e-05
chrII	3825001	3900000	60	9.71397e-05
chrII	3900001	3975000	35	6.22876e-05
chrII	3975001	4050000	35	4.58276e-05
chrII	4050001	4125000	22	3.89725e-05
chrII	4125001	4200000	35	2.80727e-05
chrII	4200001	4275000	66	6.22416e-05
chrII	4275001	4350000	23	1.53811e-05
chrII	4350001	4425000	17	7.82175e-06
chrII	4425001	4500000	30	1.93808e-05
chrII	4500001	4575000	37	3.22261e-05
chrII	4575001	4650000	47	2.28873e-05
chrII	4650001	4725000	42	5.52967e-05
chrII	4725001	4800000	19	1.53522e-05
chrII	4800001	4875000	55	6.36782e-05
chrII	4875001	4950000	52	4.71668e-05
chrII	4950001	5025000	47	3.66582e-05
chrII	5025001	5100000	43	3.07927e-05
chrII	5100001	5175000	28	2.88796e-05
chrII	5175001	5250000	60	6.97491e-05
chrII	5250001	5325000	32	3.03266e-05
chrII	5325001	5400000	49	5.61951e-05
chrII	5400001	5475000	69	6.60821e-05
chrII	5475001	5550000	96	8.70393e-05
chrII	5550001	5625000	31	2.12518e-05
chrII	5625001	5700000	54	4.15323e-05
chrII	5700001	5775000	78	4.79945e-05
chrII	5775001	5850000	79	7.04095e-05
chrII	5850001	5925000	44	4.05521e-05
chrII	5925001	6000000	26	1.83913e-05
chrII	6000001	6075000	77	9.13702e-05
chrII	6075001	6150000	20	1.87668e-05
chrII	6150001	6225000	52	3.94782e-05
chrII	6225001	6300000	77	5.42444e-05
chrII	6300001	6375000	70	2.77678e-05
chrII	6375001	6450000	17	5.49854e-06
chrII	6450001	6525000	37	3.65306e-05
chrII	6525001	6600000	37	3.75479e-05
chrII	6600001	6675000	26	1.54912e-05
chrII	6675001	6750000	17	2.20556e-05
chrII	6750001	6825000	41	2.13859e-05
chrII	6825001	6900000	37	4.42836e-05
chrII	6900001	6975000	34	2.32691e-05
chrII	6975001	7050000	33	1.68712e-05
chrII	7050001	7125000	24	8.47608e-06
chrII	7125001	7200000	37	2.73477e-05
chrII	7200001	7275000	24	9.56211e-06
chrII	7275001	7350000	32	1.44083e-05
chrII	7350001	7425000	9	6.47286e-06
chrII	7425001	7500000	29	1.99459e-05
chrII	7500001	7575000	26	1.70778e-05
chrII	7575001	7650000	27	1.72344e-05
chrII	7650001	7725000	31	2.75624e-05
chrII	7725001	7800000	7	3.05366e-06
chrII	7800001	7875000	26	8.1864e-06
chrII	7875001	7950000	12	1.03023e-05
chrII	7950001	8025000	9	1.24528e-06
chrII	8025001	8100000	50	3.61718e-05
chrII	8100001	8175000	40	1.50224e-05
chrII	8175001	8250000	59	6.07294e-05
chrII	8250001	8325000	43	3.78756e-05
chrII	8325001	8400000	28	1.89861e-05
chrII	8400001	8475000	34	1.1446e-05
chrII	8475001	8550000	11	1.00237e-05
chrII	8550001	8625000	34	3.15956e-05
chrII	8625001	8700000	50	3.81989e-05
chrII	8700001	8775000	27	1.38614e-05
chrII	8775001	8850000	58	4.38533e-05
chrII	8850001	8925000	48	3.17706e-05
chrII	8925001	9000000	11	2.4773e-05
chrII	9000001	9075000	36	1.19977e-05
chrII	9075001	9150000	26	9.18489e-06
chrII	9150001	9225000	39	1.61456e-05
chrII	9225001	9300000	44	1.60335e-05
chrII	9300001	9375000	40	2.67266e-05
chrII	9375001	9450000	33	2.00521e-05
chrII	9450001	9525000	50	3.13374e-05
chrII	9525001	9600000	26	7.7474e-06
chrII	9600001	9675000	41	5.00606e-05
chrII	9675001	9750000	48	2.25479e-05
chrII	9750001	9825000	17	6.57541e-06
chrII	9825001	9900000	56	4.6309e-05
chrII	9900001	9975000	37	1.12542e-05
chrII	9975001	10050000	18	8.44299e-06
chrII	10050001	10125000	27	1.16053e-05
chrII	10125001	10200000	26	9.08e-06
chrII	10200001	10275000	30	1.77725e-05
chrII	10275001	10350000	23	1.14653e-05
chrII	10350001	10425000	44	3.74916e-05
chrII	10425001	10500000	24	7.75791e-06
chrII	10500001	10575000	45	3.20002e-05
chrII	10575001	10650000	27	3.7791e-06
chrII	10650001	10725000	33	1.65533e-05
chrII	10725001	10800000	28	6.75498e-06
chrII	10800001	10875000	23	9.72476e-06
chrII	10875001	10950000	44	1.90261e-05
chrII	10950001	11025000	40	5.25261e-05
chrII	11025001	11100000	28	1.00428e-05
chrII	11100001	11175000	22	5.06352e-06
chrII	11175001	11250000	19	2.08352e-05
chrII	11250001	11325000	29	1.93452e-05
chrII	11325001	11400000	29	1.6684e-05
chrII	11400001	11475000	30	1.32511e-05
chrII	11475001	11550000	71	5.26245e-05
chrII	11550001	11625000	42	1.06685e-05
chrII	11625001	11700000	69	4.04139e-05
chrII	11700001	11775000	39	1.20624e-05
chrII	11775001	11850000	56	4.44583e-05
chrII	11850001	11925000	30	1.49559e-05
chrII	11925001	12000000	19	8.62205e-06
chrII	12000001	12075000	43	1.89422e-05
chrII	12075001	12150000	83	5.97338e-05
chrII	12150001	12225000	41	1.42474e-05
chrII	12225001	12300000	25	1.21597e-05
chrII	12300001	12375000	9	5.43032e-06
chrII	12375001	12450000	40	1.96679e-05
chrII	12450001	12525000	20	8.14158e-06
chrII	12525001	12600000	28	5.08375e-06
chrII	12600001	12675000	26	1.20092e-05
chrII	12675001	12750000	30	1.53111e-05
chrII	12750001	12825000	12	6.83152e-06
chrII	12825001	12900000	14	1.73977e-05
chrII	12900001	12975000	37	2.02643e-05
chrII	12975001	13050000	26	1.67508e-05
chrII	13050001	13125000	21	2.19984e-05
chrII	13125001	13200000	16	1.31601e-05
chrII	13200001	13275000	15	2.05014e-05
chrII	13275001	13350000	15	3.11522e-06
chrII	13350001	13425000	29	1.60658e-05
chrII	13425001	13500000	48	4.3049e-05
chrII	13500001	13575000	13	2.83664e-06
chrII	13575001	13650000	2	1.51712e-06
chrII	13650001	13725000	21	5.43941e-06
chrII	13725001	13800000	19	1.59295e-05
chrII	13800001	13875000	7	4.56559e-06
chrII	13875001	13950000	34	2.70244e-05
chrII	13950001	14025000	15	4.83841e-06
chrII	14025001	14100000	36	2.15097e-05
chrII	14100001	14175000	71	5.96674e-05
chrII	14175001	14250000	58	5.15235e-05
chrII	14250001	14325000	26	3.45459e-05
chrII	14325001	14400000	39	1.30852e-05
chrII	14400001	14475000	20	8.78648e-06
chrII	14475001	14550000	4	1.6041e-06
chrII	14550001	14625000	21	1.76583e-05
chrII	14625001	14700000	6	1.55329e-05
chrII	14700001	14775000	13	1.29389e-05
chrII	14775001	14850000	7	1.50926e-05
chrII	14850001	14925000	19	2.39992e-05
chrII	14925001	15000000	14	1.64556e-05
chrII	15000001	15075000	23	2.12199e-05
chrII	15075001	15150000	37	2.95768e-05
chrII	15150001	15225000	13	8.93013e-06
chrII	15225001	15300000	11	3.84129e-06
chrII	15300001	15375000	37	4.31364e-05
chrII	15375001	15450000	9	1.5983e-05
chrII	15450001	15525000	41	2.89309e-05
chrII	15525001	15600000	24	1.05969e-05
chrII	15600001	15675000	39	2.30603e-05
chrII	15675001	15750000	69	6.0842e-05
chrII	15750001	15825000	26	1.48253e-05
chrII	15825001	15900000	111	9.33789e-05
chrII	15900001	15975000	31	2.14065e-05
chrII	15975001	16050000	23	2.43021e-05
chrII	16050001	16125000	30	2.35048e-05
chrII	16125001	16200000	34	2.29518e-05
chrII	16200001	16275000	39	5.6128e-05
chrII	16275001	16350000	30	2.66774e-05
chrII	16350001	16425000	30	1.10514e-05
chrII	16425001	16500000	36	2.01757e-05
chrII	16500001	16575000	11	1.38933e-05
chrII	16575001	16650000	30	2.41201e-05
chrII	16650001	16725000	74	5.4207e-05
chrII	16725001	16800000	11	3.61487e-06
chrII	16800001	16875000	22	3.07176e-05
chrII	16875001	16950000	14	5.72477e-06
chrII	16950001	17025000	47	3.80949e-05
chrII	17025001	17100000	28	2.27178e-05
chrII	17100001	17175000	26	1.43075e-05
chrII	17175001	17250000	25	3.7716e-05
chrII	17250001	17325000	34	3.74114e-05
chrII	17325001	17400000	23	1.5165e-05
chrII	17400001	17475000	52	4.61431e-05
chrII	17475001	17550000	19	1.00382e-05
chrII	17550001	17625000	17	5.80057e-06
chrII	17625001	17700000	38	1.51345e-05
chrII	17700001	17775000	25	1.64432e-05
chrII	17775001	17850000	37	2.04403e-05
chrII	17850001	17925000	90	9.18871e-05
chrII	18000001	18075000	43	3.79574e-05
chrII	18075001	18150000	52	3.76372e-05
chrII	18150001	18225000	61	4.17189e-05
