CHROM	BIN_START	N_SNPS	TajimaD
chrI	8775000	44	-1.74777
chrI	8850000	35	-1.79895
chrI	8925000	41	-2.23145
chrI	9000000	9	-1.51391
chrI	9075000	38	-2.21913
chrI	9150000	7	-1.91924
chrI	9225000	9	-1.39458
chrI	9300000	19	-0.705224
chrI	9375000	43	-1.33639
chrI	9450000	12	-2.06097
chrI	9525000	35	-1.79514
chrI	9600000	23	-1.57866
chrI	9675000	29	-1.45055
chrI	9750000	22	-2.08767
chrI	9825000	24	-2.08189
chrI	9900000	21	-1.78676
chrI	9975000	45	-1.10514
chrI	10050000	18	-0.795814
chrI	10125000	24	-2.27225
chrI	10200000	22	-1.83511
chrI	10275000	34	-2.33754
chrI	10350000	30	-2.51242
chrI	10425000	11	-2.05238
chrI	10500000	19	-1.2367
chrI	10575000	27	-2.11868
chrI	10650000	47	-1.45274
chrI	10725000	17	-1.58309
chrI	10800000	18	-1.96618
chrI	10875000	16	-1.71983
chrI	10950000	28	-1.52567
chrI	11025000	17	-1.96633
chrI	11100000	8	-1.915
chrI	11175000	28	-2.31327
chrI	11250000	19	-2.00867
chrI	11325000	8	-1.61464
chrI	11400000	31	-2.22065
chrI	11475000	29	-1.29139
chrI	11550000	41	-1.95364
chrI	11625000	49	-1.791
chrI	11700000	43	-2.05994
chrI	11775000	7	-1.62904
chrI	11850000	36	-1.05871
chrI	11925000	26	-1.57789
chrI	12000000	30	-2.0105
chrI	12075000	51	-2.05435
chrI	12150000	25	-1.73532
chrI	12225000	16	-1.05608
chrI	12300000	1	-0.0696154
chrI	12375000	39	-1.26861
chrI	12450000	28	-0.785713
chrI	12525000	93	-1.90967
chrI	12600000	25	-2.01718
chrI	12675000	67	-1.38466
chrI	12750000	104	-1.69659
chrI	12825000	54	-0.926482
chrI	12900000	17	-0.0498241
chrI	12975000	43	-1.72179
chrI	13050000	25	-1.65521
chrI	13125000	14	-1.80076
chrI	13200000	26	-0.645391
chrI	13275000	35	-1.04738
chrI	13350000	17	-2.25628
chrI	13425000	15	-1.91679
chrI	13500000	13	-1.49532
chrI	13575000	37	-1.63741
chrI	13650000	17	-1.8375
chrI	13725000	13	-1.64514
chrI	13800000	49	-2.01652
chrI	13875000	26	-1.80946
chrI	13950000	59	-1.31147
chrI	14025000	48	-1.06679
chrI	14100000	46	-1.48247
chrI	14175000	22	-1.76141
chrI	14250000	29	-2.16302
chrI	14325000	77	-1.81343
chrI	14400000	38	-2.11752
chrI	14475000	13	-1.93415
chrI	14550000	34	-1.20886
chrI	14625000	41	-1.97332
chrI	14700000	30	-0.910342
chrI	14775000	33	-1.10651
chrI	14850000	26	-2.1128
chrI	14925000	24	0.464828
chrI	15000000	27	-1.94859
chrI	15075000	24	-1.73396
chrI	15150000	27	-0.270417
chrI	15225000	51	-1.77735
chrI	15300000	35	-1.36905
chrI	15375000	28	-1.92113
chrI	15450000	34	-1.12335
chrI	15525000	5	-1.15284
chrI	15600000	26	-1.43106
chrI	15675000	46	-1.58549
chrI	15750000	12	-1.32546
chrI	15825000	37	-0.768163
chrI	15900000	51	-1.56533
chrI	15975000	66	-1.81707
chrI	16050000	22	0.23455
chrI	16125000	61	-1.55912
chrI	16200000	42	-1.46456
chrI	16275000	24	-1.63137
chrI	16350000	7	-1.88934
chrI	16425000	27	-1.2902
chrI	16500000	69	-1.17399
chrI	16575000	33	-1.9362
chrI	16650000	20	-2.23253
chrI	16725000	47	-1.50604
chrI	16800000	75	-1.44316
chrI	16875000	70	-0.642928
chrI	16950000	14	-0.441679
chrI	17025000	30	-1.21394
chrI	17100000	63	-1.83199
chrI	17175000	27	-1.82444
chrI	17250000	55	-1.93522
chrI	17325000	39	-0.895266
chrI	17400000	53	-1.3079
chrI	17475000	16	-0.0335805
chrI	17550000	62	-1.4111
chrI	17625000	47	-0.336901
chrI	17700000	39	-0.446017
chrI	17775000	32	-0.00435614
chrI	17850000	39	-0.861062
chrI	17925000	10	-0.488988
chrI	18000000	11	-1.32902
chrI	18075000	8	-0.75794
chrI	18150000	37	-0.731596
chrI	18225000	23	-1.9646
chrI	18300000	52	-1.16983
chrI	18375000	43	-1.10201
chrI	18450000	49	-1.41321
chrI	18525000	27	-0.403179
chrI	18600000	22	-0.905255
chrI	18675000	26	-1.5685
chrI	18750000	41	-2.15251
chrI	18825000	40	-1.20352
chrI	18900000	53	-1.0897
chrI	18975000	40	-0.74804
chrI	19050000	35	-1.42295
chrI	19125000	3	-1.21674
chrI	19200000	10	-1.50833
chrI	19275000	24	-0.962292
chrI	19350000	19	-0.327442
chrI	19425000	43	-1.85657
chrI	19500000	26	-1.43119
chrI	19575000	12	-1.47779
chrI	19650000	17	-1.40481
chrI	19725000	22	-1.03428
chrI	19800000	31	-1.99715
chrI	19875000	67	-1.42731
chrI	19950000	24	-1.4092
chrI	20025000	27	-1.14433
chrI	20100000	17	-1.69116
chrI	20175000	48	-1.00055
chrI	20250000	16	-1.04245
chrI	20325000	18	-2.1283
chrI	20400000	33	-1.71788
chrI	20475000	17	-2.35138
chrI	20550000	12	-1.29495
chrI	20625000	50	-1.40525
chrI	20700000	14	-1.66054
chrI	20775000	6	-1.67462
chrI	20850000	18	-1.12664
chrI	20925000	46	-1.59529
chrI	21000000	39	-0.726955
chrI	21075000	26	-0.193757
chrI	21150000	7	-0.675016
chrI	21225000	25	-1.71265
chrI	21300000	18	-1.21185
chrI	21375000	44	-0.61694
chrI	21450000	62	-1.19229
chrI	21525000	11	-1.93514
chrI	21600000	6	0.586471
chrI	21675000	50	-1.33945
chrI	21750000	16	-0.505278
chrI	21825000	49	-1.65147
chrI	21900000	21	-1.40628
chrI	21975000	5	-1.23496
chrI	22050000	35	-0.671343
chrI	22125000	15	0.0242847
chrI	22200000	28	-0.0010822
chrI	22275000	27	-1.7139
chrI	22350000	45	-1.33804
chrI	22425000	13	-1.9555
chrI	22500000	29	-1.54222
chrI	22575000	15	-1.26942
chrI	22650000	11	0.22094
chrI	22725000	53	-1.21888
chrI	22800000	26	-1.38478
chrI	22875000	25	-1.23248
chrI	22950000	31	-0.753804
chrI	23025000	40	-1.62744
chrI	23100000	44	-1.53025
chrI	23175000	44	-1.89968
chrI	23250000	33	-0.243122
chrI	23325000	19	-1.80495
chrI	23400000	49	-0.6956
chrI	23475000	16	-2.28005
chrI	23550000	39	-1.54658
chrI	23625000	17	-1.51459
chrI	23700000	26	-1.01041
chrI	23775000	23	-0.945461
chrI	23850000	40	-1.44494
chrI	23925000	38	-1.77113
chrI	24000000	89	-0.852265
chrI	24075000	20	-1.64575
chrI	24150000	35	-1.73089
chrI	24225000	33	-1.55788
chrI	24300000	17	-1.94849
chrI	24375000	17	-2.3624
chrI	24450000	23	-0.0483345
chrI	24525000	26	-1.86299
chrI	24600000	17	-1.51679
chrI	24675000	8	-1.9323
chrI	24750000	40	-2.02132
chrI	24825000	46	-1.01575
chrI	24900000	38	-0.869494
chrI	24975000	28	-2.06813
chrI	25050000	52	-1.81255
chrI	25125000	40	-1.24414
chrI	25200000	34	-1.99588
chrI	25275000	20	-0.804625
chrI	25350000	14	-1.89358
chrI	25425000	17	-0.849049
chrI	25500000	41	-0.921885
chrI	25575000	91	-0.405662
chrI	25650000	85	0.67468
chrI	25725000	40	-1.35448
chrI	25800000	42	-0.752847
chrI	25875000	91	-0.494241
chrI	25950000	50	-0.365913
chrI	26025000	71	-1.35696
chrI	26100000	23	-1.75754
chrI	26175000	31	-2.45962
chrI	26250000	38	-2.10552
chrI	26325000	47	-1.42836
chrI	26400000	40	-2.10763
chrI	26475000	37	-0.953892
chrI	26550000	55	-0.719712
chrI	26625000	47	-0.87298
chrI	26700000	50	-0.234412
chrI	26775000	44	-1.27103
chrI	26850000	38	-1.55319
chrI	26925000	63	-1.47326
chrI	27000000	14	-1.35148
chrI	27075000	47	-2.37565
chrI	27150000	11	-1.78524
chrI	27225000	60	-1.62776
chrI	27300000	23	-1.40504
chrI	27375000	38	-1.0955
chrI	27450000	13	-1.32179
chrI	27525000	21	-0.673193
chrI	27600000	18	-0.864188
chrI	27675000	15	-1.57953
chrI	27750000	28	-1.56441
chrI	27825000	87	-0.305033
chrI	27900000	64	-0.244543
chrI	27975000	53	-0.597705
chrI	28050000	20	-1.52076
chrI	28125000	74	-2.24412
chrI	28200000	63	-1.09134
chrI	28275000	30	0.535914
chrI	28350000	76	-1.82057
chrI	28425000	84	-1.19107
chrI	28500000	80	-2.28077
chrI	28575000	41	-0.19998
chrI	28650000	67	-0.929036
chrI	28725000	24	-1.40059
chrI	28800000	58	-1.85492
chrI	28875000	13	-1.24085
chrI	28950000	117	-1.17098
chrI	29025000	80	-0.788896
chrI	29100000	39	-1.04592
chrI	29175000	68	-1.06646
chrI	29250000	22	-1.85241
chrI	29325000	22	-1.88449
chrI	29400000	59	-1.96375
chrI	29475000	23	-2.31893
chrI	29550000	23	-2.45282
chrI	29625000	7	-1.87749
chrII	0	23	-0.695571
chrII	75000	35	-1.07912
chrII	150000	56	-1.93765
chrII	225000	21	-1.7349
chrII	300000	24	-2.1003
chrII	375000	126	-1.62912
chrII	450000	68	-0.908069
chrII	525000	16	-1.18753
chrII	600000	60	-1.62165
chrII	675000	16	0.812076
chrII	750000	30	-0.38098
chrII	825000	67	-1.8044
chrII	900000	10	-0.949716
chrII	975000	8	-1.50892
chrII	1050000	23	-1.23875
chrII	1125000	43	-0.741363
chrII	1200000	22	-1.48693
chrII	1275000	11	-1.54246
chrII	1350000	6	0.301563
chrII	1425000	18	-2.12234
chrII	1500000	21	-2.09749
chrII	1575000	10	-1.22751
chrII	1650000	10	-1.18068
chrII	1725000	9	-1.98513
chrII	1800000	22	-1.27925
chrII	1875000	56	-2.28575
chrII	1950000	21	-2.16978
chrII	2025000	3	-1.22047
chrII	2100000	9	-1.94445
chrII	2175000	14	-1.83191
chrII	2250000	48	-1.36577
chrII	2325000	54	-0.415208
chrII	2400000	16	0.100229
chrII	2475000	48	-1.62885
chrII	2550000	13	-1.19007
chrII	2625000	19	-1.78478
chrII	2700000	34	-1.1884
chrII	2775000	58	-1.25127
chrII	2850000	56	-0.104162
chrII	2925000	62	-1.32354
chrII	3000000	12	-1.12661
chrII	3075000	20	-0.478761
chrII	3150000	17	-0.177687
chrII	3225000	53	-1.94739
chrII	3300000	38	-1.3346
chrII	3375000	47	-0.950364
chrII	3450000	27	-1.45822
chrII	3525000	77	-1.56861
chrII	3600000	24	-1.04422
chrII	3675000	27	-0.496063
chrII	3750000	50	-0.634637
chrII	3825000	57	0.655072
chrII	3900000	35	0.158886
chrII	3975000	38	-0.92824
chrII	4050000	25	-0.552518
chrII	4125000	24	-0.672961
chrII	4200000	72	-1.30514
chrII	4275000	24	-1.49126
chrII	4350000	25	-2.02988
chrII	4425000	27	-1.22471
chrII	4500000	40	-0.885379
chrII	4575000	36	-1.66648
chrII	4650000	54	-1.33443
chrII	4725000	23	-1.74433
chrII	4800000	52	-0.613546
chrII	4875000	42	-1.0577
chrII	4950000	43	-1.38574
chrII	5025000	44	-1.58432
chrII	5100000	36	-1.29457
chrII	5175000	57	-0.720508
chrII	5250000	33	-1.39613
chrII	5325000	55	-1.06392
chrII	5400000	66	-0.983738
chrII	5475000	79	-1.09083
chrII	5550000	43	-1.89628
chrII	5625000	52	-1.47406
chrII	5700000	60	-1.16252
chrII	5775000	75	-1.36174
chrII	5850000	35	-1.2228
chrII	5925000	19	-1.34516
chrII	6000000	69	-0.944616
chrII	6075000	14	-0.795879
chrII	6150000	49	-1.2542
chrII	6225000	65	-1.64751
chrII	6300000	70	-2.28893
chrII	6375000	14	-1.98655
chrII	6450000	38	-0.717127
chrII	6525000	44	-1.42414
chrII	6600000	26	-1.6078
chrII	6675000	14	-0.63999
chrII	6750000	30	-1.82806
chrII	6825000	32	-0.756549
chrII	6900000	43	-2.0304
chrII	6975000	28	-1.43996
chrII	7050000	30	-2.28189
chrII	7125000	22	-1.32897
chrII	7200000	22	-1.62026
chrII	7275000	28	-1.80736
chrII	7350000	5	-1.00604
chrII	7425000	26	-1.89955
chrII	7500000	34	-1.95761
chrII	7575000	29	-1.82921
chrII	7650000	26	-1.05496
chrII	7725000	4	-0.77933
chrII	7800000	34	-2.2013
chrII	7875000	10	-0.767484
chrII	7950000	4	-1.6178
chrII	8025000	41	-1.38162
chrII	8100000	39	-2.05656
chrII	8175000	69	-1.21664
chrII	8250000	54	-1.77924
chrII	8325000	19	-1.70977
chrII	8400000	30	-2.1533
chrII	8475000	10	-1.26591
chrII	8550000	29	-1.18004
chrII	8625000	37	-1.41975
chrII	8700000	20	-1.80285
chrII	8775000	52	-1.54296
chrII	8850000	38	-1.46667
chrII	8925000	13	-0.166405
chrII	9000000	29	-1.64294
chrII	9075000	25	-1.87865
chrII	9150000	33	-1.99219
chrII	9225000	26	-1.99073
chrII	9300000	37	-1.51934
chrII	9375000	27	-1.67536
chrII	9450000	57	-2.17116
chrII	9525000	28	-2.32654
chrII	9600000	34	-0.468027
chrII	9675000	46	-2.0167
chrII	9750000	13	-1.71244
chrII	9825000	57	-1.71115
chrII	9900000	17	-1.98135
chrII	9975000	19	-1.70956
chrII	10050000	15	-1.62734
chrII	10125000	27	-1.99761
chrII	10200000	30	-1.58273
chrII	10275000	20	-1.33797
chrII	10350000	45	-1.39064
chrII	10425000	33	-2.25294
chrII	10500000	30	-1.26485
chrII	10575000	27	-2.35225
chrII	10650000	31	-1.88519
chrII	10725000	26	-2.19483
chrII	10800000	24	-1.95621
chrII	10875000	34	-1.87994
chrII	10950000	42	-0.866331
chrII	11025000	23	-1.01813
chrII	11100000	19	-2.22196
chrII	11175000	18	-0.933885
chrII	11250000	23	-1.67832
chrII	11325000	20	-1.03166
chrII	11400000	30	-1.88731
chrII	11475000	62	-1.4063
chrII	11550000	35	-2.3344
chrII	11625000	60	-1.95895
chrII	11700000	20	-1.9171
chrII	11775000	57	-1.54751
chrII	11850000	32	-2.14654
chrII	11925000	31	-2.1958
chrII	12000000	52	-2.23762
chrII	12075000	66	-1.61495
chrII	12150000	38	-2.052
chrII	12225000	25	-2.00871
chrII	12300000	10	-1.56485
chrII	12375000	35	-1.7814
chrII	12450000	14	-1.04651
chrII	12525000	23	-2.48059
chrII	12600000	23	-1.51203
chrII	12675000	44	-2.3891
chrII	12750000	13	-1.78804
chrII	12825000	29	-1.50382
chrII	12900000	37	-1.95483
chrII	12975000	19	-0.897386
chrII	13050000	27	-1.55665
chrII	13125000	18	-1.61267
chrII	13200000	17	-1.13337
chrII	13275000	20	-2.28019
chrII	13350000	33	-2.11702
chrII	13425000	50	-1.35092
chrII	13500000	11	-2.09848
chrII	13575000	2	-0.497977
chrII	13650000	13	-2.047
chrII	13725000	12	-1.03622
chrII	13800000	10	-1.49193
chrII	13875000	29	-1.70456
chrII	13950000	13	-2.06671
chrII	14025000	22	-1.27794
chrII	14100000	62	-1.33816
chrII	14175000	47	-1.05777
chrII	14250000	24	-0.61945
chrII	14325000	28	-2.07892
chrII	14400000	18	-1.85393
chrII	14475000	5	-1.4458
chrII	14550000	19	-1.32692
chrII	14625000	12	-0.102524
chrII	14700000	12	-0.729422
chrII	14775000	4	1.22191
chrII	14850000	17	-0.686477
chrII	14925000	15	-0.816609
chrII	15000000	26	-1.50005
chrII	15075000	37	-1.60593
chrII	15150000	9	-1.17631
chrII	15225000	6	-1.01367
chrII	15300000	26	-0.479336
chrII	15375000	10	-0.0150716
chrII	15450000	42	-1.71605
chrII	15525000	27	-2.09274
chrII	15600000	27	-1.15808
chrII	15675000	73	-1.5086
chrII	15750000	25	-1.38902
chrII	15825000	98	-1.35258
chrII	15900000	35	-1.64392
chrII	15975000	26	-1.15489
chrII	16050000	29	-1.52048
chrII	16125000	27	-1.42187
chrII	16200000	46	-0.502962
chrII	16275000	28	-0.784495
chrII	16350000	28	-2.00232
chrII	16425000	31	-1.74435
chrII	16500000	11	-1.0768
chrII	16575000	36	-1.71331
chrII	16650000	71	-1.56812
chrII	16725000	7	-1.43038
chrII	16800000	24	0.659757
chrII	16875000	20	-2.17246
chrII	16950000	40	-1.10069
chrII	17025000	33	-1.79926
chrII	17100000	19	-1.50494
chrII	17175000	24	-0.607344
chrII	17250000	37	-1.40508
chrII	17325000	28	-1.95344
chrII	17400000	47	-1.3483
chrII	17475000	17	-1.48772
chrII	17550000	15	-1.67196
chrII	17625000	31	-1.94469
chrII	17700000	18	-0.808223
chrII	17775000	38	-1.72786
chrII	17850000	88	-0.776098
chrII	17925000	0	nan
chrII	18000000	48	-1.36964
chrII	18075000	37	-1.01304
chrII	18150000	60	-1.67332
chrII	18225000	16	-0.759992
chrII	18300000	30	-1.27856
chrII	18375000	56	-1.05201
chrII	18450000	88	-1.34573
chrII	18525000	28	-0.582165
chrII	18600000	69	-1.37648
chrII	18675000	33	-1.19753
chrII	18750000	23	-1.23278
chrII	18825000	32	-1.85107
chrII	18900000	16	-1.71491
chrII	18975000	45	-1.04625
chrII	19050000	58	-0.517766
chrII	19125000	48	-1.67164
chrII	19200000	58	-0.588549
chrII	19275000	18	-1.98571
chrII	19350000	55	-1.77298
chrII	19425000	89	-0.978466
chrII	19500000	74	-0.609341
chrII	19575000	56	-1.0993
chrII	19650000	35	-1.48365
chrII	19725000	69	-0.0668674
chrII	19800000	29	-1.78448
chrII	19875000	32	-1.71499
chrII	19950000	24	-1.52288
chrII	20025000	36	-0.704448
chrII	20100000	42	-1.40432
chrII	20175000	83	-1.02995
chrII	20250000	88	-0.688594
chrII	20325000	32	-0.783554
chrII	20400000	108	-0.356188
chrII	20475000	79	-1.32014
chrII	20550000	51	-1.66737
chrII	20625000	57	-1.16763
chrII	20700000	67	-1.27842
chrII	20775000	17	-1.2138
chrII	20850000	29	-0.861948
chrII	20925000	45	-1.51
chrII	21000000	76	-1.22859
chrII	21075000	38	-1.44624
chrII	21150000	24	-1.01716
chrII	21225000	71	-0.656644
chrII	21300000	66	0.00538802
chrII	21375000	50	0.0220592
chrII	21450000	63	-0.503331
chrII	21525000	65	-0.228522
chrII	21600000	27	0.522257
chrII	21675000	57	-1.57029
chrII	21750000	27	-0.216087
chrII	21825000	95	-0.396087
chrII	21900000	10	-0.783741
chrII	21975000	24	0.416159
chrII	22050000	29	-0.285583
chrII	22125000	41	-0.272471
chrII	22200000	27	-1.88969
chrII	22275000	81	-1.13776
chrII	22350000	50	-1.5741
chrII	22425000	39	-1.38251
chrII	22500000	92	-1.49376
chrII	22575000	56	-1.46634
chrII	22650000	61	-0.982593
chrII	22725000	29	-0.569643
chrII	22800000	30	-0.539045
chrII	22875000	25	-0.896871
chrII	22950000	121	-1.75973
chrII	23025000	49	-0.617505
chrII	23100000	8	-1.29875
chrII	23175000	64	-1.38031
chrII	23250000	14	-0.554978
chrII	23325000	27	-2.26726
chrII	23400000	63	-2.13405
chrII	23475000	31	-2.03112
chrII	23550000	39	-1.74454
chrII	23625000	47	-0.0306168
chrII	23700000	4	0.142695
chrIII	0	34	-1.83674
chrIII	75000	27	-0.303165
chrIII	150000	24	-1.27273
chrIII	225000	45	-2.10509
chrIII	300000	26	-1.51782
chrIII	375000	21	-0.879206
chrIII	450000	62	-1.70505
chrIII	525000	66	-0.683774
chrIII	600000	41	-1.60619
chrIII	675000	35	-1.82933
chrIII	750000	32	-1.47437
chrIII	825000	88	-1.23022
chrIII	900000	77	-1.72654
chrIII	975000	58	-0.360097
chrIII	1050000	47	-0.914237
chrIII	1125000	59	-0.93675
chrIII	1200000	19	-2.10902
chrIII	1275000	12	-1.5267
chrIII	1350000	52	-1.42919
chrIII	1425000	92	-0.377711
chrIII	1500000	88	-0.887806
chrIII	1575000	17	-1.61873
chrIII	1650000	43	-0.68498
chrIII	1725000	26	1.01012
chrIII	1800000	68	-0.906577
chrIII	1875000	130	-0.828372
chrIII	1950000	39	-0.717372
chrIII	2025000	33	-1.03534
chrIII	2100000	58	-1.16237
chrIII	2175000	59	-1.09365
chrIII	2250000	52	-1.44679
chrIII	2325000	28	-0.651516
chrIII	2400000	36	-1.78907
chrIII	2475000	57	-0.768012
chrIII	2550000	31	-1.31793
chrIII	2625000	24	-1.07048
chrIII	2700000	43	-1.07206
chrIII	2775000	43	-1.76405
chrIII	2850000	18	-1.55806
chrIII	2925000	43	-1.81345
chrIII	3000000	15	-0.641643
chrIII	3075000	23	-1.89535
chrIII	3150000	46	-1.0712
chrIII	3225000	6	-1.70239
chrIII	3300000	23	-2.1352
chrIII	3375000	22	-2.38888
chrIII	3450000	11	-1.98071
chrIII	3525000	29	-2.31414
chrIII	3600000	24	-2.36471
chrIII	3675000	12	-1.25044
chrIII	3750000	23	0.227066
chrIII	3825000	35	-2.13859
chrIII	3900000	16	-0.901179
chrIII	3975000	28	-2.05554
chrIII	4050000	9	-2.00435
chrIII	4125000	23	-1.52433
chrIII	4200000	19	-1.81382
chrIII	4275000	6	-1.11905
chrIII	4350000	23	-1.15131
chrIII	4425000	57	-0.995623
chrIII	4500000	37	0.166813
chrIII	4575000	24	-1.40619
chrIII	4650000	12	1.66534
chrIII	4725000	30	-2.20839
chrIII	4800000	20	-0.817631
chrIII	4875000	12	-0.453929
chrIII	4950000	20	-0.762747
chrIII	5025000	16	-0.394065
chrIII	5100000	39	-1.13777
chrIII	5175000	51	-1.2758
chrIII	5250000	20	-1.44652
chrIII	5325000	57	-1.62536
chrIII	5400000	17	-1.55396
chrIII	5475000	10	-1.66927
chrIII	5550000	40	-1.2281
chrIII	5625000	8	-1.75043
chrIII	5700000	15	-2.27337
chrIII	5775000	27	-2.00829
chrIII	5850000	37	-0.900782
chrIII	5925000	24	-0.955168
chrIII	6000000	61	-0.654683
chrIII	6075000	32	-1.2545
chrIII	6150000	5	-0.190431
chrIII	6225000	35	-1.70468
chrIII	6300000	26	-1.36912
chrIII	6375000	25	-1.60915
chrIII	6450000	55	-1.90706
chrIII	6525000	13	-1.17318
chrIII	6600000	26	-2.35789
chrIII	6675000	17	-0.886385
chrIII	6750000	20	-1.52901
chrIII	6825000	59	-1.54908
chrIII	6900000	36	-0.782224
chrIII	6975000	57	-0.563213
chrIII	7050000	67	-1.02109
chrIII	7125000	16	-2.20994
chrIII	7200000	36	-1.4036
chrIII	7275000	78	-1.05452
chrIII	7350000	18	-1.65906
chrIII	7425000	22	-2.3196
chrIII	7500000	59	-0.430883
chrIII	7575000	24	-1.21041
chrIII	7650000	22	-1.292
chrIII	7725000	44	-1.41867
chrIII	7800000	27	-1.4059
chrIII	7875000	61	-2.02309
chrIII	7950000	40	-0.60236
chrIII	8025000	73	-0.835554
chrIII	8100000	38	-1.68425
chrIII	8175000	43	-1.58493
chrIII	8250000	50	-1.53594
chrIII	8325000	24	-1.3086
chrIII	8400000	49	-2.0868
chrIII	8475000	34	-1.43345
chrIII	8550000	28	-1.80628
chrIII	8625000	9	-0.448232
chrIII	8700000	35	-1.32122
chrIII	8775000	98	-1.22715
chrIII	8850000	25	-1.79661
chrIII	8925000	26	-0.808345
chrIII	9000000	42	-2.22954
chrIII	9075000	38	-1.72372
chrIII	9150000	41	-1.42073
chrIII	9225000	42	-2.03544
chrIII	9300000	42	-1.25302
chrIII	9375000	29	-2.008
chrIII	9450000	48	-1.44485
chrIII	9525000	50	-0.386587
chrIII	9600000	62	-0.746041
chrIII	9675000	54	-1.22561
chrIII	9750000	30	-0.950519
chrIII	9825000	51	-1.46852
chrIII	9900000	30	-1.42142
chrIII	9975000	43	-1.50431
chrIII	10050000	31	-2.01171
chrIII	10125000	24	-2.03329
chrIII	10200000	14	-1.8808
chrIII	10275000	32	-1.23199
chrIII	10350000	33	-0.737307
chrIII	10425000	45	-1.63903
chrIII	10500000	25	-1.58357
chrIII	10575000	30	-1.68771
chrIII	10650000	33	-1.26712
chrIII	10725000	49	-0.813901
chrIII	10800000	51	-1.23698
chrIII	10875000	34	-0.751478
chrIII	10950000	15	-1.81816
chrIII	11025000	35	-1.02202
chrIII	11100000	42	-0.961972
chrIII	11175000	29	-1.53
chrIII	11250000	64	-1.95709
chrIII	11325000	30	-1.60568
chrIII	11400000	24	-1.46696
