CHROM	BIN_START	N_SNPS	TajimaD
chrI	10425000	12	-1.73003
chrI	10500000	27	-1.68973
chrI	10575000	34	-2.30261
chrI	10650000	53	-1.6578
chrI	10725000	20	-1.71439
chrI	10800000	28	-2.17106
chrI	10875000	11	-1.20717
chrI	10950000	30	-1.89045
chrI	11025000	17	-2.04116
chrI	11100000	13	-2.04917
chrI	11175000	30	-2.32565
chrI	11250000	18	-2.01017
chrI	11325000	10	-1.73979
chrI	11400000	29	-2.0099
chrI	11475000	45	-1.96109
chrI	11550000	43	-2.16158
chrI	11625000	52	-2.0262
chrI	11700000	42	-2.1985
chrI	11775000	13	-2.27549
chrI	11850000	43	-1.5676
chrI	11925000	45	-2.2605
chrI	12000000	27	-2.2664
chrI	12075000	72	-2.34826
chrI	12150000	38	-2.09247
chrI	12225000	12	-0.548968
chrI	12300000	8	-2.00185
chrI	12375000	50	-1.60172
chrI	12450000	38	-1.33704
chrI	12525000	89	-2.02951
chrI	12600000	23	-2.08652
chrI	12675000	67	-1.09053
chrI	12750000	123	-1.83358
chrI	12825000	67	-1.37165
chrI	12900000	22	-0.713023
chrI	12975000	57	-2.20404
chrI	13050000	25	-1.65431
chrI	13125000	9	-1.58525
chrI	13200000	35	-1.28819
chrI	13275000	27	-0.512287
chrI	13350000	21	-2.39248
chrI	13425000	23	-2.26546
chrI	13500000	21	-2.11047
chrI	13575000	64	-2.18411
chrI	13650000	13	-1.64643
chrI	13725000	13	-1.72175
chrI	13800000	58	-2.1256
chrI	13875000	22	-1.82875
chrI	13950000	80	-1.83348
chrI	14025000	66	-1.75589
chrI	14100000	42	-1.56369
chrI	14175000	23	-1.65348
chrI	14250000	31	-2.13312
chrI	14325000	89	-1.90323
chrI	14400000	32	-1.17742
chrI	14475000	8	-1.21433
chrI	14550000	38	-1.44999
chrI	14625000	52	-2.09758
chrI	14700000	39	-1.80292
chrI	14775000	56	-1.82892
chrI	14850000	27	-2.14554
chrI	14925000	38	-0.776571
chrI	15000000	23	-2.02619
chrI	15075000	22	-1.78443
chrI	15150000	28	-0.112456
chrI	15225000	69	-2.15663
chrI	15300000	37	-1.79827
chrI	15375000	30	-1.894
chrI	15450000	44	-1.56517
chrI	15525000	5	-1.03833
chrI	15600000	31	-1.79218
chrI	15675000	40	-1.36248
chrI	15750000	14	-1.26972
chrI	15825000	33	-0.624787
chrI	15900000	56	-1.41121
chrI	15975000	63	-1.71126
chrI	16050000	26	-0.267492
chrI	16125000	50	-1.25919
chrI	16200000	50	-1.71173
chrI	16275000	18	-1.37356
chrI	16350000	12	-2.19279
chrI	16425000	29	-1.60839
chrI	16500000	54	-0.79048
chrI	16575000	24	-1.54882
chrI	16650000	27	-2.44728
chrI	16725000	44	-1.53085
chrI	16800000	61	-1.17009
chrI	16875000	65	-0.765695
chrI	16950000	20	-1.32414
chrI	17025000	30	-1.01089
chrI	17100000	49	-1.5666
chrI	17175000	25	-2.02341
chrI	17250000	56	-1.96464
chrI	17325000	40	-0.994316
chrI	17400000	53	-1.40158
chrI	17475000	17	-0.210169
chrI	17550000	56	-1.31413
chrI	17625000	48	-0.658178
chrI	17700000	50	-1.06363
chrI	17775000	31	-0.506929
chrI	17850000	40	-1.20034
chrI	17925000	10	-0.681857
chrI	18000000	9	-1.34969
chrI	18075000	4	0.285626
chrI	18150000	41	-1.06778
chrI	18225000	14	-1.6612
chrI	18300000	39	-1.06295
chrI	18375000	30	-0.875525
chrI	18450000	48	-1.42383
chrI	18525000	30	-0.43238
chrI	18600000	22	-1.14446
chrI	18675000	32	-1.77996
chrI	18750000	34	-2.18642
chrI	18825000	48	-1.58309
chrI	18900000	56	-1.43071
chrI	18975000	32	-0.158641
chrI	19050000	41	-1.71464
chrI	19125000	2	-1.2504
chrI	19200000	15	-1.57092
chrI	19275000	28	-1.04346
chrI	19350000	17	-0.00689592
chrI	19425000	34	-2.06197
chrI	19500000	32	-1.79106
chrI	19575000	13	-1.56931
chrI	19650000	21	-1.76077
chrI	19725000	21	-0.604152
chrI	19800000	33	-2.04506
chrI	19875000	62	-1.68388
chrI	19950000	26	-1.79098
chrI	20025000	36	-1.52432
chrI	20100000	14	-1.57424
chrI	20175000	58	-1.16067
chrI	20250000	29	-1.45058
chrI	20325000	20	-2.18301
chrI	20400000	28	-1.32483
chrI	20475000	15	-2.28613
chrI	20550000	17	-1.68652
chrI	20625000	70	-1.97186
chrI	20700000	16	-2.04871
chrI	20775000	5	-1.64636
chrI	20850000	22	-1.73245
chrI	20925000	48	-1.61579
chrI	21000000	39	-0.614598
chrI	21075000	31	-0.467497
chrI	21150000	11	-1.30319
chrI	21225000	26	-1.76016
chrI	21300000	20	-1.47805
chrI	21375000	49	-1.10123
chrI	21450000	64	-1.29771
chrI	21525000	10	-2.12312
chrI	21600000	11	-1.32067
chrI	21675000	41	-1.81429
chrI	21750000	20	-1.06829
chrI	21825000	42	-1.33706
chrI	21900000	28	-1.5644
chrI	21975000	8	-1.46542
chrI	22050000	40	-1.00422
chrI	22125000	17	-0.367295
chrI	22200000	37	-0.490823
chrI	22275000	22	-1.53839
chrI	22350000	49	-1.58534
chrI	22425000	9	-1.54705
chrI	22500000	30	-1.84732
chrI	22575000	9	-0.867871
chrI	22650000	19	-0.791372
chrI	22725000	54	-1.34641
chrI	22800000	27	-1.41073
chrI	22875000	31	-1.62044
chrI	22950000	23	-0.575791
chrI	23025000	45	-1.50956
chrI	23100000	41	-1.59385
chrI	23175000	52	-2.07301
chrI	23250000	35	-0.657465
chrI	23325000	24	-2.0307
chrI	23400000	52	-1.05112
chrI	23475000	18	-2.40513
chrI	23550000	29	-0.861288
chrI	23625000	20	-1.44134
chrI	23700000	27	-1.20562
chrI	23775000	29	-1.23114
chrI	23850000	43	-1.57245
chrI	23925000	32	-1.47289
chrI	24000000	101	-1.18495
chrI	24075000	22	-1.88122
chrI	24150000	40	-1.88601
chrI	24225000	34	-1.26351
chrI	24300000	20	-1.86322
chrI	24375000	13	-2.21167
chrI	24450000	28	-0.682889
chrI	24525000	31	-2.02882
chrI	24600000	17	-1.60023
chrI	24675000	7	-1.87982
chrI	24750000	28	-1.37512
chrI	24825000	65	-1.57483
chrI	24900000	37	-0.863823
chrI	24975000	28	-1.73113
chrI	25050000	53	-1.80155
chrI	25125000	45	-1.52301
chrI	25200000	38	-2.15378
chrI	25275000	24	-1.16148
chrI	25350000	22	-2.20029
chrI	25425000	22	-1.21757
chrI	25500000	50	-1.16113
chrI	25575000	96	-0.65459
chrI	25650000	93	0.225025
chrI	25725000	35	-1.20429
chrI	25800000	44	-0.890875
chrI	25875000	81	-0.418155
chrI	25950000	50	-1.04909
chrI	26025000	64	-1.16292
chrI	26100000	14	-1.58845
chrI	26175000	30	-2.45723
chrI	26250000	32	-2.03379
chrI	26325000	45	-1.49685
chrI	26400000	25	-1.72195
chrI	26475000	40	-1.13246
chrI	26550000	55	-0.557432
chrI	26625000	42	-0.833694
chrI	26700000	65	-1.24602
chrI	26775000	49	-1.67763
chrI	26850000	51	-1.90435
chrI	26925000	81	-1.89332
chrI	27000000	14	-1.49732
chrI	27075000	34	-2.32017
chrI	27150000	14	-1.99795
chrI	27225000	50	-1.5172
chrI	27300000	28	-1.68657
chrI	27375000	45	-1.25048
chrI	27450000	10	-1.0032
chrI	27525000	15	-0.370766
chrI	27600000	16	-0.96291
chrI	27675000	15	-1.57408
chrI	27750000	19	-1.07524
chrI	27825000	88	-0.393744
chrI	27900000	72	-0.47532
chrI	27975000	55	-0.659057
chrI	28050000	24	-1.73785
chrI	28125000	82	-2.39655
chrI	28200000	45	-0.562118
chrI	28275000	37	-0.0911643
chrI	28350000	81	-1.88861
chrI	28425000	108	-1.63423
chrI	28500000	66	-2.23735
chrI	28575000	50	-0.765924
chrI	28650000	75	-1.05735
chrI	28725000	14	-0.71364
chrI	28800000	55	-1.78359
chrI	28875000	17	-1.23552
chrI	28950000	129	-1.4312
chrI	29025000	93	-1.25326
chrI	29100000	30	-0.923612
chrI	29175000	83	-1.49381
chrI	29250000	27	-2.49747
chrI	29325000	24	-2.37167
chrI	29400000	76	-2.59073
chrI	29475000	25	-2.49736
chrI	29550000	17	-2.3211
chrI	29625000	7	-1.80021
chrII	0	25	-0.836493
chrII	75000	39	-1.47137
chrII	150000	54	-1.94565
chrII	225000	26	-1.83846
chrII	300000	29	-2.24467
chrII	375000	132	-1.71962
chrII	450000	74	-1.07101
chrII	525000	14	-1.31202
chrII	600000	39	-1.11016
chrII	675000	20	0.137013
chrII	750000	26	0.0699969
chrII	825000	53	-1.53056
chrII	900000	10	-0.819889
chrII	975000	14	-1.93122
chrII	1050000	25	-1.56071
chrII	1125000	42	-0.378787
chrII	1200000	29	-1.95946
chrII	1275000	10	-1.65207
chrII	1350000	8	-0.144394
chrII	1425000	19	-2.39404
chrII	1500000	16	-1.68718
chrII	1575000	10	-0.944197
chrII	1650000	15	-1.65135
chrII	1725000	14	-2.2012
chrII	1800000	28	-1.38771
chrII	1875000	52	-2.11496
chrII	1950000	22	-2.17908
chrII	2025000	1	-0.351401
chrII	2100000	3	-1.42279
chrII	2175000	3	-0.232289
chrII	2250000	40	-1.11147
chrII	2325000	58	-0.865523
chrII	2400000	22	-0.546332
chrII	2475000	49	-1.75868
chrII	2550000	9	-0.916002
chrII	2625000	25	-1.96614
chrII	2700000	32	-1.10465
chrII	2775000	50	-1.08039
chrII	2850000	54	-0.176355
chrII	2925000	69	-1.76297
chrII	3000000	13	-1.33242
chrII	3075000	20	-1.07711
chrII	3150000	18	-0.567817
chrII	3225000	61	-1.75551
chrII	3300000	44	-1.54262
chrII	3375000	57	-0.824037
chrII	3450000	33	-1.89298
chrII	3525000	77	-1.6227
chrII	3600000	31	-1.48714
chrII	3675000	20	0.0489342
chrII	3750000	60	-1.16876
chrII	3825000	60	0.367845
chrII	3900000	35	0.12686
chrII	3975000	35	-0.716386
chrII	4050000	22	-0.242085
chrII	4125000	35	-1.19133
chrII	4200000	66	-1.26413
chrII	4275000	23	-1.50161
chrII	4350000	17	-1.78856
chrII	4425000	30	-1.49947
chrII	4500000	37	-1.28723
chrII	4575000	47	-2.0951
chrII	4650000	42	-0.8823
chrII	4725000	19	-1.49452
chrII	4800000	55	-0.810476
chrII	4875000	52	-1.49705
chrII	4950000	47	-1.54378
chrII	5025000	43	-1.70097
chrII	5100000	28	-1.00453
chrII	5175000	60	-0.906219
chrII	5250000	32	-1.33836
chrII	5325000	49	-0.945527
chrII	5400000	69	-1.20162
chrII	5475000	96	-1.40268
chrII	5550000	31	-1.5974
chrII	5625000	54	-1.6451
chrII	5700000	78	-1.95518
chrII	5775000	79	-1.56249
chrII	5850000	44	-1.39607
chrII	5925000	26	-1.80257
chrII	6000000	77	-1.16454
chrII	6075000	20	-1.2248
chrII	6150000	52	-1.44925
chrII	6225000	77	-1.79922
chrII	6300000	70	-2.36324
chrII	6375000	17	-2.07891
chrII	6450000	37	-0.591615
chrII	6525000	37	-1.16528
chrII	6600000	26	-1.68764
chrII	6675000	17	-0.962513
chrII	6750000	41	-2.06772
chrII	6825000	37	-0.967322
chrII	6900000	34	-1.84568
chrII	6975000	33	-1.81909
chrII	7050000	24	-2.15146
chrII	7125000	37	-1.70609
chrII	7200000	24	-1.9668
chrII	7275000	32	-2.15025
chrII	7350000	9	-1.18339
chrII	7425000	29	-1.58098
chrII	7500000	26	-1.8352
chrII	7575000	27	-1.89779
chrII	7650000	31	-1.37492
chrII	7725000	7	-1.32222
chrII	7800000	26	-2.14465
chrII	7875000	12	-1.19014
chrII	7950000	9	-2.06385
chrII	8025000	50	-1.6073
chrII	8100000	40	-2.16581
chrII	8175000	59	-1.27787
chrII	8250000	43	-1.59587
chrII	8325000	28	-1.77986
chrII	8400000	34	-2.32599
chrII	8475000	11	-1.31713
chrII	8550000	34	-1.43035
chrII	8625000	50	-1.56946
chrII	8700000	27	-1.96523
chrII	8775000	58	-1.75643
chrII	8850000	48	-1.77946
chrII	8925000	11	0.380682
chrII	9000000	36	-2.10597
chrII	9075000	26	-2.0374
chrII	9150000	39	-2.12412
chrII	9225000	44	-2.26113
chrII	9300000	40	-1.63824
chrII	9375000	33	-1.81551
chrII	9450000	50	-1.88217
chrII	9525000	26	-2.19284
chrII	9600000	41	-0.91457
chrII	9675000	48	-1.94468
chrII	9750000	17	-2.0487
chrII	9825000	56	-1.70148
chrII	9900000	37	-2.41493
chrII	9975000	18	-1.77175
chrII	10050000	27	-2.16433
chrII	10125000	26	-2.18741
chrII	10200000	30	-1.7038
chrII	10275000	23	-1.80204
chrII	10350000	44	-1.55684
chrII	10425000	24	-2.14918
chrII	10500000	45	-1.83022
chrII	10575000	27	-2.48122
chrII	10650000	33	-2.08858
chrII	10725000	28	-2.32251
chrII	10800000	23	-2.02457
chrII	10875000	44	-2.13755
chrII	10950000	40	-0.88289
chrII	11025000	28	-2.01165
chrII	11100000	22	-2.34579
chrII	11175000	19	-1.01509
chrII	11250000	29	-1.84224
chrII	11325000	29	-1.53195
chrII	11400000	30	-2.15286
chrII	11475000	71	-1.67145
chrII	11550000	42	-2.3925
chrII	11625000	69	-2.04216
chrII	11700000	39	-2.3694
chrII	11775000	56	-1.58877
chrII	11850000	30	-1.98009
chrII	11925000	19	-1.95668
chrII	12000000	43	-2.15714
chrII	12075000	83	-1.68833
chrII	12150000	41	-2.31375
chrII	12225000	25	-1.82494
chrII	12300000	9	-1.45714
chrII	12375000	40	-2.13453
chrII	12450000	20	-1.68977
chrII	12525000	28	-2.51901
chrII	12600000	26	-1.66464
chrII	12675000	30	-1.98343
chrII	12750000	12	-1.67951
chrII	12825000	14	-0.536397
chrII	12900000	37	-1.89203
chrII	12975000	26	-1.3429
chrII	13050000	21	-1.02892
chrII	13125000	16	-1.41712
chrII	13200000	15	-0.732717
chrII	13275000	15	-2.06374
chrII	13350000	29	-2.02318
chrII	13425000	48	-1.42498
chrII	13500000	13	-2.13605
chrII	13575000	2	-0.435349
chrII	13650000	21	-2.24312
chrII	13725000	19	-1.50265
chrII	13800000	7	-1.27015
chrII	13875000	34	-1.56076
chrII	13950000	15	-2.08432
chrII	14025000	36	-1.69629
chrII	14100000	71	-1.52815
chrII	14175000	58	-1.38423
chrII	14250000	26	-0.71886
chrII	14325000	39	-2.3175
chrII	14400000	20	-1.96893
chrII	14475000	4	-1.30292
chrII	14550000	21	-1.42485
chrII	14625000	6	1.06022
chrII	14700000	13	-0.96788
chrII	14775000	7	0.31249
chrII	14850000	19	-0.609487
chrII	14925000	14	-0.732538
chrII	15000000	23	-1.11046
chrII	15075000	37	-1.48086
chrII	15150000	13	-1.60593
chrII	15225000	11	-1.6183
chrII	15300000	37	-0.884789
chrII	15375000	9	-0.148994
chrII	15450000	41	-1.68484
chrII	15525000	24	-2.12406
chrII	15600000	39	-1.73204
chrII	15675000	69	-1.57495
chrII	15750000	26	-1.83059
chrII	15825000	111	-1.64389
chrII	15900000	31	-1.62482
chrII	15975000	23	-0.932878
chrII	16050000	30	-1.53155
chrII	16125000	34	-1.77672
chrII	16200000	39	-0.565283
chrII	16275000	30	-1.18789
chrII	16350000	30	-1.98347
chrII	16425000	36	-2.04534
chrII	16500000	11	-0.980909
chrII	16575000	30	-1.38231
chrII	16650000	74	-1.77768
chrII	16725000	11	-1.88559
chrII	16800000	22	-0.487205
chrII	16875000	14	-1.9296
chrII	16950000	47	-1.61454
chrII	17025000	28	-1.4568
chrII	17100000	26	-1.84214
chrII	17175000	25	-0.821751
chrII	17250000	34	-1.17394
chrII	17325000	23	-1.74198
chrII	17400000	52	-1.52841
chrII	17475000	19	-1.86325
chrII	17550000	17	-2.05462
chrII	17625000	38	-2.16556
chrII	17700000	25	-1.3178
chrII	17775000	37	-1.81538
chrII	17850000	90	-0.929382
chrII	17925000	0	nan
chrII	18000000	43	-1.42942
chrII	18075000	52	-1.55961
chrII	18150000	61	-1.80854
chrII	18225000	22	-1.43305
chrII	18300000	35	-1.59072
chrII	18375000	49	-0.74055
chrII	18450000	92	-1.3971
chrII	18525000	31	-0.614478
chrII	18600000	54	-1.08038
chrII	18675000	39	-1.45334
chrII	18750000	35	-1.85913
chrII	18825000	29	-1.91883
chrII	18900000	12	-1.38988
chrII	18975000	49	-1.08241
chrII	19050000	60	-0.753374
chrII	19125000	45	-1.45828
chrII	19200000	71	-1.11709
chrII	19275000	9	-1.23359
chrII	19350000	57	-1.83784
chrII	19425000	102	-1.40723
chrII	19500000	91	-1.04654
chrII	19575000	56	-1.01747
chrII	19650000	37	-1.53817
chrII	19725000	67	-0.0333288
chrII	19800000	35	-1.85239
chrII	19875000	31	-1.70365
chrII	19950000	20	-1.27782
chrII	20025000	31	-0.65911
chrII	20100000	46	-1.55991
chrII	20175000	88	-0.98344
chrII	20250000	86	-0.721121
chrII	20325000	41	-1.21716
chrII	20400000	136	-0.991633
chrII	20475000	83	-1.34655
chrII	20550000	52	-1.77527
chrII	20625000	57	-1.22705
chrII	20700000	75	-1.38693
chrII	20775000	19	-1.45763
chrII	20850000	26	-0.823092
chrII	20925000	43	-1.47592
chrII	21000000	69	-1.11748
chrII	21075000	40	-1.61282
chrII	21150000	26	-1.15171
chrII	21225000	79	-0.987794
chrII	21300000	72	-0.319273
chrII	21375000	54	-0.0947577
chrII	21450000	72	-0.770795
chrII	21525000	65	-0.173228
chrII	21600000	30	0.0597427
chrII	21675000	54	-1.53826
chrII	21750000	20	0.440466
chrII	21825000	89	-0.361388
chrII	21900000	9	-0.688185
chrII	21975000	26	0.0412451
chrII	22050000	25	-0.16611
chrII	22125000	41	-0.48243
chrII	22200000	32	-1.98419
chrII	22275000	80	-1.1657
chrII	22350000	47	-1.39744
chrII	22425000	41	-1.47739
chrII	22500000	92	-1.51429
chrII	22575000	57	-1.46749
chrII	22650000	64	-1.27295
chrII	22725000	37	-1.14676
chrII	22800000	42	-1.19061
chrII	22875000	24	-0.823936
chrII	22950000	105	-1.69697
chrII	23025000	52	-0.78818
chrII	23100000	9	-1.35232
chrII	23175000	71	-1.60364
chrII	23250000	12	-0.149146
chrII	23325000	23	-1.97906
chrII	23400000	50	-1.66708
chrII	23475000	27	-1.75979
chrII	23550000	44	-1.85061
chrII	23625000	55	-0.628027
chrII	23700000	7	-0.822587
chrIII	0	35	-1.98006
chrIII	75000	27	0.303731
chrIII	150000	27	-1.49333
chrIII	225000	33	-1.90427
chrIII	300000	22	-1.46972
chrIII	375000	20	-0.857986
chrIII	450000	56	-1.53468
chrIII	525000	67	-0.625564
chrIII	600000	35	-1.47785
chrIII	675000	31	-1.62379
chrIII	750000	28	-1.48085
chrIII	825000	106	-1.56086
chrIII	900000	85	-1.80687
chrIII	975000	62	-0.672295
chrIII	1050000	50	-1.12844
chrIII	1125000	70	-1.14683
chrIII	1200000	26	-2.2579
chrIII	1275000	15	-1.73167
chrIII	1350000	45	-1.40938
chrIII	1425000	104	-0.698277
chrIII	1500000	96	-1.09078
chrIII	1575000	17	-1.75561
chrIII	1650000	30	0.342653
chrIII	1725000	33	0.11305
chrIII	1800000	68	-1.24624
chrIII	1875000	135	-1.10938
chrIII	1950000	36	-0.773831
chrIII	2025000	38	-1.46301
chrIII	2100000	56	-1.38342
chrIII	2175000	57	-1.17268
chrIII	2250000	38	-1.06
chrIII	2325000	31	-0.853317
chrIII	2400000	38	-1.96891
chrIII	2475000	51	-0.583017
chrIII	2550000	20	-0.481145
chrIII	2625000	19	-1.06897
chrIII	2700000	41	-1.42353
chrIII	2775000	49	-2.00468
chrIII	2850000	21	-1.70616
chrIII	2925000	67	-2.23642
chrIII	3000000	24	-1.61655
chrIII	3075000	21	-1.95353
chrIII	3150000	36	-1.01654
chrIII	3225000	8	-1.81053
chrIII	3300000	29	-2.14255
chrIII	3375000	30	-2.61328
chrIII	3450000	14	-2.13024
chrIII	3525000	17	-1.42871
chrIII	3600000	12	-1.88882
chrIII	3675000	23	-2.12847
chrIII	3750000	25	-0.0413256
chrIII	3825000	38	-2.32645
chrIII	3900000	11	-0.33855
chrIII	3975000	27	-1.8478
chrIII	4050000	12	-2.09843
chrIII	4125000	29	-1.83849
chrIII	4200000	21	-1.98886
chrIII	4275000	8	-1.27811
chrIII	4350000	25	-1.51001
chrIII	4425000	58	-0.944726
chrIII	4500000	33	0.197108
chrIII	4575000	30	-1.74089
chrIII	4650000	24	-0.0463647
chrIII	4725000	22	-2.08862
chrIII	4800000	16	-0.229003
chrIII	4875000	18	-1.24137
chrIII	4950000	32	-1.63953
chrIII	5025000	19	-0.997008
chrIII	5100000	43	-1.10579
chrIII	5175000	55	-1.62444
chrIII	5250000	22	-1.70464
chrIII	5325000	54	-1.55707
chrIII	5400000	18	-1.57504
chrIII	5475000	8	-1.26472
chrIII	5550000	49	-1.85822
chrIII	5625000	7	-1.57097
chrIII	5700000	13	-2.27524
chrIII	5775000	23	-1.90766
chrIII	5850000	43	-1.24799
chrIII	5925000	25	-1.33344
chrIII	6000000	67	-0.923271
chrIII	6075000	31	-1.03437
chrIII	6150000	9	-0.953679
chrIII	6225000	27	-1.47676
chrIII	6300000	20	-1.22846
chrIII	6375000	39	-2.15544
chrIII	6450000	58	-2.03986
chrIII	6525000	13	-1.04043
chrIII	6600000	32	-2.44671
chrIII	6675000	16	-1.4487
chrIII	6750000	23	-1.74598
chrIII	6825000	60	-1.60717
chrIII	6900000	50	-1.31562
chrIII	6975000	65	-0.928972
chrIII	7050000	73	-1.28777
chrIII	7125000	19	-2.21774
chrIII	7200000	41	-1.55869
chrIII	7275000	83	-1.28905
chrIII	7350000	11	-0.907463
chrIII	7425000	36	-2.49424
chrIII	7500000	65	-0.732023
chrIII	7575000	19	-0.82168
chrIII	7650000	29	-1.62247
chrIII	7725000	52	-1.67628
chrIII	7800000	23	-1.31707
chrIII	7875000	52	-2.09045
chrIII	7950000	49	-1.2486
chrIII	8025000	87	-1.32839
chrIII	8100000	49	-1.95026
chrIII	8175000	50	-1.85696
chrIII	8250000	47	-1.47669
chrIII	8325000	34	-1.67876
chrIII	8400000	55	-2.1553
chrIII	8475000	60	-2.0877
chrIII	8550000	29	-1.95523
chrIII	8625000	14	-1.33933
chrIII	8700000	35	-1.40659
chrIII	8775000	100	-1.40141
chrIII	8850000	33	-2.09516
chrIII	8925000	24	-0.467431
chrIII	9000000	37	-2.26462
chrIII	9075000	37	-1.76416
chrIII	9150000	45	-1.72104
chrIII	9225000	37	-2.14275
chrIII	9300000	42	-1.97357
chrIII	9375000	30	-1.98277
chrIII	9450000	56	-1.67934
chrIII	9525000	52	-0.675802
chrIII	9600000	57	-0.718558
chrIII	9675000	59	-1.32883
chrIII	9750000	37	-1.41259
chrIII	9825000	53	-1.50123
chrIII	9900000	33	-1.34308
chrIII	9975000	38	-1.23688
chrIII	10050000	39	-2.00232
chrIII	10125000	20	-1.97802
chrIII	10200000	18	-2.18756
chrIII	10275000	32	-1.44147
chrIII	10350000	33	-0.702554
chrIII	10425000	46	-1.58486
chrIII	10500000	28	-1.73663
chrIII	10575000	37	-1.84262
chrIII	10650000	40	-1.42464
chrIII	10725000	64	-1.426
chrIII	10800000	57	-1.28008
chrIII	10875000	38	-0.710173
chrIII	10950000	23	-2.21419
chrIII	11025000	32	-1.27736
chrIII	11100000	40	-1.07997
chrIII	11175000	30	-1.50801
chrIII	11250000	64	-2.04587
chrIII	11325000	30	-1.5999
chrIII	11400000	33	-1.90008
