CHROM	BIN_START	BIN_END	N_VARIANTS	PI
chrI	11700001	11775000	43	2.06076e-05
chrI	11775001	11850000	7	2.87576e-06
chrI	11850001	11925000	36	4.08479e-05
chrI	11925001	12000000	26	1.78521e-05
chrI	12000001	12075000	30	1.44861e-05
chrI	12075001	12150000	51	2.86284e-05
chrI	12150001	12225000	25	1.55522e-05
chrI	12225001	12300000	16	1.33147e-05
chrI	12300001	12375000	1	8.39167e-07
chrI	12375001	12450000	39	3.64418e-05
chrI	12450001	12525000	28	3.64606e-05
chrI	12525001	12600000	93	5.9949e-05
chrI	12600001	12675000	25	1.05875e-05
chrI	12675001	12750000	67	6.41158e-05
chrI	12750001	12825000	104	8.04174e-05
chrI	12825001	12900000	54	5.70747e-05
chrI	12900001	12975000	17	3.26612e-05
chrI	12975001	13050000	43	3.16247e-05
chrI	13050001	13125000	25	1.37456e-05
chrI	13125001	13200000	14	6.6673e-06
chrI	13200001	13275000	26	2.48366e-05
chrI	13275001	13350000	35	4.19271e-05
chrI	13350001	13425000	17	3.19347e-06
chrI	13425001	13500000	15	5.78921e-06
chrI	13500001	13575000	13	8.47684e-06
chrI	13575001	13650000	37	2.23487e-05
chrI	13650001	13725000	17	7.69351e-06
chrI	13725001	13800000	13	7.75878e-06
chrI	13800001	13875000	49	2.74349e-05
chrI	13875001	13950000	26	1.35344e-05
chrI	13950001	14025000	59	5.8701e-05
chrI	14025001	14100000	48	5.60547e-05
chrI	14100001	14175000	46	3.85803e-05
chrI	14175001	14250000	22	1.33331e-05
chrI	14250001	14325000	29	9.98491e-06
chrI	14325001	14400000	77	4.70651e-05
chrI	14400001	14475000	38	1.62122e-05
chrI	14475001	14550000	13	4.66309e-06
chrI	14550001	14625000	34	3.24747e-05
chrI	14625001	14700000	41	2.24169e-05
chrI	14700001	14775000	30	3.09017e-05
chrI	14775001	14850000	33	3.75683e-05
chrI	14850001	14925000	26	9.96092e-06
chrI	14925001	15000000	24	5.04838e-05
chrI	15000001	15075000	27	1.17672e-05
chrI	15075001	15150000	24	1.63392e-05
chrI	15150001	15225000	27	4.20376e-05
chrI	15225001	15300000	51	3.9118e-05
chrI	15300001	15375000	35	2.95579e-05
chrI	15375001	15450000	28	1.41501e-05
chrI	15450001	15525000	34	3.23431e-05
chrI	15525001	15600000	5	3.64067e-06
chrI	15600001	15675000	26	2.03471e-05
chrI	15675001	15750000	46	3.80946e-05
chrI	15750001	15825000	12	1.06894e-05
chrI	15825001	15900000	37	4.47988e-05
chrI	15900001	15975000	51	3.83391e-05
chrI	15975001	16050000	66	4.36324e-05
chrI	16050001	16125000	22	3.62752e-05
chrI	16125001	16200000	61	4.72003e-05
chrI	16200001	16275000	42	3.80229e-05
chrI	16275001	16350000	24	1.51329e-05
chrI	16350001	16425000	7	8.24455e-07
chrI	16425001	16500000	27	2.48612e-05
chrI	16500001	16575000	69	7.3022e-05
chrI	16575001	16650000	33	1.92972e-05
chrI	16650001	16725000	20	4.37462e-06
chrI	16725001	16800000	47	3.91911e-05
chrI	16800001	16875000	75	6.19548e-05
chrI	16875001	16950000	70	9.41517e-05
chrI	16950001	17025000	14	1.84886e-05
chrI	17025001	17100000	30	3.1856e-05
chrI	17100001	17175000	63	4.08403e-05
chrI	17175001	17250000	27	1.43207e-05
chrI	17250001	17325000	55	3.10453e-05
chrI	17325001	17400000	39	3.93346e-05
chrI	17400001	17475000	53	5.33251e-05
chrI	17475001	17550000	16	2.02039e-05
chrI	17550001	17625000	62	5.06844e-05
chrI	17625001	17700000	47	7.55048e-05
chrI	17700001	17775000	39	5.99955e-05
chrI	17775001	17850000	32	4.88681e-05
chrI	17850001	17925000	39	4.03747e-05
chrI	17925001	18000000	10	1.14779e-05
chrI	18000001	18075000	11	9.32084e-06
chrI	18075001	18150000	8	6.65826e-06
chrI	18150001	18225000	37	4.95799e-05
chrI	18225001	18300000	23	1.07311e-05
chrI	18300001	18375000	52	5.57169e-05
chrI	18375001	18450000	43	4.54668e-05
chrI	18450001	18525000	49	4.04897e-05
chrI	18525001	18600000	27	3.35778e-05
chrI	18600001	18675000	22	2.14218e-05
chrI	18675001	18750000	26	1.87167e-05
chrI	18750001	18825000	41	1.7519e-05
chrI	18825001	18900000	40	3.40037e-05
chrI	18900001	18975000	53	5.76346e-05
chrI	18975001	19050000	40	5.16796e-05
chrI	19050001	19125000	35	2.8152e-05
chrI	19125001	19200000	3	7.80939e-07
chrI	19200001	19275000	10	5.12905e-06
chrI	19275001	19350000	24	2.19445e-05
chrI	19350001	19425000	19	2.36878e-05
chrI	19425001	19500000	43	2.94501e-05
chrI	19500001	19575000	26	2.36059e-05
chrI	19575001	19650000	12	6.64843e-06
chrI	19650001	19725000	17	1.25402e-05
chrI	19725001	19800000	22	2.41473e-05
chrI	19800001	19875000	31	1.64492e-05
chrI	19875001	19950000	67	6.76988e-05
chrI	19950001	20025000	24	1.88677e-05
chrI	20025001	20100000	27	2.44458e-05
chrI	20100001	20175000	17	7.16485e-06
chrI	20175001	20250000	48	5.52558e-05
chrI	20250001	20325000	16	1.89365e-05
chrI	20325001	20400000	18	4.96815e-06
chrI	20400001	20475000	33	2.28862e-05
chrI	20475001	20550000	17	2.14619e-06
chrI	20550001	20625000	12	9.42123e-06
chrI	20625001	20700000	50	4.43907e-05
chrI	20700001	20775000	14	8.32875e-06
chrI	20775001	20850000	6	9.45514e-07
chrI	20850001	20925000	18	1.8362e-05
chrI	20925001	21000000	46	3.42755e-05
chrI	21000001	21075000	39	5.39363e-05
chrI	21075001	21150000	26	4.44755e-05
chrI	21150001	21225000	7	7.988e-06
chrI	21225001	21300000	25	1.17251e-05
chrI	21300001	21375000	18	1.213e-05
chrI	21375001	21450000	44	6.18764e-05
chrI	21450001	21525000	62	5.4312e-05
chrI	21525001	21600000	11	3.04163e-06
chrI	21600001	21675000	6	1.10549e-05
chrI	21675001	21750000	50	4.75801e-05
chrI	21750001	21825000	16	1.99669e-05
chrI	21825001	21900000	49	3.93431e-05
chrI	21900001	21975000	21	1.49877e-05
chrI	21975001	22050000	5	3.47965e-06
chrI	22050001	22125000	35	4.52204e-05
chrI	22125001	22200000	15	3.15127e-05
chrI	22200001	22275000	28	5.67632e-05
chrI	22275001	22350000	27	1.86131e-05
chrI	22350001	22425000	45	3.73451e-05
chrI	22425001	22500000	13	3.20854e-06
chrI	22500001	22575000	29	2.06984e-05
chrI	22575001	22650000	15	1.09994e-05
chrI	22650001	22725000	11	1.57139e-05
chrI	22725001	22800000	53	4.42311e-05
chrI	22800001	22875000	26	2.09209e-05
chrI	22875001	22950000	25	2.51812e-05
chrI	22950001	23025000	31	3.73625e-05
chrI	23025001	23100000	40	2.84218e-05
chrI	23100001	23175000	44	3.38846e-05
chrI	23175001	23250000	44	2.37198e-05
chrI	23250001	23325000	33	5.62201e-05
chrI	23325001	23400000	19	1.00786e-05
chrI	23400001	23475000	49	7.03963e-05
chrI	23475001	23550000	16	2.56138e-06
chrI	23550001	23625000	39	2.75202e-05
chrI	23625001	23700000	17	1.23124e-05
chrI	23700001	23775000	26	2.90238e-05
chrI	23775001	23850000	23	2.43122e-05
chrI	23850001	23925000	40	3.17419e-05
chrI	23925001	24000000	38	2.37701e-05
chrI	24000001	24075000	89	0.000115878
chrI	24075001	24150000	20	1.31391e-05
chrI	24150001	24225000	35	2.39989e-05
chrI	24225001	24300000	33	2.2734e-05
chrI	24300001	24375000	17	6.67402e-06
chrI	24375001	24450000	17	1.64501e-06
chrI	24450001	24525000	23	4.08856e-05
chrI	24525001	24600000	26	1.19976e-05
chrI	24600001	24675000	17	9.08436e-06
chrI	24675001	24750000	8	1.14965e-06
chrI	24750001	24825000	40	1.82744e-05
chrI	24825001	24900000	46	5.59999e-05
chrI	24900001	24975000	38	5.11707e-05
chrI	24975001	25050000	28	1.0565e-05
chrI	25050001	25125000	52	2.62005e-05
chrI	25125001	25200000	40	3.42329e-05
chrI	25200001	25275000	34	1.71465e-05
chrI	25275001	25350000	20	2.13713e-05
chrI	25350001	25425000	14	5.34912e-06
chrI	25425001	25500000	17	1.68866e-05
chrI	25500001	25575000	41	4.86874e-05
chrI	25575001	25650000	91	0.00013131
chrI	25650001	25725000	85	0.000181453
chrI	25725001	25800000	40	3.50312e-05
chrI	25800001	25875000	42	4.41044e-05
chrI	25875001	25950000	91	0.000130641
chrI	25950001	26025000	50	7.1707e-05
chrI	26025001	26100000	71	5.93202e-05
chrI	26100001	26175000	23	1.45651e-05
chrI	26175001	26250000	31	5.31153e-06
chrI	26250001	26325000	38	1.64969e-05
chrI	26325001	26400000	47	4.32288e-05
chrI	26400001	26475000	40	1.26812e-05
chrI	26475001	26550000	37	3.56679e-05
chrI	26550001	26625000	55	5.83067e-05
chrI	26625001	26700000	47	5.62173e-05
chrI	26700001	26775000	50	7.111e-05
chrI	26775001	26850000	44	3.34489e-05
chrI	26850001	26925000	38	2.47931e-05
chrI	26925001	27000000	63	5.49755e-05
chrI	27000001	27075000	14	7.26809e-06
chrI	27075001	27150000	47	1.4747e-05
chrI	27150001	27225000	11	3.81776e-06
chrI	27225001	27300000	60	4.4775e-05
chrI	27300001	27375000	23	1.50535e-05
chrI	27375001	27450000	38	3.9957e-05
chrI	27450001	27525000	13	8.7379e-06
chrI	27525001	27600000	21	2.29839e-05
chrI	27600001	27675000	18	1.8163e-05
chrI	27675001	27750000	15	7.4708e-06
chrI	27750001	27825000	28	1.68155e-05
chrI	27825001	27900000	87	0.000146456
chrI	27900001	27975000	64	0.000100628
chrI	27975001	28050000	53	6.25931e-05
chrI	28050001	28125000	20	1.21752e-05
chrI	28125001	28200000	74	3.02557e-05
chrI	28200001	28275000	63	6.54537e-05
chrI	28275001	28350000	30	6.44516e-05
chrI	28350001	28425000	76	4.90171e-05
chrI	28425001	28500000	84	8.07131e-05
chrI	28500001	28575000	80	2.62061e-05
chrI	28575001	28650000	41	6.35029e-05
chrI	28650001	28725000	67	8.09417e-05
chrI	28725001	28800000	24	1.50702e-05
chrI	28800001	28875000	58	3.02856e-05
chrI	28875001	28950000	13	9.7481e-06
chrI	28950001	29025000	117	0.000111505
chrI	29025001	29100000	80	9.16671e-05
chrI	29100001	29175000	39	3.6769e-05
chrI	29175001	29250000	68	6.82394e-05
chrI	29250001	29325000	22	1.14451e-05
chrI	29325001	29400000	22	9.83914e-06
chrI	29400001	29475000	59	3.60837e-05
chrI	29475001	29550000	23	5.25508e-06
chrI	29550001	29625000	23	2.11073e-06
chrI	29625001	29700000	7	7.61642e-07
chrII	1	75000	23	3.15915e-05
chrII	75001	150000	35	3.69756e-05
chrII	150001	225000	56	3.67527e-05
chrII	225001	300000	21	9.51373e-06
chrII	300001	375000	24	8.30904e-06
chrII	375001	450000	126	0.000101965
chrII	450001	525000	68	8.63437e-05
chrII	525001	600000	16	1.45211e-05
chrII	600001	675000	60	5.39172e-05
chrII	675001	750000	16	3.3269e-05
chrII	750001	825000	30	4.33947e-05
chrII	825001	900000	67	4.59552e-05
chrII	900001	975000	10	9.41354e-06
chrII	975001	1050000	8	4.30027e-06
chrII	1050001	1125000	23	1.83181e-05
chrII	1125001	1200000	43	5.50618e-05
chrII	1200001	1275000	22	1.62771e-05
chrII	1275001	1350000	11	6.53781e-06
chrII	1350001	1425000	6	8.77824e-06
chrII	1425001	1500000	18	5.32608e-06
chrII	1500001	1575000	21	6.14565e-06
chrII	1575001	1650000	10	8.46085e-06
chrII	1650001	1725000	10	9.509e-06
chrII	1725001	1800000	9	1.62272e-06
chrII	1800001	1875000	22	2.05536e-05
chrII	1875001	1950000	56	2.0964e-05
chrII	1950001	2025000	21	6.96213e-06
chrII	2025001	2100000	3	1.08846e-06
chrII	2100001	2175000	9	1.35122e-06
chrII	2175001	2250000	14	6.82267e-06
chrII	2250001	2325000	48	3.77902e-05
chrII	2325001	2400000	54	7.01284e-05
chrII	2400001	2475000	16	2.97582e-05
chrII	2475001	2550000	48	3.1467e-05
chrII	2550001	2625000	13	1.07315e-05
chrII	2625001	2700000	19	8.78534e-06
chrII	2700001	2775000	34	3.44795e-05
chrII	2775001	2850000	58	4.56179e-05
chrII	2850001	2925000	56	8.58265e-05
chrII	2925001	3000000	62	5.87267e-05
chrII	3000001	3075000	12	8.90196e-06
chrII	3075001	3150000	20	2.71473e-05
chrII	3150001	3225000	17	2.83498e-05
chrII	3225001	3300000	53	3.10352e-05
chrII	3300001	3375000	38	3.13786e-05
chrII	3375001	3450000	47	5.50887e-05
chrII	3450001	3525000	27	1.92681e-05
chrII	3525001	3600000	77	6.71977e-05
chrII	3600001	3675000	24	2.17881e-05
chrII	3675001	3750000	27	3.99548e-05
chrII	3750001	3825000	50	6.75762e-05
chrII	3825001	3900000	57	0.000104922
chrII	3900001	3975000	35	6.70049e-05
chrII	3975001	4050000	38	4.53949e-05
chrII	4050001	4125000	25	3.78502e-05
chrII	4125001	4200000	24	2.48335e-05
chrII	4200001	4275000	72	6.42784e-05
chrII	4275001	4350000	24	1.60432e-05
chrII	4350001	4425000	25	9.37467e-06
chrII	4425001	4500000	27	1.99356e-05
chrII	4500001	4575000	40	4.12479e-05
chrII	4575001	4650000	36	2.48271e-05
chrII	4650001	4725000	54	5.47311e-05
chrII	4725001	4800000	23	1.46022e-05
chrII	4800001	4875000	52	6.73523e-05
chrII	4875001	4950000	42	4.87648e-05
chrII	4950001	5025000	43	3.80122e-05
chrII	5025001	5100000	44	3.45841e-05
chrII	5100001	5175000	36	3.27143e-05
chrII	5175001	5250000	57	6.89161e-05
chrII	5250001	5325000	33	2.85842e-05
chrII	5325001	5400000	55	6.18756e-05
chrII	5400001	5475000	66	6.99263e-05
chrII	5475001	5550000	79	8.15094e-05
chrII	5550001	5625000	43	2.4341e-05
chrII	5625001	5700000	52	4.77901e-05
chrII	5700001	5775000	60	6.48765e-05
chrII	5775001	5850000	75	7.50198e-05
chrII	5850001	5925000	35	3.36573e-05
chrII	5925001	6000000	19	1.87848e-05
chrII	6000001	6075000	69	8.76619e-05
chrII	6075001	6150000	14	1.6778e-05
chrII	6150001	6225000	49	3.98156e-05
chrII	6225001	6300000	65	4.91152e-05
chrII	6300001	6375000	70	2.82868e-05
chrII	6375001	6450000	14	4.67198e-06
chrII	6450001	6525000	38	3.71815e-05
chrII	6525001	6600000	44	3.7192e-05
chrII	6600001	6675000	26	1.80519e-05
chrII	6675001	6750000	14	2.09031e-05
chrII	6750001	6825000	30	1.92549e-05
chrII	6825001	6900000	32	4.24759e-05
chrII	6900001	6975000	43	2.29127e-05
chrII	6975001	7050000	28	1.94236e-05
chrII	7050001	7125000	30	8.30544e-06
chrII	7125001	7200000	22	1.99478e-05
chrII	7200001	7275000	22	1.22551e-05
chrII	7275001	7350000	28	1.74408e-05
chrII	7350001	7425000	5	3.10383e-06
chrII	7425001	7500000	26	1.16556e-05
chrII	7500001	7575000	34	1.96423e-05
chrII	7575001	7650000	29	1.93886e-05
chrII	7650001	7725000	26	2.83507e-05
chrII	7725001	7800000	4	2.60553e-06
chrII	7800001	7875000	34	9.75155e-06
chrII	7875001	7950000	10	1.14643e-05
chrII	7950001	8025000	4	3.58567e-07
chrII	8025001	8100000	41	3.29649e-05
chrII	8100001	8175000	39	1.52638e-05
chrII	8175001	8250000	69	6.84979e-05
chrII	8250001	8325000	54	4.02831e-05
chrII	8325001	8400000	19	1.21115e-05
chrII	8400001	8475000	30	1.28775e-05
chrII	8475001	8550000	10	8.76641e-06
chrII	8550001	8625000	29	2.82875e-05
chrII	8625001	8700000	37	3.04475e-05
chrII	8700001	8775000	20	1.05453e-05
chrII	8775001	8850000	52	4.44124e-05
chrII	8850001	8925000	38	2.96184e-05
chrII	8925001	9000000	13	2.29953e-05
chrII	9000001	9075000	29	1.56937e-05
chrII	9075001	9150000	25	1.12076e-05
chrII	9150001	9225000	33	1.61931e-05
chrII	9225001	9300000	26	1.05923e-05
chrII	9300001	9375000	37	2.69561e-05
chrII	9375001	9450000	27	1.61671e-05
chrII	9450001	9525000	57	2.56236e-05
chrII	9525001	9600000	28	5.95167e-06
chrII	9600001	9675000	34	4.74145e-05
chrII	9675001	9750000	46	2.01734e-05
chrII	9750001	9825000	13	7.17221e-06
chrII	9825001	9900000	57	4.48102e-05
chrII	9900001	9975000	17	6.97388e-06
chrII	9975001	10050000	19	1.04506e-05
chrII	10050001	10125000	15	9.26266e-06
chrII	10125001	10200000	27	1.25707e-05
chrII	10200001	10275000	30	1.83649e-05
chrII	10275001	10350000	20	1.45489e-05
chrII	10350001	10425000	45	4.25897e-05
chrII	10425001	10500000	33	9.61264e-06
chrII	10500001	10575000	30	2.84119e-05
chrII	10575001	10650000	27	5.1327e-06
chrII	10650001	10725000	31	1.91422e-05
chrII	10725001	10800000	26	8.14339e-06
chrII	10800001	10875000	24	1.0528e-05
chrII	10875001	10950000	34	1.79559e-05
chrII	10950001	11025000	42	5.39416e-05
chrII	11025001	11100000	23	1.84277e-05
chrII	11100001	11175000	19	4.76518e-06
chrII	11175001	11250000	18	1.885e-05
chrII	11250001	11325000	23	1.6912e-05
chrII	11325001	11400000	20	1.60338e-05
chrII	11400001	11475000	30	1.75201e-05
chrII	11475001	11550000	62	5.54947e-05
chrII	11550001	11625000	35	8.01451e-06
chrII	11625001	11700000	60	3.56222e-05
chrII	11700001	11775000	20	9.07163e-06
chrII	11775001	11850000	57	4.79156e-05
chrII	11850001	11925000	32	1.18871e-05
chrII	11925001	12000000	31	1.08871e-05
chrII	12000001	12075000	52	1.96539e-05
chrII	12075001	12150000	66	4.81097e-05
chrII	12150001	12225000	38	1.71978e-05
chrII	12225001	12300000	25	8.8071e-06
chrII	12300001	12375000	10	5.64226e-06
chrII	12375001	12450000	35	2.35942e-05
chrII	12450001	12525000	14	9.55771e-06
chrII	12525001	12600000	23	2.63175e-06
chrII	12600001	12675000	23	1.23028e-05
chrII	12675001	12750000	44	1.20137e-05
chrII	12750001	12825000	13	5.42048e-06
chrII	12825001	12900000	29	1.92325e-05
chrII	12900001	12975000	37	1.86413e-05
chrII	12975001	13050000	19	1.7416e-05
chrII	13050001	13125000	27	2.00792e-05
chrII	13125001	13200000	18	1.23006e-05
chrII	13200001	13275000	17	1.77777e-05
chrII	13275001	13350000	20	3.28294e-06
chrII	13350001	13425000	33	1.55102e-05
chrII	13425001	13500000	50	4.34047e-05
chrII	13500001	13575000	11	1.60277e-06
chrII	13575001	13650000	2	1.42283e-06
chrII	13650001	13725000	13	2.62034e-06
chrII	13725001	13800000	12	1.21435e-05
chrII	13800001	13875000	10	3.45102e-06
chrII	13875001	13950000	29	1.98448e-05
chrII	13950001	14025000	13	3.09339e-06
chrII	14025001	14100000	22	1.60169e-05
chrII	14100001	14175000	62	5.7579e-05
chrII	14175001	14250000	47	4.89222e-05
chrII	14250001	14325000	24	3.30741e-05
chrII	14325001	14400000	28	1.15952e-05
chrII	14400001	14475000	18	8.25916e-06
chrII	14475001	14550000	5	1.52721e-06
chrII	14550001	14625000	19	1.69493e-05
chrII	14625001	14700000	12	1.99325e-05
chrII	14700001	14775000	12	1.3617e-05
chrII	14775001	14850000	4	1.24521e-05
chrII	14850001	14925000	17	2.10634e-05
chrII	14925001	15000000	15	1.3414e-05
chrII	15000001	15075000	26	1.65505e-05
chrII	15075001	15150000	37	2.45512e-05
chrII	15150001	15225000	9	8.70246e-06
chrII	15225001	15300000	6	3.1251e-06
chrII	15300001	15375000	26	3.47167e-05
chrII	15375001	15450000	10	1.82005e-05
chrII	15450001	15525000	42	2.98141e-05
chrII	15525001	15600000	27	1.20728e-05
chrII	15600001	15675000	27	2.03796e-05
chrII	15675001	15750000	73	6.77592e-05
chrII	15750001	15825000	25	2.02821e-05
chrII	15825001	15900000	98	9.70201e-05
chrII	15900001	15975000	35	2.34484e-05
chrII	15975001	16050000	26	2.34399e-05
chrII	16050001	16125000	29	2.30176e-05
chrII	16125001	16200000	27	2.21092e-05
chrII	16200001	16275000	46	6.51026e-05
chrII	16275001	16350000	28	2.90156e-05
chrII	16350001	16425000	28	1.06888e-05
chrII	16425001	16500000	31	2.08931e-05
chrII	16500001	16575000	11	1.21904e-05
chrII	16575001	16650000	36	2.12565e-05
chrII	16650001	16725000	71	5.81366e-05
chrII	16725001	16800000	7	3.69405e-06
chrII	16800001	16875000	24	5.05321e-05
chrII	16875001	16950000	20	5.94825e-06
chrII	16950001	17025000	40	4.52764e-05
chrII	17025001	17100000	33	1.99428e-05
chrII	17100001	17175000	19	1.2468e-05
chrII	17175001	17250000	24	3.91205e-05
chrII	17250001	17325000	37	3.34312e-05
chrII	17325001	17400000	28	1.26902e-05
chrII	17400001	17475000	47	4.47103e-05
chrII	17475001	17550000	17	1.27132e-05
chrII	17550001	17625000	15	8.87659e-06
chrII	17625001	17700000	31	1.38084e-05
chrII	17700001	17775000	18	1.48622e-05
chrII	17775001	17850000	38	2.22707e-05
chrII	17850001	17925000	88	9.91222e-05
chrII	18000001	18075000	48	4.40266e-05
chrII	18075001	18150000	37	3.64283e-05
chrII	18150001	18225000	60	4.12178e-05
